date,mortgage 
2004-07-05,76.4720677481983
2004-07-06,76.38662409708299
2004-07-07,76.30118044596769
2004-07-08,76.21573679485239
2004-07-09,76.13029314373708
2004-07-10,76.04484949262176
2004-07-11,75.95940584150647
2004-07-12,75.87396219039117
2004-07-13,75.78851853927586
2004-07-14,75.70307488816054
2004-07-15,75.61763123704525
2004-07-16,75.53218758592993
2004-07-17,75.44674393481463
2004-07-18,75.36130028369934
2004-07-19,75.27585663258402
2004-07-20,75.19041298146871
2004-07-21,75.10496933035341
2004-07-22,75.01952567923811
2004-07-23,74.9340820281228
2004-07-24,74.8486383770075
2004-07-25,74.76319472589219
2004-07-26,74.67775107477688
2004-07-27,74.59230742366158
2004-07-28,74.50686377254628
2004-07-29,74.42142012143097
2004-07-30,74.33597647031566
2004-07-31,74.25053281920036
2004-08-01,74.16508916808505
2004-08-02,73.99420186585445
2004-08-03,73.82331456362382
2004-08-04,73.65242726139323
2004-08-05,73.4815399591626
2004-08-06,73.31065265693199
2004-08-07,73.1397653547014
2004-08-08,72.96887805247077
2004-08-09,72.79799075024017
2004-08-10,72.62710344800956
2004-08-11,72.45621614577894
2004-08-12,72.28532884354834
2004-08-13,72.11444154131772
2004-08-14,71.94355423908712
2004-08-15,71.77266693685651
2004-08-16,71.60177963462588
2004-08-17,71.43089233239529
2004-08-18,71.26000503016466
2004-08-19,71.08911772793407
2004-08-20,70.91823042570346
2004-08-21,70.74734312347283
2004-08-22,70.57645582124223
2004-08-23,70.40556851901161
2004-08-24,70.234681216781
2004-08-25,70.0637939145504
2004-08-26,69.89290661231978
2004-08-27,69.72201931008918
2004-08-28,69.55113200785857
2004-08-29,69.38024470562794
2004-08-30,69.20935740339735
2004-08-31,69.03847010116672
2004-09-01,68.86758279893613
2004-09-02,68.77929102611698
2004-09-03,68.69099925329782
2004-09-04,68.60270748047867
2004-09-05,68.51441570765952
2004-09-06,68.42612393484038
2004-09-07,68.33783216202123
2004-09-08,68.24954038920208
2004-09-09,68.16124861638293
2004-09-10,68.07295684356377
2004-09-11,67.98466507074463
2004-09-12,67.89637329792549
2004-09-13,67.80808152510633
2004-09-14,67.71978975228718
2004-09-15,67.63149797946804
2004-09-16,67.54320620664889
2004-09-17,67.45491443382974
2004-09-18,67.36662266101058
2004-09-19,67.27833088819145
2004-09-20,67.19003911537229
2004-09-21,67.10174734255314
2004-09-22,67.013455569734
2004-09-23,66.92516379691484
2004-09-24,66.8368720240957
2004-09-25,66.74858025127654
2004-09-26,66.6602884784574
2004-09-27,66.57199670563826
2004-09-28,66.4837049328191
2004-09-29,66.39541315999996
2004-09-30,66.3071213871808
2004-10-01,66.21882961436165
2004-10-02,65.99097987805416
2004-10-03,65.7631301417467
2004-10-04,65.53528040543921
2004-10-05,65.30743066913173
2004-10-06,65.07958093282424
2004-10-07,64.85173119651677
2004-10-08,64.62388146020928
2004-10-09,64.39603172390181
2004-10-10,64.16818198759432
2004-10-11,63.94033225128685
2004-10-12,63.71248251497936
2004-10-13,63.48463277867189
2004-10-14,63.2567830423644
2004-10-15,63.02893330605692
2004-10-16,62.80108356974944
2004-10-17,62.57323383344196
2004-10-18,62.34538409713448
2004-10-19,62.117534360827
2004-10-20,61.88968462451951
2004-10-21,61.66183488821204
2004-10-22,61.43398515190455
2004-10-23,61.206135415597075
2004-10-24,60.97828567928959
2004-10-25,60.750435942982115
2004-10-26,60.52258620667463
2004-10-27,60.294736470367155
2004-10-28,60.066886734059665
2004-10-29,59.839036997752196
2004-10-30,59.611187261444705
2004-10-31,59.38333752513723
2004-11-01,59.155487788829745
2004-11-02,59.03776542507087
2004-11-03,58.920043061312015
2004-11-04,58.80232069755314
2004-11-05,58.684598333794284
2004-11-06,58.56687597003541
2004-11-07,58.44915360627655
2004-11-08,58.33143124251769
2004-11-09,58.21370887875883
2004-11-10,58.09598651499996
2004-11-11,57.9782641512411
2004-11-12,57.86054178748223
2004-11-13,57.74281942372337
2004-11-14,57.625097059964496
2004-11-15,57.50737469620564
2004-11-16,57.389652332446765
2004-11-17,57.27192996868789
2004-11-18,57.154207604929034
2004-11-19,57.03648524117017
2004-11-20,56.91876287741131
2004-11-21,56.80104051365244
2004-11-22,56.68331814989358
2004-11-23,56.56559578613471
2004-11-24,56.44787342237584
2004-11-25,56.33015105861698
2004-11-26,56.21242869485811
2004-11-27,56.094706331099246
2004-11-28,55.97698396734038
2004-11-29,55.85926160358152
2004-11-30,55.74153923982266
2004-12-01,55.62381687606379
2004-12-02,56.1934412168325
2004-12-03,56.7630655576012
2004-12-04,57.3326898983699
2004-12-05,57.9023142391386
2004-12-06,58.471938579907295
2004-12-07,59.04156292067601
2004-12-08,59.611187261444705
2004-12-09,60.1808116022134
2004-12-10,60.750435942982115
2004-12-11,61.32006028375081
2004-12-12,61.88968462451951
2004-12-13,62.459308965288216
2004-12-14,63.02893330605692
2004-12-15,63.598557646825626
2004-12-16,64.16818198759432
2004-12-17,64.73780632836304
2004-12-18,65.30743066913173
2004-12-19,65.87705500990043
2004-12-20,66.44667935066913
2004-12-21,67.01630369143784
2004-12-22,67.58592803220654
2004-12-23,68.15555237297524
2004-12-24,68.72517671374395
2004-12-25,69.29480105451265
2004-12-26,69.86442539528134
2004-12-27,70.43404973605006
2004-12-28,71.00367407681875
2004-12-29,71.57329841758745
2004-12-30,72.14292275835615
2004-12-31,72.71254709912486
2005-01-01,73.28217143989356
2005-01-02,73.45305874212417
2005-01-03,73.6239460443548
2005-01-04,73.79483334658539
2005-01-05,73.96572064881602
2005-01-06,74.13660795104661
2005-01-07,74.30749525327722
2005-01-08,74.47838255550785
2005-01-09,74.64926985773845
2005-01-10,74.82015715996906
2005-01-11,74.99104446219967
2005-01-12,75.16193176443028
2005-01-13,75.3328190666609
2005-01-14,75.5037063688915
2005-01-15,75.67459367112211
2005-01-16,75.84548097335272
2005-01-17,76.01636827558333
2005-01-18,76.18725557781396
2005-01-19,76.35814288004455
2005-01-20,76.52903018227516
2005-01-21,76.69991748450578
2005-01-22,76.87080478673639
2005-01-23,77.04169208896701
2005-01-24,77.21257939119761
2005-01-25,77.38346669342822
2005-01-26,77.55435399565884
2005-01-27,77.72524129788944
2005-01-28,77.89612860012005
2005-01-29,78.06701590235066
2005-01-30,78.23790320458127
2005-01-31,78.4087905068119
2005-02-01,78.5796778090425
2005-02-02,78.4220139290083
2005-02-03,78.26435004897411
2005-02-04,78.1066861689399
2005-02-05,77.94902228890572
2005-02-06,77.79135840887153
2005-02-07,77.63369452883734
2005-02-08,77.47603064880313
2005-02-09,77.31836676876894
2005-02-10,77.16070288873475
2005-02-11,77.00303900870054
2005-02-12,76.84537512866636
2005-02-13,76.68771124863217
2005-02-14,76.53004736859798
2005-02-15,76.37238348856377
2005-02-16,76.21471960852958
2005-02-17,76.05705572849538
2005-02-18,75.89939184846119
2005-02-19,75.741727968427
2005-02-20,75.58406408839281
2005-02-21,75.42640020835861
2005-02-22,75.26873632832441
2005-02-23,75.11107244829022
2005-02-24,74.95340856825602
2005-02-25,74.79574468822183
2005-02-26,74.63808080818764
2005-02-27,74.48041692815345
2005-02-28,74.32275304811925
2005-03-01,74.16508916808505
2005-03-02,74.27901403623879
2005-03-03,74.39293890439254
2005-03-04,74.50686377254628
2005-03-05,74.62078864070001
2005-03-06,74.73471350885376
2005-03-07,74.8486383770075
2005-03-08,74.96256324516123
2005-03-09,75.07648811331498
2005-03-10,75.19041298146871
2005-03-11,75.30433784962246
2005-03-12,75.4182627177762
2005-03-13,75.53218758592993
2005-03-14,75.64611245408368
2005-03-15,75.76003732223742
2005-03-16,75.87396219039117
2005-03-17,75.9878870585449
2005-03-18,76.10181192669863
2005-03-19,76.21573679485239
2005-03-20,76.32966166300612
2005-03-21,76.44358653115987
2005-03-22,76.5575113993136
2005-03-23,76.67143626746734
2005-03-24,76.78536113562109
2005-03-25,76.89928600377482
2005-03-26,77.01321087192856
2005-03-27,77.12713574008231
2005-03-28,77.24106060823604
2005-03-29,77.35498547638979
2005-03-30,77.46891034454352
2005-03-31,77.58283521269728
2005-04-01,77.696760080851
2005-04-02,77.49074594427299
2005-04-03,77.28473180769498
2005-04-04,77.07871767111696
2005-04-05,76.87270353453894
2005-04-06,76.66668939796094
2005-04-07,76.46067526138292
2005-04-08,76.2546611248049
2005-04-09,76.0486469882269
2005-04-10,75.84263285164889
2005-04-11,75.63661871507087
2005-04-12,75.43060457849286
2005-04-13,75.22459044191484
2005-04-14,75.01857630533682
2005-04-15,74.81256216875882
2005-04-16,74.6065480321808
2005-04-17,74.40053389560278
2005-04-18,74.19451975902477
2005-04-19,73.98850562244675
2005-04-20,73.78249148586873
2005-04-21,73.57647734929073
2005-04-22,73.3704632127127
2005-04-23,73.16444907613469
2005-04-24,72.9584349395567
2005-04-25,72.75242080297868
2005-04-26,72.54640666640066
2005-04-27,72.34039252982265
2005-04-28,72.13437839324463
2005-04-29,71.92836425666661
2005-04-30,71.7223501200886
2005-05-01,71.51633598351059
2005-05-02,71.65874206870276
2005-05-03,71.80114815389494
2005-05-04,71.94355423908712
2005-05-05,72.08596032427928
2005-05-06,72.22836640947148
2005-05-07,72.37077249466364
2005-05-08,72.51317857985582
2005-05-09,72.655584665048
2005-05-10,72.79799075024017
2005-05-11,72.94039683543234
2005-05-12,73.08280292062453
2005-05-13,73.2252090058167
2005-05-14,73.36761509100887
2005-05-15,73.51002117620105
2005-05-16,73.65242726139323
2005-05-17,73.79483334658539
2005-05-18,73.93723943177757
2005-05-19,74.07964551696975
2005-05-20,74.22205160216193
2005-05-21,74.36445768735409
2005-05-22,74.50686377254628
2005-05-23,74.64926985773845
2005-05-24,74.79167594293062
2005-05-25,74.9340820281228
2005-05-26,75.07648811331498
2005-05-27,75.21889419850714
2005-05-28,75.36130028369934
2005-05-29,75.5037063688915
2005-05-30,75.64611245408368
2005-05-31,75.78851853927586
2005-06-01,75.93092462446803
2005-06-02,75.96035521540774
2005-06-03,75.98978580634746
2005-06-04,76.01921639728718
2005-06-05,76.0486469882269
2005-06-06,76.07807757916662
2005-06-07,76.10750817010633
2005-06-08,76.13693876104604
2005-06-09,76.16636935198576
2005-06-10,76.19579994292548
2005-06-11,76.22523053386519
2005-06-12,76.2546611248049
2005-06-13,76.28409171574464
2005-06-14,76.31352230668435
2005-06-15,76.34295289762406
2005-06-16,76.37238348856377
2005-06-17,76.4018140795035
2005-06-18,76.4312446704432
2005-06-19,76.46067526138292
2005-06-20,76.49010585232264
2005-06-21,76.51953644326235
2005-06-22,76.54896703420208
2005-06-23,76.57839762514179
2005-06-24,76.6078282160815
2005-06-25,76.63725880702123
2005-06-26,76.66668939796094
2005-06-27,76.69611998890065
2005-06-28,76.72555057984037
2005-06-29,76.75498117078008
2005-06-30,76.78441176171981
2005-07-01,76.81384235265952
2005-07-02,76.81384235265952
2005-07-03,76.81384235265952
2005-07-04,76.81384235265952
2005-07-05,76.81384235265952
2005-07-06,76.81384235265952
2005-07-07,76.81384235265952
2005-07-08,76.81384235265952
2005-07-09,76.81384235265952
2005-07-10,76.81384235265952
2005-07-11,76.81384235265952
2005-07-12,76.81384235265952
2005-07-13,76.81384235265952
2005-07-14,76.81384235265952
2005-07-15,76.81384235265952
2005-07-16,76.81384235265952
2005-07-17,76.81384235265952
2005-07-18,76.81384235265952
2005-07-19,76.81384235265952
2005-07-20,76.81384235265952
2005-07-21,76.81384235265952
2005-07-22,76.81384235265952
2005-07-23,76.81384235265952
2005-07-24,76.81384235265952
2005-07-25,76.81384235265952
2005-07-26,76.81384235265952
2005-07-27,76.81384235265952
2005-07-28,76.81384235265952
2005-07-29,76.81384235265952
2005-07-30,76.81384235265952
2005-07-31,76.81384235265952
2005-08-01,76.81384235265952
2005-08-02,76.41510531412143
2005-08-03,76.01636827558333
2005-08-04,75.61763123704525
2005-08-05,75.21889419850714
2005-08-06,74.82015715996906
2005-08-07,74.42142012143097
2005-08-08,74.02268308289288
2005-08-09,73.6239460443548
2005-08-10,73.2252090058167
2005-08-11,72.82647196727861
2005-08-12,72.4277349287405
2005-08-13,72.02899789020242
2005-08-14,71.63026085166432
2005-08-15,71.23152381312623
2005-08-16,70.83278677458814
2005-08-17,70.43404973605006
2005-08-18,70.03531269751197
2005-08-19,69.63657565897387
2005-08-20,69.23783862043578
2005-08-21,68.83910158189768
2005-08-22,68.44036454335959
2005-08-23,68.0416275048215
2005-08-24,67.6428904662834
2005-08-25,67.24415342774532
2005-08-26,66.84541638920722
2005-08-27,66.44667935066914
2005-08-28,66.04794231213104
2005-08-29,65.64920527359295
2005-08-30,65.25046823505487
2005-08-31,64.85173119651677
2005-09-01,64.45299415797868
2005-09-02,64.36470238515953
2005-09-03,64.27641061234037
2005-09-04,64.18811883952124
2005-09-05,64.09982706670208
2005-09-06,64.01153529388293
2005-09-07,63.92324352106379
2005-09-08,63.834951748244634
2005-09-09,63.74665997542549
2005-09-10,63.65836820260633
2005-09-11,63.570076429787186
2005-09-12,63.481784656968046
2005-09-13,63.39349288414889
2005-09-14,63.305201111329744
2005-09-15,63.21690933851059
2005-09-16,63.12861756569144
2005-09-17,63.0403257928723
2005-09-18,62.95203402005314
2005-09-19,62.863742247234
2005-09-20,62.775450474414846
2005-09-21,62.6871587015957
2005-09-22,62.59886692877656
2005-09-23,62.5105751559574
2005-09-24,62.42228338313826
2005-09-25,62.333991610319096
2005-09-26,62.245699837499956
2005-09-27,62.15740806468081
2005-09-28,62.069116291861654
2005-09-29,61.980824519042514
2005-09-30,61.89253274622335
2005-10-01,61.80424097340421
2005-10-02,61.690316105250474
2005-10-03,61.57639123709672
2005-10-04,61.462466368942984
2005-10-05,61.34854150078925
2005-10-06,61.234616632635515
2005-10-07,61.12069176448176
2005-10-08,61.006766896328024
2005-10-09,60.892842028174286
2005-10-10,60.77891716002055
2005-10-11,60.6649922918668
2005-10-12,60.551067423713064
2005-10-13,60.437142555559326
2005-10-14,60.32321768740559
2005-10-15,60.209292819251836
2005-10-16,60.095367951098105
2005-10-17,59.98144308294437
2005-10-18,59.86751821479063
2005-10-19,59.753593346636876
2005-10-20,59.63966847848314
2005-10-21,59.5257436103294
2005-10-22,59.41181874217567
2005-10-23,59.297893874021916
2005-10-24,59.18396900586818
2005-10-25,59.07004413771444
2005-10-26,58.9561192695607
2005-10-27,58.84219440140696
2005-10-28,58.72826953325322
2005-10-29,58.61434466509948
2005-10-30,58.50041979694574
2005-10-31,58.38649492879199
2005-11-01,58.27257006063826
2005-11-02,58.12541710593967
2005-11-03,57.9782641512411
2005-11-04,57.83111119654251
2005-11-05,57.683958241843925
2005-11-06,57.536805287145356
2005-11-07,57.389652332446765
2005-11-08,57.24249937774818
2005-11-09,57.095346423049605
2005-11-10,56.94819346835102
2005-11-11,56.80104051365244
2005-11-12,56.65388755895386
2005-11-13,56.50673460425528
2005-11-14,56.3595816495567
2005-11-15,56.21242869485811
2005-11-16,56.065275740159535
2005-11-17,55.91812278546095
2005-11-18,55.77096983076237
2005-11-19,55.62381687606379
2005-11-20,55.47666392136521
2005-11-21,55.329510966666625
2005-11-22,55.18235801196805
2005-11-23,55.035205057269465
2005-11-24,54.88805210257088
2005-11-25,54.7408991478723
2005-11-26,54.59374619317372
2005-11-27,54.44659323847514
2005-11-28,54.299440283776555
2005-11-29,54.15228732907798
2005-11-30,54.005134374379395
2005-12-01,53.85798141968081
2005-12-02,54.45608697748795
2005-12-03,55.05419253529509
2005-12-04,55.652298093102225
2005-12-05,56.25040365090936
2005-12-06,56.8485092087165
2005-12-07,57.44661476652364
2005-12-08,58.04472032433077
2005-12-09,58.64282588213791
2005-12-10,59.24093143994505
2005-12-11,59.839036997752196
2005-12-12,60.437142555559326
2005-12-13,61.03524811336646
2005-12-14,61.6333536711736
2005-12-15,62.23145922898074
2005-12-16,62.82956478678787
2005-12-17,63.427670344595015
2005-12-18,64.02577590240215
2005-12-19,64.62388146020928
2005-12-20,65.22198701801643
2005-12-21,65.82009257582357
2005-12-22,66.4181981336307
2005-12-23,67.01630369143784
2005-12-24,67.61440924924497
2005-12-25,68.2125148070521
2005-12-26,68.81062036485925
2005-12-27,69.40872592266639
2005-12-28,70.00683148047352
2005-12-29,70.60493703828067
2005-12-30,71.2030425960878
2005-12-31,71.80114815389494
2006-01-01,72.39925371170207
2006-01-02,72.28532884354834
2006-01-03,72.17140397539458
2006-01-04,72.05747910724085
2006-01-05,71.94355423908712
2006-01-06,71.82962937093338
2006-01-07,71.71570450277963
2006-01-08,71.60177963462588
2006-01-09,71.48785476647215
2006-01-10,71.37392989831841
2006-01-11,71.26000503016466
2006-01-12,71.14608016201093
2006-01-13,71.03215529385719
2006-01-14,70.91823042570346
2006-01-15,70.80430555754971
2006-01-16,70.69038068939597
2006-01-17,70.57645582124223
2006-01-18,70.46253095308849
2006-01-19,70.34860608493474
2006-01-20,70.234681216781
2006-01-21,70.12075634862727
2006-01-22,70.00683148047354
2006-01-23,69.89290661231978
2006-01-24,69.77898174416605
2006-01-25,69.6650568760123
2006-01-26,69.55113200785857
2006-01-27,69.43720713970482
2006-01-28,69.32328227155108
2006-01-29,69.20935740339735
2006-01-30,69.0954325352436
2006-01-31,68.98150766708986
2006-02-01,68.86758279893613
2006-02-02,68.89911557494297
2006-02-03,68.9306483509498
2006-02-04,68.96218112695664
2006-02-05,68.99371390296348
2006-02-06,69.02524667897032
2006-02-07,69.05677945497715
2006-02-08,69.08831223098399
2006-02-09,69.11984500699084
2006-02-10,69.15137778299767
2006-02-11,69.18291055900451
2006-02-12,69.21444333501134
2006-02-13,69.2459761110182
2006-02-14,69.27750888702502
2006-02-15,69.30904166303186
2006-02-16,69.3405744390387
2006-02-17,69.37210721504555
2006-02-18,69.40363999105239
2006-02-19,69.43517276705921
2006-02-20,69.46670554306606
2006-02-21,69.4982383190729
2006-02-22,69.52977109507974
2006-02-23,69.56130387108658
2006-02-24,69.5928366470934
2006-02-25,69.62436942310026
2006-02-26,69.65590219910709
2006-02-27,69.68743497511393
2006-02-28,69.71896775112077
2006-03-01,69.75050052712761
2006-03-02,69.69353809305075
2006-03-03,69.63657565897387
2006-03-04,69.579613224897
2006-03-05,69.52265079082012
2006-03-06,69.46568835674326
2006-03-07,69.40872592266639
2006-03-08,69.35176348858951
2006-03-09,69.29480105451265
2006-03-10,69.23783862043578
2006-03-11,69.18087618635892
2006-03-12,69.12391375228204
2006-03-13,69.06695131820516
2006-03-14,69.00998888412829
2006-03-15,68.95302645005142
2006-03-16,68.89606401597456
2006-03-17,68.83910158189768
2006-03-18,68.78213914782081
2006-03-19,68.72517671374395
2006-03-20,68.66821427966708
2006-03-21,68.6112518455902
2006-03-22,68.55428941151332
2006-03-23,68.49732697743646
2006-03-24,68.44036454335959
2006-03-25,68.38340210928273
2006-03-26,68.32643967520586
2006-03-27,68.26947724112898
2006-03-28,68.21251480705212
2006-03-29,68.15555237297524
2006-03-30,68.09858993889837
2006-03-31,68.0416275048215
2006-04-01,67.98466507074463
2006-04-02,67.80808152510633
2006-04-03,67.63149797946804
2006-04-04,67.45491443382974
2006-04-05,67.27833088819145
2006-04-06,67.10174734255314
2006-04-07,66.92516379691484
2006-04-08,66.74858025127654
2006-04-09,66.57199670563826
2006-04-10,66.39541315999996
2006-04-11,66.21882961436165
2006-04-12,66.04224606872336
2006-04-13,65.86566252308505
2006-04-14,65.68907897744677
2006-04-15,65.51249543180846
2006-04-16,65.33591188617017
2006-04-17,65.15932834053187
2006-04-18,64.98274479489356
2006-04-19,64.80616124925528
2006-04-20,64.62957770361697
2006-04-21,64.45299415797868
2006-04-22,64.27641061234037
2006-04-23,64.09982706670208
2006-04-24,63.92324352106379
2006-04-25,63.74665997542549
2006-04-26,63.570076429787186
2006-04-27,63.39349288414889
2006-04-28,63.21690933851059
2006-04-29,63.0403257928723
2006-04-30,62.863742247234
2006-05-01,62.6871587015957
2006-05-02,62.82956478678787
2006-05-03,62.971970871980055
2006-05-04,63.114376957172226
2006-05-05,63.2567830423644
2006-05-06,63.39918912755658
2006-05-07,63.54159521274875
2006-05-08,63.684001297940924
2006-05-09,63.82640738313311
2006-05-10,63.96881346832528
2006-05-11,64.11121955351746
2006-05-12,64.25362563870964
2006-05-13,64.39603172390181
2006-05-14,64.53843780909398
2006-05-15,64.68084389428617
2006-05-16,64.82324997947833
2006-05-17,64.96565606467051
2006-05-18,65.10806214986268
2006-05-19,65.25046823505487
2006-05-20,65.39287432024703
2006-05-21,65.53528040543921
2006-05-22,65.67768649063139
2006-05-23,65.82009257582357
2006-05-24,65.96249866101573
2006-05-25,66.10490474620792
2006-05-26,66.24731083140009
2006-05-27,66.38971691659226
2006-05-28,66.53212300178444
2006-05-29,66.67452908697662
2006-05-30,66.81693517216878
2006-05-31,66.95934125736098
2006-06-01,67.10174734255314
2006-06-02,67.16060852443258
2006-06-03,67.21946970631201
2006-06-04,67.27833088819145
2006-06-05,67.33719207007087
2006-06-06,67.3960532519503
2006-06-07,67.45491443382974
2006-06-08,67.51377561570918
2006-06-09,67.5726367975886
2006-06-10,67.63149797946804
2006-06-11,67.69035916134747
2006-06-12,67.74922034322691
2006-06-13,67.80808152510633
2006-06-14,67.86694270698577
2006-06-15,67.9258038888652
2006-06-16,67.98466507074463
2006-06-17,68.04352625262406
2006-06-18,68.1023874345035
2006-06-19,68.16124861638293
2006-06-20,68.22010979826236
2006-06-21,68.27897098014179
2006-06-22,68.33783216202123
2006-06-23,68.39669334390067
2006-06-24,68.45555452578009
2006-06-25,68.51441570765952
2006-06-26,68.57327688953896
2006-06-27,68.6321380714184
2006-06-28,68.69099925329782
2006-06-29,68.74986043517725
2006-06-30,68.80872161705669
2006-07-01,68.86758279893613
2006-07-02,68.95302645005142
2006-07-03,69.03847010116672
2006-07-04,69.12391375228204
2006-07-05,69.20935740339735
2006-07-06,69.29480105451265
2006-07-07,69.38024470562794
2006-07-08,69.46568835674326
2006-07-09,69.55113200785857
2006-07-10,69.63657565897387
2006-07-11,69.72201931008918
2006-07-12,69.80746296120448
2006-07-13,69.89290661231978
2006-07-14,69.97835026343509
2006-07-15,70.0637939145504
2006-07-16,70.1492375656657
2006-07-17,70.234681216781
2006-07-18,70.32012486789631
2006-07-19,70.40556851901161
2006-07-20,70.49101217012692
2006-07-21,70.57645582124223
