date,credit cards 
2004-07-05,90.44456417918983
2004-07-06,90.53537197455046
2004-07-07,90.62617976991109
2004-07-08,90.71698756527172
2004-07-09,90.80779536063237
2004-07-10,90.898603155993
2004-07-11,90.98941095135362
2004-07-12,91.08021874671425
2004-07-13,91.17102654207488
2004-07-14,91.26183433743553
2004-07-15,91.35264213279616
2004-07-16,91.44344992815678
2004-07-17,91.53425772351741
2004-07-18,91.62506551887805
2004-07-19,91.71587331423868
2004-07-20,91.80668110959932
2004-07-21,91.89748890495994
2004-07-22,91.98829670032057
2004-07-23,92.07910449568121
2004-07-24,92.16991229104184
2004-07-25,92.26072008640249
2004-07-26,92.3515278817631
2004-07-27,92.44233567712374
2004-07-28,92.53314347248437
2004-07-29,92.623951267845
2004-07-30,92.71475906320565
2004-07-31,92.80556685856627
2004-08-01,92.8963746539269
2004-08-02,92.68448979808544
2004-08-03,92.47260494224395
2004-08-04,92.26072008640249
2004-08-05,92.048835230561
2004-08-06,91.83695037471954
2004-08-07,91.62506551887805
2004-08-08,91.41318066303657
2004-08-09,91.2012958071951
2004-08-10,90.98941095135362
2004-08-11,90.77752609551214
2004-08-12,90.56564123967067
2004-08-13,90.35375638382921
2004-08-14,90.14187152798772
2004-08-15,89.92998667214626
2004-08-16,89.71810181630477
2004-08-17,89.50621696046329
2004-08-18,89.29433210462182
2004-08-19,89.08244724878034
2004-08-20,88.87056239293887
2004-08-21,88.65867753709739
2004-08-22,88.44679268125593
2004-08-23,88.23490782541444
2004-08-24,88.02302296957298
2004-08-25,87.81113811373149
2004-08-26,87.59925325789001
2004-08-27,87.38736840204854
2004-08-28,87.17548354620706
2004-08-29,86.96359869036559
2004-08-30,86.75171383452411
2004-08-31,86.53982897868264
2004-09-01,86.32794412284116
2004-09-02,86.17155291972007
2004-09-03,86.01516171659898
2004-09-04,85.8587705134779
2004-09-05,85.7023793103568
2004-09-06,85.54598810723571
2004-09-07,85.38959690411463
2004-09-08,85.23320570099354
2004-09-09,85.07681449787245
2004-09-10,84.92042329475136
2004-09-11,84.76403209163027
2004-09-12,84.60764088850918
2004-09-13,84.45124968538809
2004-09-14,84.294858482267
2004-09-15,84.13846727914591
2004-09-16,83.98207607602482
2004-09-17,83.82568487290374
2004-09-18,83.66929366978265
2004-09-19,83.51290246666156
2004-09-20,83.35651126354047
2004-09-21,83.20012006041938
2004-09-22,83.04372885729829
2004-09-23,82.8873376541772
2004-09-24,82.73094645105611
2004-09-25,82.57455524793502
2004-09-26,82.41816404481393
2004-09-27,82.26177284169285
2004-09-28,82.10538163857176
2004-09-29,81.94899043545067
2004-09-30,81.79259923232958
2004-10-01,81.63620802920849
2004-10-02,81.72701582456912
2004-10-03,81.81782361992975
2004-10-04,81.90863141529039
2004-10-05,81.99943921065102
2004-10-06,82.09024700601165
2004-10-07,82.18105480137228
2004-10-08,82.27186259673292
2004-10-09,82.36267039209355
2004-10-10,82.45347818745418
2004-10-11,82.54428598281481
2004-10-12,82.63509377817545
2004-10-13,82.72590157353608
2004-10-14,82.81670936889672
2004-10-15,82.90751716425734
2004-10-16,82.99832495961797
2004-10-17,83.0891327549786
2004-10-18,83.17994055033924
2004-10-19,83.27074834569987
2004-10-20,83.3615561410605
2004-10-21,83.45236393642114
2004-10-22,83.54317173178177
2004-10-23,83.6339795271424
2004-10-24,83.72478732250303
2004-10-25,83.81559511786367
2004-10-26,83.9064029132243
2004-10-27,83.99721070858493
2004-10-28,84.08801850394556
2004-10-29,84.1788262993062
2004-10-30,84.26963409466683
2004-10-31,84.36044189002746
2004-11-01,84.45124968538809
2004-11-02,84.23230200101857
2004-11-03,84.01335431664904
2004-11-04,83.79440663227952
2004-11-05,83.57545894791
2004-11-06,83.35651126354047
2004-11-07,83.13756357917094
2004-11-08,82.91861589480142
2004-11-09,82.69966821043191
2004-11-10,82.48072052606237
2004-11-11,82.26177284169285
2004-11-12,82.04282515732332
2004-11-13,81.8238774729538
2004-11-14,81.60492978858427
2004-11-15,81.38598210421475
2004-11-16,81.16703441984522
2004-11-17,80.9480867354757
2004-11-18,80.72913905110617
2004-11-19,80.51019136673665
2004-11-20,80.29124368236712
2004-11-21,80.0722959979976
2004-11-22,79.85334831362808
2004-11-23,79.63440062925855
2004-11-24,79.41545294488903
2004-11-25,79.1965052605195
2004-11-26,78.97755757614998
2004-11-27,78.75860989178045
2004-11-28,78.53966220741093
2004-11-29,78.3207145230414
2004-11-30,78.10176683867188
2004-12-01,77.88281915430235
2004-12-02,78.12497327526404
2004-12-03,78.36712739622573
2004-12-04,78.60928151718741
2004-12-05,78.8514356381491
2004-12-06,79.09358975911078
2004-12-07,79.33574388007247
2004-12-08,79.57789800103416
2004-12-09,79.82005212199584
2004-12-10,80.06220624295753
2004-12-11,80.30436036391922
2004-12-12,80.5465144848809
2004-12-13,80.78866860584259
2004-12-14,81.03082272680427
2004-12-15,81.27297684776596
2004-12-16,81.51513096872765
2004-12-17,81.75728508968933
2004-12-18,81.99943921065102
2004-12-19,82.2415933316127
2004-12-20,82.48374745257439
2004-12-21,82.72590157353608
2004-12-22,82.96805569449776
2004-12-23,83.21020981545945
2004-12-24,83.45236393642114
2004-12-25,83.69451805738282
2004-12-26,83.93667217834451
2004-12-27,84.1788262993062
2004-12-28,84.42098042026788
2004-12-29,84.66313454122957
2004-12-30,84.90528866219125
2004-12-31,85.14744278315294
2005-01-01,85.38959690411463
2005-01-02,85.3290583738742
2005-01-03,85.26851984363378
2005-01-04,85.20798131339336
2005-01-05,85.14744278315294
2005-01-06,85.08690425291252
2005-01-07,85.0263657226721
2005-01-08,84.96582719243168
2005-01-09,84.90528866219125
2005-01-10,84.84475013195083
2005-01-11,84.78421160171041
2005-01-12,84.72367307147
2005-01-13,84.66313454122957
2005-01-14,84.60259601098915
2005-01-15,84.54205748074872
2005-01-16,84.4815189505083
2005-01-17,84.42098042026788
2005-01-18,84.36044189002746
2005-01-19,84.29990335978704
2005-01-20,84.23936482954663
2005-01-21,84.1788262993062
2005-01-22,84.11828776906577
2005-01-23,84.05774923882535
2005-01-24,83.99721070858493
2005-01-25,83.93667217834451
2005-01-26,83.87613364810409
2005-01-27,83.81559511786367
2005-01-28,83.75505658762326
2005-01-29,83.69451805738282
2005-01-30,83.6339795271424
2005-01-31,83.57344099690198
2005-02-01,83.51290246666156
2005-02-02,83.41236526465514
2005-02-03,83.31182806264873
2005-02-04,83.21129086064232
2005-02-05,83.1107536586359
2005-02-06,83.01021645662948
2005-02-07,82.90967925462307
2005-02-08,82.80914205261666
2005-02-09,82.70860485061024
2005-02-10,82.60806764860384
2005-02-11,82.50753044659741
2005-02-12,82.40699324459099
2005-02-13,82.30645604258459
2005-02-14,82.20591884057818
2005-02-15,82.10538163857176
2005-02-16,82.00484443656534
2005-02-17,81.90430723455893
2005-02-18,81.80377003255252
2005-02-19,81.7032328305461
2005-02-20,81.60269562853968
2005-02-21,81.50215842653327
2005-02-22,81.40162122452686
2005-02-23,81.30108402252044
2005-02-24,81.20054682051403
2005-02-25,81.10000961850761
2005-02-26,80.99947241650119
2005-02-27,80.89893521449478
2005-02-28,80.79839801248838
2005-03-01,80.69786081048196
2005-03-02,80.69786081048196
2005-03-03,80.69786081048196
2005-03-04,80.69786081048196
2005-03-05,80.69786081048196
2005-03-06,80.69786081048196
2005-03-07,80.69786081048196
2005-03-08,80.69786081048196
2005-03-09,80.69786081048196
2005-03-10,80.69786081048196
2005-03-11,80.69786081048196
2005-03-12,80.69786081048196
2005-03-13,80.69786081048196
2005-03-14,80.69786081048196
2005-03-15,80.69786081048196
2005-03-16,80.69786081048196
2005-03-17,80.69786081048196
2005-03-18,80.69786081048196
2005-03-19,80.69786081048196
2005-03-20,80.69786081048196
2005-03-21,80.69786081048196
2005-03-22,80.69786081048196
2005-03-23,80.69786081048196
2005-03-24,80.69786081048196
2005-03-25,80.69786081048196
2005-03-26,80.69786081048196
2005-03-27,80.69786081048196
2005-03-28,80.69786081048196
2005-03-29,80.69786081048196
2005-03-30,80.69786081048196
2005-03-31,80.69786081048196
2005-04-01,80.69786081048196
2005-04-02,80.76041729173039
2005-04-03,80.82297377297883
2005-04-04,80.88553025422726
2005-04-05,80.9480867354757
2005-04-06,81.01064321672413
2005-04-07,81.07319969797257
2005-04-08,81.135756179221
2005-04-09,81.19831266046944
2005-04-10,81.26086914171788
2005-04-11,81.32342562296631
2005-04-12,81.38598210421475
2005-04-13,81.44853858546318
2005-04-14,81.51109506671162
2005-04-15,81.57365154796005
2005-04-16,81.63620802920849
2005-04-17,81.69876451045693
2005-04-18,81.76132099170536
2005-04-19,81.8238774729538
2005-04-20,81.88643395420223
2005-04-21,81.94899043545067
2005-04-22,82.0115469166991
2005-04-23,82.07410339794754
2005-04-24,82.13665987919597
2005-04-25,82.19921636044441
2005-04-26,82.26177284169285
2005-04-27,82.32432932294128
2005-04-28,82.38688580418972
2005-04-29,82.44944228543815
2005-04-30,82.51199876668659
2005-05-01,82.57455524793502
2005-05-02,82.66536304329566
2005-05-03,82.75617083865629
2005-05-04,82.84697863401692
2005-05-05,82.93778642937755
2005-05-06,83.02859422473819
2005-05-07,83.11940202009882
2005-05-08,83.21020981545945
2005-05-09,83.3010176108201
2005-05-10,83.39182540618071
2005-05-11,83.48263320154135
2005-05-12,83.57344099690198
2005-05-13,83.66424879226261
2005-05-14,83.75505658762326
2005-05-15,83.84586438298388
2005-05-16,83.93667217834451
2005-05-17,84.02747997370514
2005-05-18,84.11828776906577
2005-05-19,84.2090955644264
2005-05-20,84.29990335978704
2005-05-21,84.39071115514767
2005-05-22,84.4815189505083
2005-05-23,84.57232674586893
2005-05-24,84.66313454122957
2005-05-25,84.7539423365902
2005-05-26,84.84475013195083
2005-05-27,84.93555792731146
2005-05-28,85.0263657226721
2005-05-29,85.11717351803273
2005-05-30,85.20798131339336
2005-05-31,85.298789108754
2005-06-01,85.38959690411463
2005-06-02,85.67110106973259
2005-06-03,85.95260523535055
2005-06-04,86.23410940096852
2005-06-05,86.51561356658647
2005-06-06,86.79711773220443
2005-06-07,87.07862189782239
2005-06-08,87.36012606344035
2005-06-09,87.64163022905832
2005-06-10,87.92313439467627
2005-06-11,88.20463856029423
2005-06-12,88.48614272591219
2005-06-13,88.76764689153015
2005-06-14,89.04915105714812
2005-06-15,89.33065522276607
2005-06-16,89.61215938838403
2005-06-17,89.89366355400199
2005-06-18,90.17516771961995
2005-06-19,90.45667188523792
2005-06-20,90.73817605085587
2005-06-21,91.01968021647383
2005-06-22,91.30118438209179
2005-06-23,91.58268854770975
2005-06-24,91.86419271332772
2005-06-25,92.14569687894567
2005-06-26,92.42720104456363
2005-06-27,92.70870521018159
2005-06-28,92.99020937579955
2005-06-29,93.27171354141753
2005-06-30,93.55321770703549
2005-07-01,93.83472187265343
2005-07-02,93.7136448121726
2005-07-03,93.59256775169175
2005-07-04,93.4714906912109
2005-07-05,93.35041363073006
2005-07-06,93.22933657024923
2005-07-07,93.10825950976837
2005-07-08,92.98718244928753
2005-07-09,92.86610538880669
2005-07-10,92.74502832832586
2005-07-11,92.623951267845
2005-07-12,92.50287420736416
2005-07-13,92.38179714688332
2005-07-14,92.26072008640249
2005-07-15,92.13964302592163
2005-07-16,92.01856596544079
2005-07-17,91.89748890495994
2005-07-18,91.77641184447911
2005-07-19,91.65533478399826
2005-07-20,91.53425772351741
2005-07-21,91.41318066303657
2005-07-22,91.29210360255574
2005-07-23,91.17102654207488
2005-07-24,91.04994948159404
2005-07-25,90.9288724211132
2005-07-26,90.80779536063237
2005-07-27,90.68671830015151
2005-07-28,90.56564123967067
2005-07-29,90.44456417918983
2005-07-30,90.323487118709
2005-07-31,90.20241005822814
2005-08-01,90.0813329977473
2005-08-02,89.71810181630477
2005-08-03,89.35487063486224
2005-08-04,88.99163945341972
2005-08-05,88.62840827197718
2005-08-06,88.26517709053465
2005-08-07,87.90194590909212
2005-08-08,87.5387147276496
2005-08-09,87.17548354620706
2005-08-10,86.81225236476453
2005-08-11,86.449021183322
2005-08-12,86.08579000187947
2005-08-13,85.72255882043694
2005-08-14,85.35932763899442
2005-08-15,84.99609645755189
2005-08-16,84.63286527610936
2005-08-17,84.26963409466683
2005-08-18,83.9064029132243
2005-08-19,83.54317173178177
2005-08-20,83.17994055033924
2005-08-21,82.81670936889672
2005-08-22,82.45347818745418
2005-08-23,82.09024700601165
2005-08-24,81.72701582456912
2005-08-25,81.36378464312659
2005-08-26,81.00055346168406
2005-08-27,80.63732228024153
2005-08-28,80.274091098799
2005-08-29,79.91085991735648
2005-08-30,79.54762873591395
2005-08-31,79.18439755447142
2005-09-01,78.82116637302889
2005-09-02,78.82116637302889
2005-09-03,78.82116637302889
2005-09-04,78.82116637302889
2005-09-05,78.82116637302889
2005-09-06,78.82116637302889
2005-09-07,78.82116637302889
2005-09-08,78.82116637302889
2005-09-09,78.82116637302889
2005-09-10,78.82116637302889
2005-09-11,78.82116637302889
2005-09-12,78.82116637302889
2005-09-13,78.82116637302889
2005-09-14,78.82116637302889
2005-09-15,78.82116637302889
2005-09-16,78.82116637302889
2005-09-17,78.82116637302889
2005-09-18,78.82116637302889
2005-09-19,78.82116637302889
2005-09-20,78.82116637302889
2005-09-21,78.82116637302889
2005-09-22,78.82116637302889
2005-09-23,78.82116637302889
2005-09-24,78.82116637302889
2005-09-25,78.82116637302889
2005-09-26,78.82116637302889
2005-09-27,78.82116637302889
2005-09-28,78.82116637302889
2005-09-29,78.82116637302889
2005-09-30,78.82116637302889
2005-10-01,78.82116637302889
2005-10-02,78.82116637302889
2005-10-03,78.82116637302889
2005-10-04,78.82116637302889
2005-10-05,78.82116637302889
2005-10-06,78.82116637302889
2005-10-07,78.82116637302889
2005-10-08,78.82116637302889
2005-10-09,78.82116637302889
2005-10-10,78.82116637302889
2005-10-11,78.82116637302889
2005-10-12,78.82116637302889
2005-10-13,78.82116637302889
2005-10-14,78.82116637302889
2005-10-15,78.82116637302889
2005-10-16,78.82116637302889
2005-10-17,78.82116637302889
2005-10-18,78.82116637302889
2005-10-19,78.82116637302889
2005-10-20,78.82116637302889
2005-10-21,78.82116637302889
2005-10-22,78.82116637302889
2005-10-23,78.82116637302889
2005-10-24,78.82116637302889
2005-10-25,78.82116637302889
2005-10-26,78.82116637302889
2005-10-27,78.82116637302889
2005-10-28,78.82116637302889
2005-10-29,78.82116637302889
2005-10-30,78.82116637302889
2005-10-31,78.82116637302889
2005-11-01,78.82116637302889
2005-11-02,78.6647751699078
2005-11-03,78.50838396678671
2005-11-04,78.35199276366562
2005-11-05,78.19560156054453
2005-11-06,78.03921035742344
2005-11-07,77.88281915430235
2005-11-08,77.72642795118126
2005-11-09,77.57003674806018
2005-11-10,77.41364554493909
2005-11-11,77.257254341818
2005-11-12,77.10086313869691
2005-11-13,76.94447193557582
2005-11-14,76.78808073245473
2005-11-15,76.63168952933364
2005-11-16,76.47529832621255
2005-11-17,76.31890712309146
2005-11-18,76.16251591997037
2005-11-19,76.00612471684929
2005-11-20,75.8497335137282
2005-11-21,75.69334231060711
2005-11-22,75.53695110748602
2005-11-23,75.38055990436493
2005-11-24,75.22416870124384
2005-11-25,75.06777749812275
2005-11-26,74.91138629500166
2005-11-27,74.75499509188057
2005-11-28,74.59860388875948
2005-11-29,74.4422126856384
2005-11-30,74.2858214825173
2005-12-01,74.12943027939622
2005-12-02,74.34131513523768
2005-12-03,74.55319999107917
2005-12-04,74.76508484692064
2005-12-05,74.97696970276212
2005-12-06,75.1888545586036
2005-12-07,75.40073941444507
2005-12-08,75.61262427028655
2005-12-09,75.82450912612802
2005-12-10,76.0363939819695
2005-12-11,76.24827883781097
2005-12-12,76.46016369365245
2005-12-13,76.67204854949392
2005-12-14,76.8839334053354
2005-12-15,77.09581826117687
2005-12-16,77.30770311701835
2005-12-17,77.51958797285982
2005-12-18,77.7314728287013
2005-12-19,77.94335768454278
2005-12-20,78.15524254038425
2005-12-21,78.36712739622573
2005-12-22,78.5790122520672
2005-12-23,78.79089710790868
2005-12-24,79.00278196375015
2005-12-25,79.21466681959163
2005-12-26,79.4265516754331
2005-12-27,79.63843653127458
2005-12-28,79.85032138711605
2005-12-29,80.06220624295753
2005-12-30,80.274091098799
2005-12-31,80.48597595464048
2006-01-01,80.69786081048196
2006-01-02,80.45570668952027
2006-01-03,80.21355256855858
2006-01-04,79.9713984475969
2006-01-05,79.72924432663521
2006-01-06,79.48709020567352
2006-01-07,79.24493608471184
2006-01-08,79.00278196375015
2006-01-09,78.76062784278847
2006-01-10,78.51847372182678
2006-01-11,78.2763196008651
2006-01-12,78.03416547990341
2006-01-13,77.79201135894172
2006-01-14,77.54985723798004
2006-01-15,77.30770311701835
2006-01-16,77.06554899605666
2006-01-17,76.82339487509498
2006-01-18,76.58124075413329
2006-01-19,76.3390866331716
2006-01-20,76.09693251220992
2006-01-21,75.85477839124823
2006-01-22,75.61262427028655
2006-01-23,75.37047014932486
2006-01-24,75.12831602836317
2006-01-25,74.88616190740149
2006-01-26,74.6440077864398
2006-01-27,74.40185366547811
2006-01-28,74.15969954451643
2006-01-29,73.91754542355474
2006-01-30,73.67539130259306
2006-01-31,73.43323718163137
2006-02-01,73.19108306066968
2006-02-02,73.3921574646825
2006-02-03,73.59323186869534
2006-02-04,73.79430627270817
2006-02-05,73.995380676721
2006-02-06,74.19645508073383
2006-02-07,74.39752948474666
2006-02-08,74.59860388875948
2006-02-09,74.7996782927723
2006-02-10,75.00075269678514
2006-02-11,75.20182710079797
2006-02-12,75.4029015048108
2006-02-13,75.60397590882363
2006-02-14,75.80505031283646
2006-02-15,76.00612471684929
2006-02-16,76.20719912086211
2006-02-17,76.40827352487494
2006-02-18,76.60934792888777
2006-02-19,76.8104223329006
2006-02-20,77.01149673691343
2006-02-21,77.21257114092626
2006-02-22,77.41364554493909
2006-02-23,77.61471994895192
2006-02-24,77.81579435296474
2006-02-25,78.01686875697757
2006-02-26,78.2179431609904
2006-02-27,78.41901756500323
2006-02-28,78.62009196901606
2006-03-01,78.82116637302889
2006-03-02,78.88170490326931
2006-03-03,78.94224343350973
2006-03-04,79.00278196375015
2006-03-05,79.06332049399057
2006-03-06,79.123859024231
2006-03-07,79.18439755447142
2006-03-08,79.24493608471184
2006-03-09,79.30547461495226
2006-03-10,79.36601314519268
2006-03-11,79.4265516754331
2006-03-12,79.48709020567352
2006-03-13,79.54762873591395
2006-03-14,79.60816726615437
2006-03-15,79.66870579639479
2006-03-16,79.72924432663521
2006-03-17,79.78978285687563
2006-03-18,79.85032138711605
2006-03-19,79.91085991735648
2006-03-20,79.9713984475969
2006-03-21,80.03193697783732
2006-03-22,80.09247550807774
2006-03-23,80.15301403831816
2006-03-24,80.21355256855858
2006-03-25,80.274091098799
2006-03-26,80.33462962903943
2006-03-27,80.39516815927985
2006-03-28,80.45570668952027
2006-03-29,80.51624521976069
2006-03-30,80.57678375000111
2006-03-31,80.63732228024153
2006-04-01,80.69786081048196
2006-04-02,80.57274784798508
2006-04-03,80.44763488548821
2006-04-04,80.32252192299134
2006-04-05,80.19740896049447
2006-04-06,80.0722959979976
2006-04-07,79.94718303550073
2006-04-08,79.82207007300386
2006-04-09,79.69695711050699
2006-04-10,79.57184414801011
2006-04-11,79.44673118551324
2006-04-12,79.32161822301637
2006-04-13,79.1965052605195
2006-04-14,79.07139229802263
2006-04-15,78.94627933552576
2006-04-16,78.82116637302889
2006-04-17,78.69605341053202
2006-04-18,78.57094044803515
2006-04-19,78.44582748553827
2006-04-20,78.3207145230414
2006-04-21,78.19560156054453
2006-04-22,78.07048859804766
2006-04-23,77.94537563555079
2006-04-24,77.82026267305392
2006-04-25,77.69514971055705
2006-04-26,77.57003674806018
2006-04-27,77.4449237855633
2006-04-28,77.31981082306643
2006-04-29,77.19469786056956
2006-04-30,77.06958489807269
2006-05-01,76.94447193557582
2006-05-02,77.12608752629708
2006-05-03,77.30770311701835
2006-05-04,77.48931870773961
2006-05-05,77.67093429846088
2006-05-06,77.85254988918214
2006-05-07,78.03416547990341
2006-05-08,78.21578107062467
2006-05-09,78.39739666134594
2006-05-10,78.5790122520672
2006-05-11,78.76062784278847
2006-05-12,78.94224343350973
2006-05-13,79.123859024231
2006-05-14,79.30547461495226
2006-05-15,79.48709020567352
2006-05-16,79.66870579639479
2006-05-17,79.85032138711605
2006-05-18,80.03193697783732
2006-05-19,80.21355256855858
2006-05-20,80.39516815927985
2006-05-21,80.57678375000111
2006-05-22,80.75839934072238
2006-05-23,80.94001493144364
2006-05-24,81.1216305221649
2006-05-25,81.30324611288617
2006-05-26,81.48486170360744
2006-05-27,81.6664772943287
2006-05-28,81.84809288504997
2006-05-29,82.02970847577123
2006-05-30,82.2113240664925
2006-05-31,82.39293965721376
2006-06-01,82.57455524793502
2006-06-02,82.79350293230455
2006-06-03,83.01245061667407
2006-06-04,83.2313983010436
2006-06-05,83.45034598541312
2006-06-06,83.66929366978265
2006-06-07,83.88824135415217
2006-06-08,84.10718903852171
2006-06-09,84.32613672289122
2006-06-10,84.54508440726075
2006-06-11,84.76403209163027
2006-06-12,84.9829797759998
2006-06-13,85.20192746036932
2006-06-14,85.42087514473884
2006-06-15,85.63982282910837
2006-06-16,85.8587705134779
2006-06-17,86.07771819784742
2006-06-18,86.29666588221694
2006-06-19,86.51561356658647
2006-06-20,86.73456125095599
2006-06-21,86.95350893532552
2006-06-22,87.17245661969505
2006-06-23,87.39140430406458
2006-06-24,87.61035198843409
2006-06-25,87.82929967280361
2006-06-26,88.04824735717314
2006-06-27,88.26719504154266
2006-06-28,88.48614272591219
2006-06-29,88.70509041028171
2006-06-30,88.92403809465124
2006-07-01,89.14298577902076
2006-07-02,89.14298577902076
2006-07-03,89.14298577902076
2006-07-04,89.14298577902076
2006-07-05,89.14298577902076
2006-07-06,89.14298577902076
2006-07-07,89.14298577902076
2006-07-08,89.14298577902076
2006-07-09,89.14298577902076
2006-07-10,89.14298577902076
2006-07-11,89.14298577902076
2006-07-12,89.14298577902076
2006-07-13,89.14298577902076
2006-07-14,89.14298577902076
2006-07-15,89.14298577902076
2006-07-16,89.14298577902076
2006-07-17,89.14298577902076
2006-07-18,89.14298577902076
2006-07-19,89.14298577902076
2006-07-20,89.14298577902076
2006-07-21,89.14298577902076
