date,jobs 
2004-07-05,89.5784971617661
2004-07-06,89.44433066576744
2004-07-07,89.3101641697688
2004-07-08,89.17599767377014
2004-07-09,89.04183117777148
2004-07-10,88.90766468177283
2004-07-11,88.77349818577419
2004-07-12,88.63933168977553
2004-07-13,88.50516519377688
2004-07-14,88.37099869777823
2004-07-15,88.23683220177959
2004-07-16,88.10266570578092
2004-07-17,87.96849920978228
2004-07-18,87.83433271378362
2004-07-19,87.70016621778498
2004-07-20,87.56599972178633
2004-07-21,87.43183322578767
2004-07-22,87.29766672978903
2004-07-23,87.16350023379037
2004-07-24,87.02933373779172
2004-07-25,86.89516724179308
2004-07-26,86.76100074579442
2004-07-27,86.62683424979576
2004-07-28,86.49266775379712
2004-07-29,86.35850125779847
2004-07-30,86.22433476179981
2004-07-31,86.09016826580115
2004-08-01,85.95600176980251
2004-08-02,85.82183527380387
2004-08-03,85.6876687778052
2004-08-04,85.55350228180656
2004-08-05,85.4193357858079
2004-08-06,85.28516928980926
2004-08-07,85.1510027938106
2004-08-08,85.01683629781195
2004-08-09,84.88266980181331
2004-08-10,84.74850330581465
2004-08-11,84.614336809816
2004-08-12,84.48017031381735
2004-08-13,84.3460038178187
2004-08-14,84.21183732182004
2004-08-15,84.0776708258214
2004-08-16,83.94350432982274
2004-08-17,83.80933783382409
2004-08-18,83.67517133782543
2004-08-19,83.54100484182679
2004-08-20,83.40683834582815
2004-08-21,83.27267184982948
2004-08-22,83.13850535383084
2004-08-23,83.00433885783218
2004-08-24,82.87017236183354
2004-08-25,82.73600586583488
2004-08-26,82.60183936983623
2004-08-27,82.46767287383759
2004-08-28,82.33350637783893
2004-08-29,82.19933988184027
2004-08-30,82.06517338584163
2004-08-31,81.93100688984298
2004-09-01,81.79684039384432
2004-09-02,81.65820168131238
2004-09-03,81.51956296878045
2004-09-04,81.3809242562485
2004-09-05,81.24228554371656
2004-09-06,81.10364683118463
2004-09-07,80.96500811865269
2004-09-08,80.82636940612075
2004-09-09,80.68773069358882
2004-09-10,80.54909198105688
2004-09-11,80.41045326852493
2004-09-12,80.27181455599299
2004-09-13,80.13317584346105
2004-09-14,79.99453713092912
2004-09-15,79.85589841839717
2004-09-16,79.71725970586523
2004-09-17,79.57862099333329
2004-09-18,79.43998228080135
2004-09-19,79.30134356826942
2004-09-20,79.16270485573747
2004-09-21,79.02406614320553
2004-09-22,78.88542743067359
2004-09-23,78.74678871814164
2004-09-24,78.60815000560972
2004-09-25,78.46951129307777
2004-09-26,78.33087258054584
2004-09-27,78.1922338680139
2004-09-28,78.05359515548196
2004-09-29,77.91495644295003
2004-09-30,77.77631773041809
2004-10-01,77.63767901788614
2004-10-02,77.41406819122172
2004-10-03,77.1904573645573
2004-10-04,76.96684653789288
2004-10-05,76.74323571122846
2004-10-06,76.51962488456405
2004-10-07,76.29601405789963
2004-10-08,76.0724032312352
2004-10-09,75.84879240457079
2004-10-10,75.62518157790637
2004-10-11,75.40157075124196
2004-10-12,75.17795992457754
2004-10-13,74.95434909791311
2004-10-14,74.7307382712487
2004-10-15,74.50712744458428
2004-10-16,74.28351661791986
2004-10-17,74.05990579125545
2004-10-18,73.83629496459102
2004-10-19,73.6126841379266
2004-10-20,73.3890733112622
2004-10-21,73.16546248459777
2004-10-22,72.94185165793334
2004-10-23,72.71824083126893
2004-10-24,72.49463000460452
2004-10-25,72.2710191779401
2004-10-26,72.04740835127568
2004-10-27,71.82379752461125
2004-10-28,71.60018669794684
2004-10-29,71.37657587128241
2004-10-30,71.152965044618
2004-10-31,70.92935421795359
2004-11-01,70.70574339128916
2004-11-02,70.4746788704026
2004-11-03,70.24361434951602
2004-11-04,70.01254982862946
2004-11-05,69.7814853077429
2004-11-06,69.55042078685634
2004-11-07,69.31935626596977
2004-11-08,69.08829174508321
2004-11-09,68.85722722419663
2004-11-10,68.62616270331007
2004-11-11,68.39509818242351
2004-11-12,68.16403366153693
2004-11-13,67.93296914065037
2004-11-14,67.70190461976381
2004-11-15,67.47084009887723
2004-11-16,67.23977557799067
2004-11-17,67.00871105710411
2004-11-18,66.77764653621755
2004-11-19,66.54658201533098
2004-11-20,66.3155174944444
2004-11-21,66.08445297355784
2004-11-22,65.85338845267128
2004-11-23,65.62232393178472
2004-11-24,65.39125941089814
2004-11-25,65.16019489001158
2004-11-26,64.92913036912502
2004-11-27,64.69806584823844
2004-11-28,64.46700132735188
2004-11-29,64.23593680646532
2004-11-30,64.00487228557874
2004-12-01,63.77380776469219
2004-12-02,64.44464024468544
2004-12-03,65.1154727246787
2004-12-04,65.78630520467196
2004-12-05,66.45713768466521
2004-12-06,67.12797016465846
2004-12-07,67.79880264465173
2004-12-08,68.46963512464498
2004-12-09,69.14046760463823
2004-12-10,69.81130008463148
2004-12-11,70.48213256462473
2004-12-12,71.152965044618
2004-12-13,71.82379752461125
2004-12-14,72.49463000460452
2004-12-15,73.16546248459777
2004-12-16,73.83629496459102
2004-12-17,74.50712744458428
2004-12-18,75.17795992457754
2004-12-19,75.84879240457079
2004-12-20,76.51962488456405
2004-12-21,77.1904573645573
2004-12-22,77.86128984455056
2004-12-23,78.53212232454382
2004-12-24,79.20295480453707
2004-12-25,79.87378728453032
2004-12-26,80.54461976452357
2004-12-27,81.21545224451684
2004-12-28,81.88628472451009
2004-12-29,82.55711720450334
2004-12-30,83.22794968449661
2004-12-31,83.89878216448986
2005-01-01,84.56961464448311
2005-01-02,84.48017031381735
2005-01-03,84.39072598315158
2005-01-04,84.30128165248581
2005-01-05,84.21183732182004
2005-01-06,84.12239299115429
2005-01-07,84.0329486604885
2005-01-08,83.94350432982274
2005-01-09,83.85405999915697
2005-01-10,83.76461566849122
2005-01-11,83.67517133782543
2005-01-12,83.58572700715968
2005-01-13,83.4962826764939
2005-01-14,83.40683834582815
2005-01-15,83.31739401516236
2005-01-16,83.22794968449661
2005-01-17,83.13850535383084
2005-01-18,83.04906102316507
2005-01-19,82.9596166924993
2005-01-20,82.87017236183354
2005-01-21,82.78072803116777
2005-01-22,82.691283700502
2005-01-23,82.60183936983623
2005-01-24,82.51239503917047
2005-01-25,82.4229507085047
2005-01-26,82.33350637783893
2005-01-27,82.24406204717316
2005-01-28,82.15461771650739
2005-01-29,82.06517338584163
2005-01-30,81.97572905517586
2005-01-31,81.88628472451009
2005-02-01,81.79684039384432
2005-02-02,81.6978127420358
2005-02-03,81.59878509022727
2005-02-04,81.49975743841874
2005-02-05,81.40072978661021
2005-02-06,81.30170213480169
2005-02-07,81.20267448299315
2005-02-08,81.10364683118463
2005-02-09,81.0046191793761
2005-02-10,80.90559152756757
2005-02-11,80.80656387575904
2005-02-12,80.70753622395051
2005-02-13,80.60850857214199
2005-02-14,80.50948092033346
2005-02-15,80.41045326852493
2005-02-16,80.3114256167164
2005-02-17,80.21239796490786
2005-02-18,80.11337031309934
2005-02-19,80.01434266129081
2005-02-20,79.9153150094823
2005-02-21,79.81628735767376
2005-02-22,79.71725970586523
2005-02-23,79.6182320540567
2005-02-24,79.51920440224818
2005-02-25,79.42017675043965
2005-02-26,79.32114909863112
2005-02-27,79.2221214468226
2005-02-28,79.12309379501406
2005-03-01,79.02406614320553
2005-03-02,79.02406614320553
2005-03-03,79.02406614320553
2005-03-04,79.02406614320553
2005-03-05,79.02406614320553
2005-03-06,79.02406614320553
2005-03-07,79.02406614320553
2005-03-08,79.02406614320553
2005-03-09,79.02406614320553
2005-03-10,79.02406614320553
2005-03-11,79.02406614320553
2005-03-12,79.02406614320553
2005-03-13,79.02406614320553
2005-03-14,79.02406614320553
2005-03-15,79.02406614320553
2005-03-16,79.02406614320553
2005-03-17,79.02406614320553
2005-03-18,79.02406614320553
2005-03-19,79.02406614320553
2005-03-20,79.02406614320553
2005-03-21,79.02406614320553
2005-03-22,79.02406614320553
2005-03-23,79.02406614320553
2005-03-24,79.02406614320553
2005-03-25,79.02406614320553
2005-03-26,79.02406614320553
2005-03-27,79.02406614320553
2005-03-28,79.02406614320553
2005-03-29,79.02406614320553
2005-03-30,79.02406614320553
2005-03-31,79.02406614320553
2005-04-01,79.02406614320553
2005-04-02,78.97785323902822
2005-04-03,78.9316403348509
2005-04-04,78.88542743067359
2005-04-05,78.83921452649628
2005-04-06,78.79300162231897
2005-04-07,78.74678871814164
2005-04-08,78.70057581396433
2005-04-09,78.65436290978703
2005-04-10,78.60815000560972
2005-04-11,78.5619371014324
2005-04-12,78.51572419725508
2005-04-13,78.46951129307777
2005-04-14,78.42329838890046
2005-04-15,78.37708548472315
2005-04-16,78.33087258054584
2005-04-17,78.28465967636852
2005-04-18,78.23844677219121
2005-04-19,78.1922338680139
2005-04-20,78.14602096383659
2005-04-21,78.09980805965927
2005-04-22,78.05359515548196
2005-04-23,78.00738225130465
2005-04-24,77.96116934712734
2005-04-25,77.91495644295003
2005-04-26,77.8687435387727
2005-04-27,77.8225306345954
2005-04-28,77.77631773041809
2005-04-29,77.73010482624078
2005-04-30,77.68389192206345
2005-05-01,77.63767901788614
2005-05-02,77.81656767921768
2005-05-03,77.99545634054921
2005-05-04,78.17434500188075
2005-05-05,78.35323366321228
2005-05-06,78.53212232454382
2005-05-07,78.71101098587535
2005-05-08,78.88989964720689
2005-05-09,79.06878830853842
2005-05-10,79.24767696986996
2005-05-11,79.42656563120148
2005-05-12,79.60545429253303
2005-05-13,79.78434295386455
2005-05-14,79.9632316151961
2005-05-15,80.14212027652762
2005-05-16,80.32100893785916
2005-05-17,80.49989759919069
2005-05-18,80.67878626052223
2005-05-19,80.85767492185376
2005-05-20,81.0365635831853
2005-05-21,81.21545224451684
2005-05-22,81.39434090584837
2005-05-23,81.57322956717991
2005-05-24,81.75211822851145
2005-05-25,81.93100688984298
2005-05-26,82.10989555117452
2005-05-27,82.28878421250604
2005-05-28,82.46767287383759
2005-05-29,82.64656153516911
2005-05-30,82.82545019650065
2005-05-31,83.00433885783218
2005-06-01,83.18322751916372
2005-06-02,83.09080171080909
2005-06-03,82.99837590245447
2005-06-04,82.90595009409984
2005-06-05,82.81352428574522
2005-06-06,82.72109847739058
2005-06-07,82.62867266903596
2005-06-08,82.53624686068133
2005-06-09,82.44382105232671
2005-06-10,82.35139524397208
2005-06-11,82.25896943561746
2005-06-12,82.16654362726283
2005-06-13,82.0741178189082
2005-06-14,81.98169201055357
2005-06-15,81.88926620219895
2005-06-16,81.79684039384432
2005-06-17,81.7044145854897
2005-06-18,81.61198877713507
2005-06-19,81.51956296878045
2005-06-20,81.42713716042581
2005-06-21,81.3347113520712
2005-06-22,81.24228554371656
2005-06-23,81.14985973536194
2005-06-24,81.05743392700732
2005-06-25,80.96500811865269
2005-06-26,80.87258231029807
2005-06-27,80.78015650194344
2005-06-28,80.68773069358882
2005-06-29,80.59530488523419
2005-06-30,80.50287907687957
2005-07-01,80.41045326852493
2005-07-02,80.45517543385782
2005-07-03,80.49989759919069
2005-07-04,80.54461976452357
2005-07-05,80.58934192985647
2005-07-06,80.63406409518934
2005-07-07,80.67878626052223
2005-07-08,80.72350842585512
2005-07-09,80.768230591188
2005-07-10,80.81295275652089
2005-07-11,80.85767492185376
2005-07-12,80.90239708718664
2005-07-13,80.94711925251954
2005-07-14,80.99184141785243
2005-07-15,81.0365635831853
2005-07-16,81.08128574851818
2005-07-17,81.12600791385107
2005-07-18,81.17073007918395
2005-07-19,81.21545224451684
2005-07-20,81.26017440984971
2005-07-21,81.30489657518261
2005-07-22,81.3496187405155
2005-07-23,81.39434090584837
2005-07-24,81.43906307118125
2005-07-25,81.48378523651414
2005-07-26,81.52850740184702
2005-07-27,81.57322956717991
2005-07-28,81.61795173251278
2005-07-29,81.66267389784568
2005-07-30,81.70739606317856
2005-07-31,81.75211822851145
2005-08-01,81.79684039384432
2005-08-02,81.70739606317856
2005-08-03,81.61795173251278
2005-08-04,81.52850740184702
2005-08-05,81.43906307118125
2005-08-06,81.3496187405155
2005-08-07,81.26017440984971
2005-08-08,81.17073007918395
2005-08-09,81.08128574851818
2005-08-10,80.99184141785243
2005-08-11,80.90239708718664
2005-08-12,80.81295275652089
2005-08-13,80.72350842585512
2005-08-14,80.63406409518934
2005-08-15,80.54461976452357
2005-08-16,80.45517543385782
2005-08-17,80.36573110319205
2005-08-18,80.27628677252628
2005-08-19,80.1868424418605
2005-08-20,80.09739811119475
2005-08-21,80.00795378052898
2005-08-22,79.91850944986321
2005-08-23,79.82906511919744
2005-08-24,79.73962078853167
2005-08-25,79.65017645786591
2005-08-26,79.56073212720014
2005-08-27,79.47128779653437
2005-08-28,79.3818434658686
2005-08-29,79.29239913520284
2005-08-30,79.20295480453707
2005-08-31,79.1135104738713
2005-09-01,79.02406614320553
2005-09-02,78.65436290978703
2005-09-03,78.28465967636852
2005-09-04,77.91495644295003
2005-09-05,77.54525320953151
2005-09-06,77.175549976113
2005-09-07,76.8058467426945
2005-09-08,76.436143509276
2005-09-09,76.06644027585749
2005-09-10,75.69673704243898
2005-09-11,75.32703380902048
2005-09-12,74.95733057560199
2005-09-13,74.58762734218347
2005-09-14,74.21792410876496
2005-09-15,73.84822087534646
2005-09-16,73.47851764192795
2005-09-17,73.10881440850945
2005-09-18,72.73911117509094
2005-09-19,72.36940794167243
2005-09-20,71.99970470825393
2005-09-21,71.63000147483542
2005-09-22,71.26029824141692
2005-09-23,70.89059500799841
2005-09-24,70.52089177457991
2005-09-25,70.1511885411614
2005-09-26,69.7814853077429
2005-09-27,69.41178207432439
2005-09-28,69.04207884090589
2005-09-29,68.67237560748738
2005-09-30,68.30267237406888
2005-10-01,67.93296914065037
2005-10-02,68.1565799673148
2005-10-03,68.38019079397921
2005-10-04,68.60380162064362
2005-10-05,68.82741244730805
2005-10-06,69.05102327397246
2005-10-07,69.27463410063689
2005-10-08,69.4982449273013
2005-10-09,69.72185575396571
2005-10-10,69.94546658063014
2005-10-11,70.16907740729455
2005-10-12,70.39268823395898
2005-10-13,70.61629906062339
2005-10-14,70.8399098872878
2005-10-15,71.06352071395223
2005-10-16,71.28713154061666
2005-10-17,71.51074236728107
2005-10-18,71.7343531939455
2005-10-19,71.95796402060991
2005-10-20,72.18157484727432
2005-10-21,72.40518567393875
2005-10-22,72.62879650060317
2005-10-23,72.85240732726758
2005-10-24,73.076018153932
2005-10-25,73.29962898059641
2005-10-26,73.52323980726084
2005-10-27,73.74685063392526
2005-10-28,73.97046146058968
2005-10-29,74.19407228725409
2005-10-30,74.41768311391851
2005-10-31,74.64129394058293
2005-11-01,74.86490476724735
2005-11-02,74.3565628212969
2005-11-03,73.84822087534646
2005-11-04,73.33987892939601
2005-11-05,72.83153698344556
2005-11-06,72.32319503749513
2005-11-07,71.81485309154468
2005-11-08,71.30651114559423
2005-11-09,70.7981691996438
2005-11-10,70.28982725369335
2005-11-11,69.7814853077429
2005-11-12,69.27314336179245
2005-11-13,68.76480141584202
2005-11-14,68.25645946989157
2005-11-15,67.74811752394112
2005-11-16,67.23977557799067
2005-11-17,66.73143363204022
2005-11-18,66.22309168608979
2005-11-19,65.71474974013934
2005-11-20,65.20640779418889
2005-11-21,64.69806584823844
2005-11-22,64.189723902288
2005-11-23,63.68138195633757
2005-11-24,63.17304001038712
2005-11-25,62.66469806443667
2005-11-26,62.15635611848623
2005-11-27,61.64801417253578
2005-11-28,61.13967222658534
2005-11-29,60.63133028063489
2005-11-30,60.12298833468444
2005-12-01,59.614646388734
2005-12-02,60.33020103406014
2005-12-03,61.045755679386275
2005-12-04,61.76131032471242
2005-12-05,62.476864970038555
2005-12-06,63.19241961536469
2005-12-07,63.907974260690835
2005-12-08,64.62352890601697
2005-12-09,65.33908355134311
2005-12-10,66.05463819666926
2005-12-11,66.7701928419954
2005-12-12,67.48574748732153
2005-12-13,68.20130213264768
2005-12-14,68.91685677797382
2005-12-15,69.63241142329996
2005-12-16,70.34796606862609
2005-12-17,71.06352071395223
2005-12-18,71.77907535927837
2005-12-19,72.49463000460452
2005-12-20,73.21018464993065
2005-12-21,73.92573929525679
2005-12-22,74.64129394058293
2005-12-23,75.35684858590906
2005-12-24,76.0724032312352
2005-12-25,76.78795787656135
2005-12-26,77.50351252188749
2005-12-27,78.21906716721364
2005-12-28,78.93462181253977
2005-12-29,79.65017645786591
2005-12-30,80.36573110319205
2005-12-31,81.08128574851818
2006-01-01,81.79684039384432
2006-01-02,81.52850740184702
2006-01-03,81.26017440984971
2006-01-04,80.99184141785243
2006-01-05,80.72350842585512
2006-01-06,80.45517543385782
2006-01-07,80.1868424418605
2006-01-08,79.91850944986321
2006-01-09,79.65017645786591
2006-01-10,79.3818434658686
2006-01-11,79.1135104738713
2006-01-12,78.84517748187399
2006-01-13,78.5768444898767
2006-01-14,78.3085114978794
2006-01-15,78.0401785058821
2006-01-16,77.77184551388478
2006-01-17,77.50351252188749
2006-01-18,77.23517952989019
2006-01-19,76.96684653789288
2006-01-20,76.69851354589558
2006-01-21,76.43018055389828
2006-01-22,76.16184756190098
2006-01-23,75.89351456990367
2006-01-24,75.62518157790637
2006-01-25,75.35684858590906
2006-01-26,75.08851559391177
2006-01-27,74.82018260191447
2006-01-28,74.55184960991716
2006-01-29,74.28351661791986
2006-01-30,74.01518362592256
2006-01-31,73.74685063392526
2006-02-01,73.47851764192795
2006-02-02,73.67657294554502
2006-02-03,73.87462824916206
2006-02-04,74.07268355277913
2006-02-05,74.27073885639618
2006-02-06,74.46879416001323
2006-02-07,74.66684946363029
2006-02-08,74.86490476724735
2006-02-09,75.0629600708644
2006-02-10,75.26101537448146
2006-02-11,75.45907067809853
2006-02-12,75.65712598171557
2006-02-13,75.85518128533263
2006-02-14,76.05323658894969
2006-02-15,76.25129189256674
2006-02-16,76.44934719618381
2006-02-17,76.64740249980086
2006-02-18,76.84545780341791
2006-02-19,77.04351310703497
2006-02-20,77.24156841065202
2006-02-21,77.43962371426908
2006-02-22,77.63767901788614
2006-02-23,77.8357343215032
2006-02-24,78.03378962512025
2006-02-25,78.23184492873732
2006-02-26,78.42990023235436
2006-02-27,78.62795553597142
2006-02-28,78.82601083958848
2006-03-01,79.02406614320553
2006-03-02,78.80045531654112
2006-03-03,78.5768444898767
2006-03-04,78.35323366321228
2006-03-05,78.12962283654785
2006-03-06,77.90601200988344
2006-03-07,77.68240118321903
2006-03-08,77.4587903565546
2006-03-09,77.23517952989019
2006-03-10,77.01156870322576
2006-03-11,76.78795787656135
2006-03-12,76.56434704989694
2006-03-13,76.34073622323251
2006-03-14,76.1171253965681
2006-03-15,75.89351456990367
2006-03-16,75.66990374323925
2006-03-17,75.44629291657483
2006-03-18,75.22268208991042
2006-03-19,74.999071263246
2006-03-20,74.77546043658158
2006-03-21,74.55184960991716
2006-03-22,74.32823878325274
2006-03-23,74.10462795658833
2006-03-24,73.8810171299239
2006-03-25,73.65740630325949
2006-03-26,73.43379547659507
2006-03-27,73.21018464993065
2006-03-28,72.98657382326624
2006-03-29,72.76296299660181
2006-03-30,72.53935216993739
2006-03-31,72.31574134327298
2006-04-01,72.09213051660856
2006-04-02,72.2307692291405
2006-04-03,72.36940794167243
2006-04-04,72.50804665420438
2006-04-05,72.6466853667363
2006-04-06,72.78532407926825
2006-04-07,72.9239627918002
2006-04-08,73.06260150433214
2006-04-09,73.20124021686406
2006-04-10,73.33987892939601
2006-04-11,73.47851764192795
2006-04-12,73.6171563544599
2006-04-13,73.75579506699184
2006-04-14,73.89443377952377
2006-04-15,74.03307249205571
2006-04-16,74.17171120458765
2006-04-17,74.3103499171196
2006-04-18,74.44898862965154
2006-04-19,74.58762734218347
2006-04-20,74.72626605471541
2006-04-21,74.86490476724735
2006-04-22,75.0035434797793
2006-04-23,75.14218219231122
2006-04-24,75.28082090484317
2006-04-25,75.41945961737511
2006-04-26,75.55809832990704
2006-04-27,75.69673704243898
2006-04-28,75.83537575497093
2006-04-29,75.97401446750285
2006-04-30,76.1126531800348
2006-05-01,76.25129189256674
2006-05-02,76.25129189256674
2006-05-03,76.25129189256674
2006-05-04,76.25129189256674
2006-05-05,76.25129189256674
2006-05-06,76.25129189256674
2006-05-07,76.25129189256674
2006-05-08,76.25129189256674
2006-05-09,76.25129189256674
2006-05-10,76.25129189256674
2006-05-11,76.25129189256674
2006-05-12,76.25129189256674
2006-05-13,76.25129189256674
2006-05-14,76.25129189256674
2006-05-15,76.25129189256674
2006-05-16,76.25129189256674
2006-05-17,76.25129189256674
2006-05-18,76.25129189256674
2006-05-19,76.25129189256674
2006-05-20,76.25129189256674
2006-05-21,76.25129189256674
2006-05-22,76.25129189256674
2006-05-23,76.25129189256674
2006-05-24,76.25129189256674
2006-05-25,76.25129189256674
2006-05-26,76.25129189256674
2006-05-27,76.25129189256674
2006-05-28,76.25129189256674
2006-05-29,76.25129189256674
2006-05-30,76.25129189256674
2006-05-31,76.25129189256674
2006-06-01,76.25129189256674
2006-06-02,76.436143509276
2006-06-03,76.62099512598525
2006-06-04,76.8058467426945
2006-06-05,76.99069835940375
2006-06-06,77.175549976113
2006-06-07,77.36040159282226
2006-06-08,77.54525320953151
2006-06-09,77.73010482624078
2006-06-10,77.91495644295003
2006-06-11,78.09980805965927
2006-06-12,78.28465967636852
2006-06-13,78.46951129307777
2006-06-14,78.65436290978703
2006-06-15,78.83921452649628
2006-06-16,79.02406614320553
2006-06-17,79.20891775991478
2006-06-18,79.39376937662404
2006-06-19,79.57862099333329
2006-06-20,79.76347261004254
2006-06-21,79.9483242267518
2006-06-22,80.13317584346105
2006-06-23,80.3180274601703
2006-06-24,80.50287907687957
2006-06-25,80.68773069358882
2006-06-26,80.87258231029807
2006-06-27,81.05743392700732
2006-06-28,81.24228554371656
2006-06-29,81.42713716042581
2006-06-30,81.61198877713507
2006-07-01,81.79684039384432
2006-07-02,81.61795173251278
2006-07-03,81.43906307118125
2006-07-04,81.26017440984971
2006-07-05,81.08128574851818
2006-07-06,80.90239708718664
2006-07-07,80.72350842585512
2006-07-08,80.54461976452357
2006-07-09,80.36573110319205
2006-07-10,80.1868424418605
2006-07-11,80.00795378052898
2006-07-12,79.82906511919744
2006-07-13,79.65017645786591
2006-07-14,79.47128779653437
2006-07-15,79.29239913520284
2006-07-16,79.1135104738713
2006-07-17,78.93462181253977
2006-07-18,78.75573315120823
2006-07-19,78.5768444898767
2006-07-20,78.39795582854516
2006-07-21,78.21906716721364
