date,mobile & wireless
2004-05-22,2.5780707313265503
2004-05-23,2.599460837831006
2004-05-24,2.620850944335462
2004-05-25,2.6422410508399183
2004-05-26,2.6636311573443745
2004-05-27,2.6850212638488307
2004-05-28,2.706411370353287
2004-05-29,2.7278014768577425
2004-05-30,2.749191583362199
2004-05-31,2.770581689866655
2004-06-01,2.791971796371111
2004-06-02,2.7535821841710084
2004-06-03,2.7151925719709054
2004-06-04,2.6768029597708027
2004-06-05,2.6384133475706997
2004-06-06,2.600023735370597
2004-06-07,2.5616341231704944
2004-06-08,2.5232445109703914
2004-06-09,2.4848548987702888
2004-06-10,2.4464652865701857
2004-06-11,2.408075674370083
2004-06-12,2.369686062169981
2004-06-13,2.331296449969878
2004-06-14,2.292906837769775
2004-06-15,2.254517225569672
2004-06-16,2.2161276133695695
2004-06-17,2.1777380011694665
2004-06-18,2.139348388969364
2004-06-19,2.100958776769261
2004-06-20,2.062569164569158
2004-06-21,2.0241795523690556
2004-06-22,1.9857899401689527
2004-06-23,1.9474003279688499
2004-06-24,1.909010715768747
2004-06-25,1.8706211035686442
2004-06-26,1.8322314913685416
2004-06-27,1.7938418791684387
2004-06-28,1.755452266968336
2004-06-29,1.717062654768233
2004-06-30,1.6786730425681302
2004-07-01,1.6402834303680278
2004-07-02,1.6537929713182107
2004-07-03,1.6673025122683933
2004-07-04,1.6808120532185762
2004-07-05,1.6943215941687588
2004-07-06,1.7078311351189417
2004-07-07,1.7213406760691243
2004-07-08,1.7348502170193074
2004-07-09,1.74835975796949
2004-07-10,1.761869298919673
2004-07-11,1.7753788398698556
2004-07-12,1.7888883808200384
2004-07-13,1.8023979217702213
2004-07-14,1.815907462720404
2004-07-15,1.829417003670587
2004-07-16,1.8429265446207697
2004-07-17,1.8564360855709525
2004-07-18,1.8699456265211352
2004-07-19,1.883455167471318
2004-07-20,1.8969647084215007
2004-07-21,1.9104742493716838
2004-07-22,1.9239837903218664
2004-07-23,1.9374933312720493
2004-07-24,1.9510028722222321
2004-07-25,1.9645124131724148
2004-07-26,1.9780219541225976
2004-07-27,1.9915314950727803
2004-07-28,2.005041036022963
2004-07-29,2.018550576973146
2004-07-30,2.032060117923329
2004-07-31,2.0455696588735113
2004-08-01,2.0590791998236946
2004-08-02,2.0714629456946954
2004-08-03,2.083846691565696
2004-08-04,2.096230437436697
2004-08-05,2.108614183307698
2004-08-06,2.120997929178699
2004-08-07,2.1333816750496997
2004-08-08,2.145765420920701
2004-08-09,2.1581491667917017
2004-08-10,2.1705329126627024
2004-08-11,2.182916658533703
2004-08-12,2.1953004044047044
2004-08-13,2.207684150275705
2004-08-14,2.220067896146706
2004-08-15,2.232451642017707
2004-08-16,2.244835387888708
2004-08-17,2.2572191337597087
2004-08-18,2.2696028796307095
2004-08-19,2.2819866255017107
2004-08-20,2.2943703713727115
2004-08-21,2.3067541172437123
2004-08-22,2.319137863114713
2004-08-23,2.3315216089857143
2004-08-24,2.343905354856715
2004-08-25,2.356289100727716
2004-08-26,2.368672846598717
2004-08-27,2.3810565924697173
2004-08-28,2.3934403383407186
2004-08-29,2.4058240842117193
2004-08-30,2.4182078300827206
2004-08-31,2.4305915759537213
2004-09-01,2.442975321824722
2004-09-02,2.3615428110972316
2004-09-03,2.2801103003697407
2004-09-04,2.19867778964225
2004-09-05,2.1172452789147593
2004-09-06,2.0358127681872684
2004-09-07,1.9543802574597777
2004-09-08,1.8729477467322868
2004-09-09,1.7915152360047961
2004-09-10,1.7100827252773054
2004-09-11,1.6286502145498147
2004-09-12,1.5472177038223238
2004-09-13,1.4657851930948333
2004-09-14,1.3843526823673424
2004-09-15,1.3029201716398517
2004-09-16,1.221487660912361
2004-09-17,1.1400551501848704
2004-09-18,1.0586226394573797
2004-09-19,0.9771901287298888
2004-09-20,0.8957576180023981
2004-09-21,0.8143251072749073
2004-09-22,0.7328925965474166
2004-09-23,0.6514600858199259
2004-09-24,0.570027575092435
2004-09-25,0.4885950643649443
2004-09-26,0.4071625536374536
2004-09-27,0.32573004290996277
2004-09-28,0.2442975321824721
2004-09-29,0.16286502145498133
2004-09-30,0.0814325107274906
2004-10-01,0.0
2004-10-02,0.07767986046355106
2004-10-03,0.15535972092710212
2004-10-04,0.2330395813906532
2004-10-05,0.31071944185420425
2004-10-06,0.3883993023177554
2004-10-07,0.4660791627813064
2004-10-08,0.5437590232448575
2004-10-09,0.6214388837084085
2004-10-10,0.6991187441719596
2004-10-11,0.7767986046355108
2004-10-12,0.8544784650990617
2004-10-13,0.9321583255626128
2004-10-14,1.0098381860261638
2004-10-15,1.087518046489715
2004-10-16,1.1651979069532659
2004-10-17,1.242877767416817
2004-10-18,1.3205576278803681
2004-10-19,1.3982374883439193
2004-10-20,1.4759173488074704
2004-10-21,1.5535972092710215
2004-10-22,1.6312770697345722
2004-10-23,1.7089569301981233
2004-10-24,1.7866367906616745
2004-10-25,1.8643166511252256
2004-10-26,1.9419965115887767
2004-10-27,2.0196763720523276
2004-10-28,2.097356232515879
2004-10-29,2.17503609297943
2004-10-30,2.2527159534429813
2004-10-31,2.3303958139065317
2004-11-01,2.408075674370083
2004-11-02,2.411565639115547
2004-11-03,2.415055603861011
2004-11-04,2.4185455686064747
2004-11-05,2.422035533351939
2004-11-06,2.425525498097403
2004-11-07,2.4290154628428664
2004-11-08,2.4325054275883304
2004-11-09,2.4359953923337945
2004-11-10,2.4394853570792585
2004-11-11,2.442975321824722
2004-11-12,2.4464652865701857
2004-11-13,2.44995525131565
2004-11-14,2.4534452160611138
2004-11-15,2.456935180806578
2004-11-16,2.4604251455520414
2004-11-17,2.4639151102975054
2004-11-18,2.4674050750429695
2004-11-19,2.470895039788433
2004-11-20,2.4743850045338975
2004-11-21,2.477874969279361
2004-11-22,2.4813649340248247
2004-11-23,2.4848548987702888
2004-11-24,2.488344863515753
2004-11-25,2.491834828261217
2004-11-26,2.4953247930066804
2004-11-27,2.498814757752144
2004-11-28,2.5023047224976085
2004-11-29,2.505794687243072
2004-11-30,2.509284651988536
2004-12-01,2.512774616734
2004-12-02,2.4835039446752702
2004-12-03,2.4542332726165412
2004-12-04,2.4249626005578118
2004-12-05,2.3956919284990823
2004-12-06,2.3664212564403533
2004-12-07,2.337150584381624
2004-12-08,2.307879912322894
2004-12-09,2.278609240264165
2004-12-10,2.2493385682054354
2004-12-11,2.220067896146706
2004-12-12,2.1907972240879765
2004-12-13,2.1615265520292475
2004-12-14,2.1322558799705176
2004-12-15,2.1029852079117886
2004-12-16,2.073714535853059
2004-12-17,2.0444438637943296
2004-12-18,2.0151731917356
2004-12-19,1.985902519676871
2004-12-20,1.9566318476181415
2004-12-21,1.9273611755594122
2004-12-22,1.8980905035006825
2004-12-23,1.8688198314419533
2004-12-24,1.839549159383224
2004-12-25,1.8102784873244944
2004-12-26,1.7810078152657651
2004-12-27,1.7517371432070359
2004-12-28,1.7224664711483062
2004-12-29,1.693195799089577
2004-12-30,1.6639251270308477
2004-12-31,1.6346544549721183
2005-01-01,1.6053837829133888
2005-01-02,1.6312770697345726
2005-01-03,1.6571703565557563
2005-01-04,1.68306364337694
2005-01-05,1.7089569301981236
2005-01-06,1.7348502170193074
2005-01-07,1.760743503840491
2005-01-08,1.7866367906616747
2005-01-09,1.8125300774828585
2005-01-10,1.8384233643040422
2005-01-11,1.8643166511252258
2005-01-12,1.8902099379464095
2005-01-13,1.9161032247675933
2005-01-14,1.941996511588777
2005-01-15,1.9678897984099606
2005-01-16,1.9937830852311442
2005-01-17,2.019676372052328
2005-01-18,2.0455696588735113
2005-01-19,2.0714629456946954
2005-01-20,2.097356232515879
2005-01-21,2.1232495193370626
2005-01-22,2.1491428061582463
2005-01-23,2.17503609297943
2005-01-24,2.2009293798006135
2005-01-25,2.226822666621797
2005-01-26,2.2527159534429813
2005-01-27,2.278609240264165
2005-01-28,2.3045025270853485
2005-01-29,2.3303958139065326
2005-01-30,2.356289100727716
2005-01-31,2.3821823875489
2005-02-01,2.408075674370083
2005-02-02,2.380654522798581
2005-02-03,2.353233371227079
2005-02-04,2.3258122196555773
2005-02-05,2.2983910680840753
2005-02-06,2.2709699165125734
2005-02-07,2.2435487649410715
2005-02-08,2.2161276133695695
2005-02-09,2.1887064617980676
2005-02-10,2.1612853102265657
2005-02-11,2.1338641586550637
2005-02-12,2.1064430070835614
2005-02-13,2.0790218555120594
2005-02-14,2.0516007039405575
2005-02-15,2.0241795523690556
2005-02-16,1.9967584007975536
2005-02-17,1.9693372492260517
2005-02-18,1.9419160976545498
2005-02-19,1.9144949460830474
2005-02-20,1.8870737945115454
2005-02-21,1.8596526429400435
2005-02-22,1.8322314913685416
2005-02-23,1.8048103397970396
2005-02-24,1.7773891882255377
2005-02-25,1.7499680366540358
2005-02-26,1.7225468850825336
2005-02-27,1.6951257335110317
2005-02-28,1.6677045819395298
2005-03-01,1.6402834303680278
2005-03-02,1.639157635288846
2005-03-03,1.638031840209664
2005-03-04,1.6369060451304822
2005-03-05,1.6357802500513001
2005-03-06,1.6346544549721183
2005-03-07,1.6335286598929364
2005-03-08,1.6324028648137545
2005-03-09,1.6312770697345726
2005-03-10,1.6301512746553908
2005-03-11,1.629025479576209
2005-03-12,1.627899684497027
2005-03-13,1.6267738894178447
2005-03-14,1.6256480943386629
2005-03-15,1.624522299259481
2005-03-16,1.6233965041802991
2005-03-17,1.6222707091011173
2005-03-18,1.6211449140219354
2005-03-19,1.6200191189427535
2005-03-20,1.6188933238635717
2005-03-21,1.6177675287843896
2005-03-22,1.6166417337052077
2005-03-23,1.6155159386260258
2005-03-24,1.614390143546844
2005-03-25,1.613264348467662
2005-03-26,1.6121385533884802
2005-03-27,1.6110127583092984
2005-03-28,1.6098869632301165
2005-03-29,1.6087611681509344
2005-03-30,1.6076353730717525
2005-03-31,1.6065095779925707
2005-04-01,1.6053837829133888
2005-04-02,1.5518709901496093
2005-04-03,1.4983581973858295
2005-04-04,1.44484540462205
2005-04-05,1.3913326118582703
2005-04-06,1.3378198190944908
2005-04-07,1.284307026330711
2005-04-08,1.2307942335669315
2005-04-09,1.1772814408031518
2005-04-10,1.123768648039372
2005-04-11,1.0702558552755925
2005-04-12,1.016743062511813
2005-04-13,0.9632302697480333
2005-04-14,0.9097174769842536
2005-04-15,0.856204684220474
2005-04-16,0.8026918914566944
2005-04-17,0.7491790986929148
2005-04-18,0.695666305929135
2005-04-19,0.6421535131653555
2005-04-20,0.5886407204015758
2005-04-21,0.5351279276377963
2005-04-22,0.4816151348740166
2005-04-23,0.42810234211023696
2005-04-24,0.37458954934645733
2005-04-25,0.3210767565826777
2005-04-26,0.2675639638188981
2005-04-27,0.21405117105511842
2005-04-28,0.16053837829133877
2005-04-29,0.10702558552755916
2005-04-30,0.05351279276377952
2005-05-01,0.0
2005-05-02,0.049534983484003585
2005-05-03,0.09906996696800717
2005-05-04,0.14860495045201075
2005-05-05,0.19813993393601434
2005-05-06,0.24767491742001793
2005-05-07,0.2972099009040215
2005-05-08,0.3467448843880251
2005-05-09,0.3962798678720287
2005-05-10,0.44581485135603227
2005-05-11,0.49534983484003586
2005-05-12,0.5448848183240395
2005-05-13,0.594419801808043
2005-05-14,0.6439547852920466
2005-05-15,0.6934897687760502
2005-05-16,0.7430247522600538
2005-05-17,0.7925597357440574
2005-05-18,0.8420947192280609
2005-05-19,0.8916297027120645
2005-05-20,0.9411646861960681
2005-05-21,0.9906996696800717
2005-05-22,1.0402346531640754
2005-05-23,1.089769636648079
2005-05-24,1.1393046201320824
2005-05-25,1.188839603616086
2005-05-26,1.2383745871000895
2005-05-27,1.2879095705840933
2005-05-28,1.3374445540680968
2005-05-29,1.3869795375521003
2005-05-30,1.4365145210361039
2005-05-31,1.4860495045201076
2005-06-01,1.535584488004111
2005-06-02,1.5192979858586129
2005-06-03,1.503011483713115
2005-06-04,1.4867249815676167
2005-06-05,1.4704384794221184
2005-06-06,1.4541519772766203
2005-06-07,1.4378654751311222
2005-06-08,1.421578972985624
2005-06-09,1.4052924708401258
2005-06-10,1.3890059686946277
2005-06-11,1.3727194665491296
2005-06-12,1.3564329644036315
2005-06-13,1.3401464622581332
2005-06-14,1.323859960112635
2005-06-15,1.307573457967137
2005-06-16,1.2912869558216389
2005-06-17,1.2750004536761406
2005-06-18,1.2587139515306427
2005-06-19,1.2424274493851444
2005-06-20,1.2261409472396463
2005-06-21,1.209854445094148
2005-06-22,1.19356794294865
2005-06-23,1.1772814408031518
2005-06-24,1.1609949386576537
2005-06-25,1.1447084365121554
2005-06-26,1.1284219343666575
2005-06-27,1.1121354322211592
2005-06-28,1.095848930075661
2005-06-29,1.079562427930163
2005-06-30,1.0632759257846647
2005-07-01,1.0469894236391666
2005-07-02,1.0661279399852588
2005-07-03,1.0852664563313512
2005-07-04,1.1044049726774434
2005-07-05,1.1235434890235358
2005-07-06,1.142682005369628
2005-07-07,1.1618205217157203
2005-07-08,1.1809590380618127
2005-07-09,1.200097554407905
2005-07-10,1.2192360707539973
2005-07-11,1.2383745871000895
2005-07-12,1.2575131034461817
2005-07-13,1.2766516197922742
2005-07-14,1.2957901361383664
2005-07-15,1.3149286524844588
2005-07-16,1.334067168830551
2005-07-17,1.3532056851766434
2005-07-18,1.3723442015227356
2005-07-19,1.3914827178688278
2005-07-20,1.4106212342149202
2005-07-21,1.4297597505610125
2005-07-22,1.4488982669071049
2005-07-23,1.468036783253197
2005-07-24,1.4871752995992893
2005-07-25,1.5063138159453815
2005-07-26,1.525452332291474
2005-07-27,1.5445908486375663
2005-07-28,1.5637293649836586
2005-07-29,1.5828678813297508
2005-07-30,1.602006397675843
2005-07-31,1.6211449140219354
2005-08-01,1.6402834303680278
2005-08-02,1.6324028648137545
2005-08-03,1.624522299259481
2005-08-04,1.6166417337052077
2005-08-05,1.6087611681509344
2005-08-06,1.600880602596661
2005-08-07,1.593000037042388
2005-08-08,1.5851194714881147
2005-08-09,1.5772389059338414
2005-08-10,1.5693583403795681
2005-08-11,1.5614777748252948
2005-08-12,1.5535972092710215
2005-08-13,1.5457166437167482
2005-08-14,1.5378360781624747
2005-08-15,1.5299555126082014
2005-08-16,1.522074947053928
2005-08-17,1.514194381499655
2005-08-18,1.5063138159453817
2005-08-19,1.4984332503911084
2005-08-20,1.4905526848368351
2005-08-21,1.4826721192825618
2005-08-22,1.4747915537282885
2005-08-23,1.4669109881740152
2005-08-24,1.459030422619742
2005-08-25,1.4511498570654686
2005-08-26,1.443269291511195
2005-08-27,1.435388725956922
2005-08-28,1.4275081604026487
2005-08-29,1.4196275948483754
2005-08-30,1.4117470292941021
2005-08-31,1.4038664637398288
2005-09-01,1.3959858981855555
2005-09-02,1.3948225766037343
2005-09-03,1.393659255021913
2005-09-04,1.3924959334400915
2005-09-05,1.3913326118582703
2005-09-06,1.390169290276449
2005-09-07,1.3890059686946277
2005-09-08,1.3878426471128065
2005-09-09,1.3866793255309853
2005-09-10,1.3855160039491639
2005-09-11,1.3843526823673424
2005-09-12,1.3831893607855212
2005-09-13,1.3820260392037
2005-09-14,1.3808627176218788
2005-09-15,1.3796993960400572
2005-09-16,1.378536074458236
2005-09-17,1.3773727528764148
2005-09-18,1.3762094312945934
2005-09-19,1.3750461097127722
2005-09-20,1.373882788130951
2005-09-21,1.3727194665491296
2005-09-22,1.3715561449673082
2005-09-23,1.370392823385487
2005-09-24,1.3692295018036658
2005-09-25,1.3680661802218446
2005-09-26,1.366902858640023
2005-09-27,1.3657395370582017
2005-09-28,1.3645762154763805
2005-09-29,1.3634128938945593
2005-09-30,1.362249572312738
2005-10-01,1.3610862507309167
2005-10-02,1.3633378408892805
2005-10-03,1.3655894310476444
2005-10-04,1.3678410212060081
2005-10-05,1.3700926113643719
2005-10-06,1.3723442015227356
2005-10-07,1.3745957916810996
2005-10-08,1.3768473818394633
2005-10-09,1.379098971997827
2005-10-10,1.3813505621561908
2005-10-11,1.3836021523145547
2005-10-12,1.3858537424729185
2005-10-13,1.3881053326312822
2005-10-14,1.390356922789646
2005-10-15,1.39260851294801
2005-10-16,1.3948601031063736
2005-10-17,1.3971116932647374
2005-10-18,1.3993632834231011
2005-10-19,1.401614873581465
2005-10-20,1.4038664637398288
2005-10-21,1.4061180538981926
2005-10-22,1.4083696440565563
2005-10-23,1.4106212342149202
2005-10-24,1.412872824373284
2005-10-25,1.4151244145316477
2005-10-26,1.4173760046900115
2005-10-27,1.4196275948483754
2005-10-28,1.4218791850067392
2005-10-29,1.424130775165103
2005-10-30,1.4263823653234666
2005-10-31,1.4286339554818306
2005-11-01,1.4308855456401943
2005-11-02,1.4145990434946962
2005-11-03,1.3983125413491981
2005-11-04,1.3820260392037
2005-11-05,1.3657395370582017
2005-11-06,1.3494530349127036
2005-11-07,1.3331665327672055
2005-11-08,1.3168800306217074
2005-11-09,1.3005935284762091
2005-11-10,1.284307026330711
2005-11-11,1.268020524185213
2005-11-12,1.2517340220397148
2005-11-13,1.2354475198942165
2005-11-14,1.2191610177487184
2005-11-15,1.2028745156032203
2005-11-16,1.1865880134577222
2005-11-17,1.170301511312224
2005-11-18,1.154015009166726
2005-11-19,1.1377285070212277
2005-11-20,1.1214420048757296
2005-11-21,1.1051555027302316
2005-11-22,1.0888690005847332
2005-11-23,1.0725824984392351
2005-11-24,1.056295996293737
2005-11-25,1.040009494148239
2005-11-26,1.0237229920027406
2005-11-27,1.0074364898572425
2005-11-28,0.9911499877117443
2005-11-29,0.9748634855662462
2005-11-30,0.958576983420748
2005-12-01,0.94229048127525
2005-12-02,0.9490452517503414
2005-12-03,0.9558000222254328
2005-12-04,0.9625547927005242
2005-12-05,0.9693095631756156
2005-12-06,0.976064333650707
2005-12-07,0.9828191041257983
2005-12-08,0.9895738746008897
2005-12-09,0.9963286450759811
2005-12-10,1.0030834155510726
2005-12-11,1.0098381860261638
2005-12-12,1.0165929565012553
2005-12-13,1.023347726976347
2005-12-14,1.0301024974514381
2005-12-15,1.0368572679265295
2005-12-16,1.043612038401621
2005-12-17,1.0503668088767124
2005-12-18,1.0571215793518036
2005-12-19,1.063876349826895
2005-12-20,1.0706311203019865
2005-12-21,1.077385890777078
2005-12-22,1.0841406612521693
2005-12-23,1.0908954317272608
2005-12-24,1.0976502022023522
2005-12-25,1.1044049726774434
2005-12-26,1.1111597431525349
2005-12-27,1.1179145136276263
2005-12-28,1.1246692841027177
2005-12-29,1.1314240545778091
2005-12-30,1.1381788250529004
2005-12-31,1.1449335955279918
2006-01-01,1.1516883660030832
2006-01-02,1.1651979069532663
2006-01-03,1.178707447903449
2006-01-04,1.1922169888536318
2006-01-05,1.2057265298038145
2006-01-06,1.2192360707539973
2006-01-07,1.23274561170418
2006-01-08,1.2462551526543628
2006-01-09,1.2597646936045455
2006-01-10,1.2732742345547285
2006-01-11,1.2867837755049112
2006-01-12,1.300293316455094
2006-01-13,1.313802857405277
2006-01-14,1.3273123983554596
2006-01-15,1.3408219393056424
2006-01-16,1.3543314802558253
2006-01-17,1.3678410212060081
2006-01-18,1.3813505621561908
2006-01-19,1.3948601031063736
2006-01-20,1.4083696440565563
2006-01-21,1.4218791850067392
2006-01-22,1.4353887259569218
2006-01-23,1.4488982669071049
2006-01-24,1.4624078078572877
2006-01-25,1.4759173488074704
2006-01-26,1.4894268897576532
2006-01-27,1.502936430707836
2006-01-28,1.5164459716580188
2006-01-29,1.5299555126082014
2006-01-30,1.5434650535583845
2006-01-31,1.5569745945085671
2006-02-01,1.57048413545875
2006-02-02,1.5567735596729988
2006-02-03,1.543062983887248
2006-02-04,1.5293524081014969
2006-02-05,1.5156418323157461
2006-02-06,1.501931256529995
2006-02-07,1.4882206807442442
2006-02-08,1.474510104958493
2006-02-09,1.460799529172742
2006-02-10,1.447088953386991
2006-02-11,1.4333783776012399
2006-02-12,1.4196678018154891
2006-02-13,1.405957226029738
2006-02-14,1.3922466502439872
2006-02-15,1.378536074458236
2006-02-16,1.364825498672485
2006-02-17,1.351114922886734
2006-02-18,1.337404347100983
2006-02-19,1.3236937713152321
2006-02-20,1.3099831955294812
2006-02-21,1.2962726197437302
2006-02-22,1.2825620439579792
2006-02-23,1.268851468172228
2006-02-24,1.255140892386477
2006-02-25,1.2414303166007261
2006-02-26,1.2277197408149751
2006-02-27,1.2140091650292242
2006-02-28,1.2002985892434732
2006-03-01,1.1865880134577222
2006-03-02,1.1899653986952679
2006-03-03,1.1933427839328137
2006-03-04,1.1967201691703593
2006-03-05,1.200097554407905
2006-03-06,1.2034749396454507
2006-03-07,1.2068523248829963
2006-03-08,1.2102297101205421
2006-03-09,1.2136070953580878
2006-03-10,1.2169844805956334
2006-03-11,1.2203618658331792
2006-03-12,1.2237392510707248
2006-03-13,1.2271166363082706
2006-03-14,1.2304940215458162
2006-03-15,1.2338714067833618
2006-03-16,1.2372487920209077
2006-03-17,1.2406261772584533
2006-03-18,1.244003562495999
2006-03-19,1.2473809477335447
2006-03-20,1.2507583329710903
2006-03-21,1.2541357182086363
2006-03-22,1.2575131034461817
2006-03-23,1.2608904886837278
2006-03-24,1.2642678739212734
2006-03-25,1.267645259158819
2006-03-26,1.2710226443963648
2006-03-27,1.2744000296339104
2006-03-28,1.277777414871456
2006-03-29,1.2811548001090018
2006-03-30,1.2845321853465475
2006-03-31,1.2879095705840933
2006-04-01,1.2912869558216389
2006-04-02,1.2831437047488898
2006-04-03,1.2750004536761406
2006-04-04,1.2668572026033915
2006-04-05,1.2587139515306427
2006-04-06,1.2505707004578936
2006-04-07,1.2424274493851444
2006-04-08,1.2342841983123953
2006-04-09,1.2261409472396463
2006-04-10,1.2179976961668972
2006-04-11,1.209854445094148
2006-04-12,1.201711194021399
2006-04-13,1.19356794294865
2006-04-14,1.185424691875901
2006-04-15,1.1772814408031518
2006-04-16,1.1691381897304027
2006-04-17,1.1609949386576537
2006-04-18,1.1528516875849046
2006-04-19,1.1447084365121554
2006-04-20,1.1365651854394065
2006-04-21,1.1284219343666575
2006-04-22,1.1202786832939085
2006-04-23,1.1121354322211592
2006-04-24,1.1039921811484101
2006-04-25,1.095848930075661
2006-04-26,1.087705679002912
2006-04-27,1.079562427930163
2006-04-28,1.071419176857414
2006-04-29,1.0632759257846647
2006-04-30,1.0551326747119159
2006-05-01,1.0469894236391666
2006-05-02,1.0132155712637096
2006-05-03,0.9794417188882526
2006-05-04,0.9456678665127957
2006-05-05,0.9118940141373387
2006-05-06,0.8781201617618817
2006-05-07,0.8443463093864247
2006-05-08,0.8105724570109677
2006-05-09,0.7767986046355108
2006-05-10,0.7430247522600537
2006-05-11,0.7092508998845967
2006-05-12,0.6754770475091398
2006-05-13,0.6417031951336828
2006-05-14,0.6079293427582257
2006-05-15,0.5741554903827688
2006-05-16,0.5403816380073119
2006-05-17,0.5066077856318548
2006-05-18,0.4728339332563978
2006-05-19,0.43906008088094084
2006-05-20,0.40528622850548385
2006-05-21,0.37151237613002686
2006-05-22,0.3377385237545698
2006-05-23,0.30396467137911287
2006-05-24,0.2701908190036559
2006-05-25,0.2364169666281989
2006-05-26,0.2026431142527419
2006-05-27,0.1688692618772849
2006-05-28,0.13509540950182794
2006-05-29,0.10132155712637093
2006-05-30,0.06754770475091394
2006-05-31,0.03377385237545696
2006-06-01,0.0
2006-06-02,0.040716255363745374
2006-06-03,0.08143251072749075
2006-06-04,0.12214876609123611
2006-06-05,0.1628650214549815
2006-06-06,0.20358127681872687
2006-06-07,0.24429753218247222
2006-06-08,0.28501378754621765
