date,small business
2004-07-05,80.20690452012676
2004-07-06,80.20690452012676
2004-07-07,80.20690452012676
2004-07-08,80.20690452012676
2004-07-09,80.20690452012676
2004-07-10,80.20690452012676
2004-07-11,80.20690452012676
2004-07-12,80.20690452012676
2004-07-13,80.20690452012676
2004-07-14,80.20690452012676
2004-07-15,80.20690452012676
2004-07-16,80.20690452012676
2004-07-17,80.20690452012676
2004-07-18,80.20690452012676
2004-07-19,80.20690452012676
2004-07-20,80.20690452012676
2004-07-21,80.20690452012676
2004-07-22,80.20690452012676
2004-07-23,80.20690452012676
2004-07-24,80.20690452012676
2004-07-25,80.20690452012676
2004-07-26,80.20690452012676
2004-07-27,80.20690452012676
2004-07-28,80.20690452012676
2004-07-29,80.20690452012676
2004-07-30,80.20690452012676
2004-07-31,80.20690452012676
2004-08-01,80.20690452012676
2004-08-02,80.02427020243388
2004-08-03,79.84163588474098
2004-08-04,79.6590015670481
2004-08-05,79.4763672493552
2004-08-06,79.29373293166232
2004-08-07,79.11109861396943
2004-08-08,78.92846429627654
2004-08-09,78.74582997858366
2004-08-10,78.56319566089077
2004-08-11,78.38056134319788
2004-08-12,78.197927025505
2004-08-13,78.0152927078121
2004-08-14,77.83265839011922
2004-08-15,77.65002407242633
2004-08-16,77.46738975473343
2004-08-17,77.28475543704054
2004-08-18,77.10212111934766
2004-08-19,76.91948680165477
2004-08-20,76.73685248396188
2004-08-21,76.554218166269
2004-08-22,76.37158384857611
2004-08-23,76.1889495308832
2004-08-24,76.00631521319033
2004-08-25,75.82368089549745
2004-08-26,75.64104657780454
2004-08-27,75.45841226011167
2004-08-28,75.27577794241878
2004-08-29,75.09314362472588
2004-08-30,74.91050930703301
2004-08-31,74.72787498934011
2004-09-01,74.54524067164722
2004-09-02,74.63960173578855
2004-09-03,74.73396279992988
2004-09-04,74.8283238640712
2004-09-05,74.92268492821253
2004-09-06,75.01704599235386
2004-09-07,75.11140705649517
2004-09-08,75.2057681206365
2004-09-09,75.30012918477783
2004-09-10,75.39449024891915
2004-09-11,75.48885131306048
2004-09-12,75.5832123772018
2004-09-13,75.67757344134313
2004-09-14,75.77193450548445
2004-09-15,75.86629556962579
2004-09-16,75.96065663376712
2004-09-17,76.05501769790843
2004-09-18,76.14937876204976
2004-09-19,76.24373982619109
2004-09-20,76.33810089033241
2004-09-21,76.43246195447374
2004-09-22,76.52682301861506
2004-09-23,76.62118408275639
2004-09-24,76.71554514689771
2004-09-25,76.80990621103905
2004-09-26,76.90426727518036
2004-09-27,76.99862833932168
2004-09-28,77.09298940346302
2004-09-29,77.18735046760433
2004-09-30,77.28171153174567
2004-10-01,77.376072595887
2004-10-02,77.28475543704054
2004-10-03,77.19343827819411
2004-10-04,77.10212111934766
2004-10-05,77.0108039605012
2004-10-06,76.91948680165477
2004-10-07,76.82816964280833
2004-10-08,76.73685248396188
2004-10-09,76.64553532511543
2004-10-10,76.554218166269
2004-10-11,76.46290100742254
2004-10-12,76.37158384857611
2004-10-13,76.28026668972967
2004-10-14,76.1889495308832
2004-10-15,76.09763237203677
2004-10-16,76.00631521319033
2004-10-17,75.91499805434388
2004-10-18,75.82368089549745
2004-10-19,75.73236373665101
2004-10-20,75.64104657780454
2004-10-21,75.54972941895811
2004-10-22,75.45841226011167
2004-10-23,75.36709510126522
2004-10-24,75.27577794241878
2004-10-25,75.18446078357233
2004-10-26,75.09314362472588
2004-10-27,75.00182646587945
2004-10-28,74.91050930703301
2004-10-29,74.81919214818656
2004-10-30,74.72787498934011
2004-10-31,74.63655783049367
2004-11-01,74.54524067164722
2004-11-02,74.16779641508192
2004-11-03,73.79035215851663
2004-11-04,73.41290790195131
2004-11-05,73.03546364538602
2004-11-06,72.65801938882072
2004-11-07,72.28057513225541
2004-11-08,71.90313087569011
2004-11-09,71.5256866191248
2004-11-10,71.14824236255951
2004-11-11,70.7707981059942
2004-11-12,70.39335384942889
2004-11-13,70.0159095928636
2004-11-14,69.6384653362983
2004-11-15,69.261021079733
2004-11-16,68.88357682316769
2004-11-17,68.50613256660237
2004-11-18,68.12868831003709
2004-11-19,67.75124405347178
2004-11-20,67.37379979690648
2004-11-21,66.99635554034117
2004-11-22,66.61891128377587
2004-11-23,66.24146702721058
2004-11-24,65.86402277064526
2004-11-25,65.48657851407997
2004-11-26,65.10913425751467
2004-11-27,64.73169000094936
2004-11-28,64.35424574438406
2004-11-29,63.976801487818754
2004-11-30,63.599357231253464
2004-12-01,63.22191297468815
2004-12-02,63.708937821869185
2004-12-03,64.19596266905022
2004-12-04,64.68298751623126
2004-12-05,65.1700123634123
2004-12-06,65.65703721059333
2004-12-07,66.14406205777436
2004-12-08,66.6310869049554
2004-12-09,67.11811175213643
2004-12-10,67.60513659931746
2004-12-11,68.09216144649851
2004-12-12,68.57918629367954
2004-12-13,69.06621114086057
2004-12-14,69.5532359880416
2004-12-15,70.04026083522264
2004-12-16,70.52728568240367
2004-12-17,71.0143105295847
2004-12-18,71.50133537676577
2004-12-19,71.9883602239468
2004-12-20,72.47538507112783
2004-12-21,72.96240991830886
2004-12-22,73.4494347654899
2004-12-23,73.93645961267093
2004-12-24,74.42348445985196
2004-12-25,74.91050930703301
2004-12-26,75.39753415421404
2004-12-27,75.88455900139508
2004-12-28,76.37158384857611
2004-12-29,76.85860869575714
2004-12-30,77.34563354293817
2004-12-31,77.83265839011922
2005-01-01,78.31968323730025
2005-01-02,78.28924418435143
2005-01-03,78.25880513140262
2005-01-04,78.2283660784538
2005-01-05,78.197927025505
2005-01-06,78.16748797255617
2005-01-07,78.13704891960737
2005-01-08,78.10660986665856
2005-01-09,78.07617081370972
2005-01-10,78.04573176076092
2005-01-11,78.0152927078121
2005-01-12,77.98485365486329
2005-01-13,77.95441460191446
2005-01-14,77.92397554896566
2005-01-15,77.89353649601684
2005-01-16,77.86309744306803
2005-01-17,77.83265839011922
2005-01-18,77.8022193371704
2005-01-19,77.77178028422159
2005-01-20,77.74134123127277
2005-01-21,77.71090217832396
2005-01-22,77.68046312537514
2005-01-23,77.65002407242633
2005-01-24,77.61958501947751
2005-01-25,77.58914596652869
2005-01-26,77.55870691357988
2005-01-27,77.52826786063106
2005-01-28,77.49782880768225
2005-01-29,77.46738975473343
2005-01-30,77.43695070178462
2005-01-31,77.4065116488358
2005-02-01,77.376072595887
2005-02-02,77.27497145573557
2005-02-03,77.17387031558415
2005-02-04,77.07276917543274
2005-02-05,76.97166803528131
2005-02-06,76.87056689512988
2005-02-07,76.76946575497847
2005-02-08,76.66836461482706
2005-02-09,76.56726347467563
2005-02-10,76.46616233452421
2005-02-11,76.36506119437279
2005-02-12,76.26396005422137
2005-02-13,76.16285891406994
2005-02-14,76.06175777391853
2005-02-15,75.96065663376712
2005-02-16,75.85955549361569
2005-02-17,75.75845435346427
2005-02-18,75.65735321331285
2005-02-19,75.55625207316143
2005-02-20,75.45515093301
2005-02-21,75.35404979285859
2005-02-22,75.25294865270716
2005-02-23,75.15184751255575
2005-02-24,75.05074637240433
2005-02-25,74.9496452322529
2005-02-26,74.84854409210148
2005-02-27,74.74744295195006
2005-02-28,74.64634181179865
2005-03-01,74.54524067164722
2005-03-02,74.45392351280078
2005-03-03,74.36260635395435
2005-03-04,74.27128919510788
2005-03-05,74.17997203626145
2005-03-06,74.08865487741501
2005-03-07,73.99733771856856
2005-03-08,73.90602055972212
2005-03-09,73.81470340087567
2005-03-10,73.72338624202922
2005-03-11,73.63206908318278
2005-03-12,73.54075192433635
2005-03-13,73.4494347654899
2005-03-14,73.35811760664345
2005-03-15,73.26680044779701
2005-03-16,73.17548328895056
2005-03-17,73.08416613010412
2005-03-18,72.99284897125767
2005-03-19,72.90153181241124
2005-03-20,72.81021465356478
2005-03-21,72.71889749471833
2005-03-22,72.6275803358719
2005-03-23,72.53626317702546
2005-03-24,72.44494601817901
2005-03-25,72.35362885933256
2005-03-26,72.26231170048612
2005-03-27,72.17099454163967
2005-03-28,72.07967738279324
2005-03-29,71.9883602239468
2005-03-30,71.89704306510033
2005-03-31,71.8057259062539
2005-04-01,71.71440874740746
2005-04-02,71.5571403071719
2005-04-03,71.39987186693638
2005-04-04,71.24260342670082
2005-04-05,71.08533498646528
2005-04-06,70.92806654622974
2005-04-07,70.7707981059942
2005-04-08,70.61352966575865
2005-04-09,70.45626122552312
2005-04-10,70.29899278528757
2005-04-11,70.14172434505203
2005-04-12,69.98445590481649
2005-04-13,69.82718746458094
2005-04-14,69.6699190243454
2005-04-15,69.51265058410986
2005-04-16,69.35538214387432
2005-04-17,69.19811370363877
2005-04-18,69.04084526340324
2005-04-19,68.88357682316769
2005-04-20,68.72630838293215
2005-04-21,68.5690399426966
2005-04-22,68.41177150246106
2005-04-23,68.25450306222551
2005-04-24,68.09723462198998
2005-04-25,67.93996618175443
2005-04-26,67.78269774151889
2005-04-27,67.62542930128335
2005-04-28,67.4681608610478
2005-04-29,67.31089242081225
2005-04-30,67.15362398057673
2005-05-01,66.99635554034117
2005-05-02,67.0572336462388
2005-05-03,67.11811175213643
2005-05-04,67.17898985803406
2005-05-05,67.2398679639317
2005-05-06,67.30074606982933
2005-05-07,67.36162417572696
2005-05-08,67.42250228162459
2005-05-09,67.48338038752222
2005-05-10,67.54425849341985
2005-05-11,67.60513659931746
2005-05-12,67.66601470521509
2005-05-13,67.72689281111273
2005-05-14,67.78777091701036
2005-05-15,67.84864902290799
2005-05-16,67.90952712880562
2005-05-17,67.97040523470325
2005-05-18,68.03128334060088
2005-05-19,68.09216144649851
2005-05-20,68.15303955239612
2005-05-21,68.21391765829377
2005-05-22,68.2747957641914
2005-05-23,68.33567387008902
2005-05-24,68.39655197598665
2005-05-25,68.45743008188428
2005-05-26,68.51830818778191
2005-05-27,68.57918629367954
2005-05-28,68.64006439957717
2005-05-29,68.7009425054748
2005-05-30,68.76182061137243
2005-05-31,68.82269871727006
2005-06-01,68.88357682316769
2005-06-02,68.78921575902636
2005-06-03,68.69485469488504
2005-06-04,68.60049363074371
2005-06-05,68.50613256660237
2005-06-06,68.41177150246106
2005-06-07,68.31741043831974
2005-06-08,68.2230493741784
2005-06-09,68.12868831003709
2005-06-10,68.03432724589575
2005-06-11,67.93996618175443
2005-06-12,67.84560511761312
2005-06-13,67.75124405347178
2005-06-14,67.65688298933046
2005-06-15,67.56252192518913
2005-06-16,67.4681608610478
2005-06-17,67.37379979690648
2005-06-18,67.27943873276516
2005-06-19,67.18507766862383
2005-06-20,67.0907166044825
2005-06-21,66.99635554034117
2005-06-22,66.90199447619986
2005-06-23,66.80763341205852
2005-06-24,66.7132723479172
2005-06-25,66.61891128377587
2005-06-26,66.52455021963455
2005-06-27,66.43018915549322
2005-06-28,66.3358280913519
2005-06-29,66.24146702721058
2005-06-30,66.14710596306924
2005-07-01,66.05274489892793
2005-07-02,66.14406205777436
2005-07-03,66.2353792166208
2005-07-04,66.32669637546726
2005-07-05,66.4180135343137
2005-07-06,66.50933069316014
2005-07-07,66.60064785200659
2005-07-08,66.69196501085302
2005-07-09,66.78328216969948
2005-07-10,66.87459932854593
2005-07-11,66.96591648739236
2005-07-12,67.0572336462388
2005-07-13,67.14855080508525
2005-07-14,67.2398679639317
2005-07-15,67.33118512277814
2005-07-16,67.42250228162459
2005-07-17,67.51381944047102
2005-07-18,67.60513659931746
2005-07-19,67.69645375816391
2005-07-20,67.78777091701036
2005-07-21,67.8790880758568
2005-07-22,67.97040523470325
2005-07-23,68.06172239354969
2005-07-24,68.15303955239612
2005-07-25,68.24435671124259
2005-07-26,68.33567387008902
2005-07-27,68.42699102893546
2005-07-28,68.51830818778191
2005-07-29,68.60962534662835
2005-07-30,68.7009425054748
2005-07-31,68.79225966432125
2005-08-01,68.88357682316769
2005-08-02,68.73138155842362
2005-08-03,68.57918629367954
2005-08-04,68.42699102893546
2005-08-05,68.2747957641914
2005-08-06,68.12260049944732
2005-08-07,67.97040523470325
2005-08-08,67.81820996995918
2005-08-09,67.66601470521509
2005-08-10,67.51381944047102
2005-08-11,67.36162417572696
2005-08-12,67.20942891098288
2005-08-13,67.0572336462388
2005-08-14,66.90503838149473
2005-08-15,66.75284311675065
2005-08-16,66.60064785200659
2005-08-17,66.44845258726251
2005-08-18,66.29625732251844
2005-08-19,66.14406205777436
2005-08-20,65.9918667930303
2005-08-21,65.83967152828622
2005-08-22,65.68747626354214
2005-08-23,65.53528099879807
2005-08-24,65.383085734054
2005-08-25,65.23089046930993
2005-08-26,65.07869520456585
2005-08-27,64.92649993982178
2005-08-28,64.7743046750777
2005-08-29,64.62210941033364
2005-08-30,64.46991414558956
2005-08-31,64.31771888084548
2005-09-01,64.16552361610141
2005-09-02,64.16552361610141
2005-09-03,64.16552361610141
2005-09-04,64.16552361610141
2005-09-05,64.16552361610141
2005-09-06,64.16552361610141
2005-09-07,64.16552361610141
2005-09-08,64.16552361610141
2005-09-09,64.16552361610141
2005-09-10,64.16552361610141
2005-09-11,64.16552361610141
2005-09-12,64.16552361610141
2005-09-13,64.16552361610141
2005-09-14,64.16552361610141
2005-09-15,64.16552361610141
2005-09-16,64.16552361610141
2005-09-17,64.16552361610141
2005-09-18,64.16552361610141
2005-09-19,64.16552361610141
2005-09-20,64.16552361610141
2005-09-21,64.16552361610141
2005-09-22,64.16552361610141
2005-09-23,64.16552361610141
2005-09-24,64.16552361610141
2005-09-25,64.16552361610141
2005-09-26,64.16552361610141
2005-09-27,64.16552361610141
2005-09-28,64.16552361610141
2005-09-29,64.16552361610141
2005-09-30,64.16552361610141
2005-10-01,64.16552361610141
2005-10-02,64.07420645725497
2005-10-03,63.98288929840852
2005-10-04,63.89157213956207
2005-10-05,63.80025498071563
2005-10-06,63.708937821869185
2005-10-07,63.61762066302275
2005-10-08,63.526303504176305
2005-10-09,63.43498634532985
2005-10-10,63.34366918648341
2005-10-11,63.25235202763697
2005-10-12,63.16103486879052
2005-10-13,63.069717709944086
2005-10-14,62.97840055109763
2005-10-15,62.887083392251185
2005-10-16,62.79576623340475
2005-10-17,62.704449074558305
2005-10-18,62.61313191571186
2005-10-19,62.521814756865425
2005-10-20,62.43049759801897
2005-10-21,62.33918043917252
2005-10-22,62.24786328032609
2005-10-23,62.15654612147964
2005-10-24,62.0652289626332
2005-10-25,61.97391180378675
2005-10-26,61.882594644940305
2005-10-27,61.79127748609386
2005-10-28,61.69996032724742
2005-10-29,61.60864316840098
2005-10-30,61.51732600955452
2005-10-31,61.42600885070808
2005-11-01,61.33469169186164
2005-11-02,61.11451587553188
2005-11-03,60.89434005920212
2005-11-04,60.67416424287236
2005-11-05,60.4539884265426
2005-11-06,60.233812610212844
2005-11-07,60.01363679388309
2005-11-08,59.79346097755332
2005-11-09,59.57328516122356
2005-11-10,59.3531093448938
2005-11-11,59.13293352856404
2005-11-12,58.91275771223428
2005-11-13,58.692581895904524
2005-11-14,58.47240607957477
2005-11-15,58.252230263245
2005-11-16,58.03205444691525
2005-11-17,57.81187863058548
2005-11-18,57.591702814255726
2005-11-19,57.37152699792596
2005-11-20,57.15135118159621
2005-11-21,56.93117536526645
2005-11-22,56.71099954893669
2005-11-23,56.49082373260693
2005-11-24,56.27064791627717
2005-11-25,56.050472099947406
2005-11-26,55.83029628361764
2005-11-27,55.610120467287885
2005-11-28,55.38994465095813
2005-11-29,55.16976883462837
2005-11-30,54.94959301829861
2005-12-01,54.72941720196885
2005-12-02,55.094685837354625
2005-12-03,55.4599544727404
2005-12-04,55.82522310812618
2005-12-05,56.190491743511956
2005-12-06,56.55576037889773
2005-12-07,56.921029014283505
2005-12-08,57.28629764966929
2005-12-09,57.65156628505506
2005-12-10,58.016834920440836
2005-12-11,58.38210355582661
2005-12-12,58.74737219121239
2005-12-13,59.11264082659817
2005-12-14,59.47790946198394
2005-12-15,59.84317809736972
2005-12-16,60.2084467327555
2005-12-17,60.573715368141265
2005-12-18,60.93898400352705
2005-12-19,61.30425263891283
2005-12-20,61.66952127429861
2005-12-21,62.03478990968437
2005-12-22,62.40005854507015
2005-12-23,62.765327180455934
2005-12-24,63.13059581584171
2005-12-25,63.49586445122749
2005-12-26,63.86113308661326
2005-12-27,64.22640172199904
2005-12-28,64.59167035738481
2005-12-29,64.9569389927706
2005-12-30,65.32220762815636
2005-12-31,65.68747626354214
2006-01-01,66.05274489892793
2006-01-02,66.0223058459791
2006-01-03,65.9918667930303
2006-01-04,65.96142774008148
2006-01-05,65.93098868713267
2006-01-06,65.90054963418385
2006-01-07,65.87011058123504
2006-01-08,65.83967152828622
2006-01-09,65.8092324753374
2006-01-10,65.77879342238859
2006-01-11,65.74835436943977
2006-01-12,65.71791531649096
2006-01-13,65.68747626354214
2006-01-14,65.65703721059333
2006-01-15,65.62659815764451
2006-01-16,65.5961591046957
2006-01-17,65.56572005174688
2006-01-18,65.53528099879807
2006-01-19,65.50484194584926
2006-01-20,65.47440289290044
2006-01-21,65.44396383995164
2006-01-22,65.41352478700281
2006-01-23,65.383085734054
2006-01-24,65.35264668110518
2006-01-25,65.32220762815636
2006-01-26,65.29176857520754
2006-01-27,65.26132952225873
2006-01-28,65.23089046930993
2006-01-29,65.2004514163611
2006-01-30,65.1700123634123
2006-01-31,65.13957331046348
2006-02-01,65.10913425751467
2006-02-02,65.14283463756514
2006-02-03,65.1765350176156
2006-02-04,65.21023539766608
2006-02-05,65.24393577771656
2006-02-06,65.27763615776703
2006-02-07,65.3113365378175
2006-02-08,65.34503691786797
2006-02-09,65.37873729791846
2006-02-10,65.41243767796892
2006-02-11,65.4461380580194
2006-02-12,65.47983843806986
2006-02-13,65.51353881812035
2006-02-14,65.54723919817081
2006-02-15,65.58093957822129
2006-02-16,65.61463995827177
2006-02-17,65.64834033832224
2006-02-18,65.68204071837272
2006-02-19,65.71574109842318
2006-02-20,65.74944147847366
2006-02-21,65.78314185852413
2006-02-22,65.81684223857461
2006-02-23,65.85054261862508
2006-02-24,65.88424299867555
2006-02-25,65.91794337872604
2006-02-26,65.9516437587765
2006-02-27,65.98534413882697
2006-02-28,66.01904451887744
2006-03-01,66.05274489892793
2006-03-02,65.83967152828622
2006-03-03,65.62659815764451
2006-03-04,65.41352478700281
2006-03-05,65.2004514163611
2006-03-06,64.98737804571941
2006-03-07,64.7743046750777
2006-03-08,64.561231304436
2006-03-09,64.3481579337943
2006-03-10,64.13508456315259
2006-03-11,63.92201119251089
2006-03-12,63.708937821869185
2006-03-13,63.49586445122749
2006-03-14,63.28279108058578
2006-03-15,63.069717709944086
2006-03-16,62.85664433930237
2006-03-17,62.643570968660676
2006-03-18,62.43049759801897
2006-03-19,62.21742422737727
2006-03-20,62.004350856735556
2006-03-21,61.79127748609386
2006-03-22,61.578204115452166
2006-03-23,61.36513074481046
2006-03-24,61.152057374168756
2006-03-25,60.93898400352705
2006-03-26,60.72591063288535
2006-03-27,60.51283726224364
2006-03-28,60.29976389160194
2006-03-29,60.08669052096024
2006-03-30,59.87361715031854
2006-03-31,59.660543779676836
2006-04-01,59.44747040903513
2006-04-02,59.44747040903513
2006-04-03,59.44747040903513
2006-04-04,59.44747040903513
2006-04-05,59.44747040903513
2006-04-06,59.44747040903513
2006-04-07,59.44747040903513
2006-04-08,59.44747040903513
2006-04-09,59.44747040903513
2006-04-10,59.44747040903513
2006-04-11,59.44747040903513
2006-04-12,59.44747040903513
2006-04-13,59.44747040903513
2006-04-14,59.44747040903513
2006-04-15,59.44747040903513
2006-04-16,59.44747040903513
2006-04-17,59.44747040903513
2006-04-18,59.44747040903513
2006-04-19,59.44747040903513
2006-04-20,59.44747040903513
2006-04-21,59.44747040903513
2006-04-22,59.44747040903513
2006-04-23,59.44747040903513
2006-04-24,59.44747040903513
2006-04-25,59.44747040903513
2006-04-26,59.44747040903513
2006-04-27,59.44747040903513
2006-04-28,59.44747040903513
2006-04-29,59.44747040903513
2006-04-30,59.44747040903513
2006-05-01,59.44747040903513
2006-05-02,59.3865923031375
2006-05-03,59.32571419723987
2006-05-04,59.26483609134224
2006-05-05,59.20395798544461
2006-05-06,59.14307987954698
2006-05-07,59.08220177364935
2006-05-08,59.02132366775172
2006-05-09,58.960445561854094
2006-05-10,58.899567455956465
2006-05-11,58.83868935005883
2006-05-12,58.77781124416121
2006-05-13,58.71693313826358
2006-05-14,58.65605503236595
2006-05-15,58.59517692646831
2006-05-16,58.53429882057068
2006-05-17,58.47342071467306
2006-05-18,58.41254260877543
2006-05-19,58.351664502877796
2006-05-20,58.29078639698017
2006-05-21,58.229908291082545
2006-05-22,58.169030185184916
2006-05-23,58.10815207928728
2006-05-24,58.04727397338965
2006-05-25,57.98639586749202
2006-05-26,57.9255177615944
2006-05-27,57.86463965569676
2006-05-28,57.803761549799134
2006-05-29,57.742883443901505
2006-05-30,57.682005338003876
2006-05-31,57.62112723210625
2006-06-01,57.56024912620862
2006-06-02,57.65461019034994
2006-06-03,57.74897125449127
2006-06-04,57.84333231863259
2006-06-05,57.937693382773915
2006-06-06,58.03205444691525
2006-06-07,58.12641551105657
2006-06-08,58.220776575197895
2006-06-09,58.31513763933922
2006-06-10,58.409498703480544
2006-06-11,58.503859767621876
2006-06-12,58.5982208317632
2006-06-13,58.692581895904524
2006-06-14,58.78694296004585
2006-06-15,58.88130402418717
2006-06-16,58.9756650883285
2006-06-17,59.07002615246983
2006-06-18,59.16438721661115
2006-06-19,59.25874828075248
2006-06-20,59.3531093448938
2006-06-21,59.44747040903513
2006-06-22,59.54183147317646
2006-06-23,59.63619253731778
2006-06-24,59.7305536014591
2006-06-25,59.82491466560043
2006-06-26,59.919275729741756
2006-06-27,60.01363679388309
2006-06-28,60.10799785802441
2006-06-29,60.20235892216573
2006-06-30,60.29671998630706
2006-07-01,60.391081050448385
2006-07-02,60.36064199749957
2006-07-03,60.330202944550756
2006-07-04,60.29976389160194
2006-07-05,60.26932483865312
2006-07-06,60.23888578570431
2006-07-07,60.2084467327555
2006-07-08,60.17800767980668
2006-07-09,60.14756862685787
2006-07-10,60.117129573909054
2006-07-11,60.08669052096024
2006-07-12,60.056251468011425
2006-07-13,60.0258124150626
2006-07-14,59.99537336211379
2006-07-15,59.964934309164974
2006-07-16,59.93449525621617
2006-07-17,59.90405620326735
2006-07-18,59.87361715031854
2006-07-19,59.84317809736972
2006-07-20,59.81273904442091
2006-07-21,59.78229999147209
