date,insurance 
2004-07-05,83.66859941962505
2004-07-06,83.72526626650593
2004-07-07,83.78193311338681
2004-07-08,83.8385999602677
2004-07-09,83.89526680714857
2004-07-10,83.95193365402946
2004-07-11,84.00860050091035
2004-07-12,84.06526734779122
2004-07-13,84.12193419467212
2004-07-14,84.17860104155301
2004-07-15,84.23526788843388
2004-07-16,84.29193473531477
2004-07-17,84.34860158219566
2004-07-18,84.40526842907653
2004-07-19,84.46193527595742
2004-07-20,84.5186021228383
2004-07-21,84.57526896971919
2004-07-22,84.63193581660008
2004-07-23,84.68860266348095
2004-07-24,84.74526951036184
2004-07-25,84.80193635724272
2004-07-26,84.8586032041236
2004-07-27,84.91527005100448
2004-07-28,84.97193689788537
2004-07-29,85.02860374476626
2004-07-30,85.08527059164715
2004-07-31,85.14193743852803
2004-08-01,85.1986042854089
2004-08-02,85.02860374476626
2004-08-03,84.8586032041236
2004-08-04,84.68860266348095
2004-08-05,84.5186021228383
2004-08-06,84.34860158219566
2004-08-07,84.17860104155301
2004-08-08,84.00860050091035
2004-08-09,83.8385999602677
2004-08-10,83.66859941962505
2004-08-11,83.49859887898239
2004-08-12,83.32859833833975
2004-08-13,83.15859779769708
2004-08-14,82.98859725705444
2004-08-15,82.81859671641179
2004-08-16,82.64859617576913
2004-08-17,82.47859563512648
2004-08-18,82.30859509448382
2004-08-19,82.13859455384117
2004-08-20,81.96859401319853
2004-08-21,81.79859347255588
2004-08-22,81.62859293191323
2004-08-23,81.45859239127057
2004-08-24,81.28859185062792
2004-08-25,81.11859130998528
2004-08-26,80.94859076934262
2004-08-27,80.77859022869997
2004-08-28,80.60858968805732
2004-08-29,80.43858914741466
2004-08-30,80.26858860677201
2004-08-31,80.09858806612935
2004-09-01,79.9285875254867
2004-09-02,79.63580881660215
2004-09-03,79.34303010771757
2004-09-04,79.05025139883301
2004-09-05,78.75747268994844
2004-09-06,78.46469398106387
2004-09-07,78.1719152721793
2004-09-08,77.87913656329475
2004-09-09,77.58635785441017
2004-09-10,77.29357914552561
2004-09-11,77.00080043664104
2004-09-12,76.70802172775647
2004-09-13,76.4152430188719
2004-09-14,76.12246430998735
2004-09-15,75.82968560110277
2004-09-16,75.53690689221821
2004-09-17,75.24412818333364
2004-09-18,74.95134947444907
2004-09-19,74.6585707655645
2004-09-20,74.36579205667995
2004-09-21,74.07301334779537
2004-09-22,73.78023463891081
2004-09-23,73.48745593002624
2004-09-24,73.19467722114167
2004-09-25,72.9018985122571
2004-09-26,72.60911980337255
2004-09-27,72.31634109448797
2004-09-28,72.02356238560341
2004-09-29,71.73078367671884
2004-09-30,71.43800496783427
2004-10-01,71.1452262589497
2004-10-02,71.11689283550926
2004-10-03,71.08855941206882
2004-10-04,71.06022598862839
2004-10-05,71.03189256518795
2004-10-06,71.0035591417475
2004-10-07,70.97522571830706
2004-10-08,70.94689229486661
2004-10-09,70.91855887142617
2004-10-10,70.89022544798573
2004-10-11,70.86189202454528
2004-10-12,70.83355860110484
2004-10-13,70.8052251776644
2004-10-14,70.77689175422395
2004-10-15,70.74855833078352
2004-10-16,70.72022490734308
2004-10-17,70.69189148390264
2004-10-18,70.6635580604622
2004-10-19,70.63522463702175
2004-10-20,70.6068912135813
2004-10-21,70.57855779014088
2004-10-22,70.55022436670043
2004-10-23,70.52189094325999
2004-10-24,70.49355751981955
2004-10-25,70.46522409637909
2004-10-26,70.43689067293866
2004-10-27,70.40855724949822
2004-10-28,70.38022382605777
2004-10-29,70.35189040261733
2004-10-30,70.32355697917689
2004-10-31,70.29522355573644
2004-11-01,70.26689013229601
2004-11-02,70.03266716518836
2004-11-03,69.7984441980807
2004-11-04,69.56422123097305
2004-11-05,69.32999826386539
2004-11-06,69.09577529675775
2004-11-07,68.8615523296501
2004-11-08,68.62732936254244
2004-11-09,68.39310639543477
2004-11-10,68.15888342832712
2004-11-11,67.92466046121947
2004-11-12,67.69043749411182
2004-11-13,67.45621452700416
2004-11-14,67.22199155989651
2004-11-15,66.98776859278885
2004-11-16,66.75354562568121
2004-11-17,66.51932265857356
2004-11-18,66.2850996914659
2004-11-19,66.05087672435825
2004-11-20,65.81665375725059
2004-11-21,65.58243079014295
2004-11-22,65.3482078230353
2004-11-23,65.11398485592764
2004-11-24,64.87976188881997
2004-11-25,64.64553892171232
2004-11-26,64.41131595460467
2004-11-27,64.17709298749702
2004-11-28,63.942870020389364
2004-11-29,63.70864705328171
2004-11-30,63.47442408617406
2004-12-01,63.240201119066406
2004-12-02,63.66520247067304
2004-12-03,64.09020382227966
2004-12-04,64.5152051738863
2004-12-05,64.94020652549293
2004-12-06,65.36520787709955
2004-12-07,65.79020922870619
2004-12-08,66.21521058031281
2004-12-09,66.64021193191944
2004-12-10,67.06521328352608
2004-12-11,67.4902146351327
2004-12-12,67.91521598673933
2004-12-13,68.34021733834597
2004-12-14,68.76521868995259
2004-12-15,69.19022004155921
2004-12-16,69.61522139316585
2004-12-17,70.04022274477248
2004-12-18,70.46522409637909
2004-12-19,70.89022544798573
2004-12-20,71.31522679959235
2004-12-21,71.74022815119898
2004-12-22,72.16522950280562
2004-12-23,72.59023085441224
2004-12-24,73.01523220601887
2004-12-25,73.4402335576255
2004-12-26,73.86523490923213
2004-12-27,74.29023626083875
2004-12-28,74.71523761244539
2004-12-29,75.14023896405202
2004-12-30,75.56524031565866
2004-12-31,75.99024166726528
2005-01-01,76.4152430188719
2005-01-02,76.44357644231235
2005-01-03,76.47190986575279
2005-01-04,76.50024328919324
2005-01-05,76.52857671263368
2005-01-06,76.55691013607411
2005-01-07,76.58524355951455
2005-01-08,76.613576982955
2005-01-09,76.64191040639545
2005-01-10,76.6702438298359
2005-01-11,76.69857725327633
2005-01-12,76.72691067671677
2005-01-13,76.75524410015721
2005-01-14,76.78357752359766
2005-01-15,76.8119109470381
2005-01-16,76.84024437047854
2005-01-17,76.86857779391897
2005-01-18,76.89691121735942
2005-01-19,76.92524464079986
2005-01-20,76.9535780642403
2005-01-21,76.98191148768075
2005-01-22,77.01024491112119
2005-01-23,77.03857833456162
2005-01-24,77.06691175800206
2005-01-25,77.09524518144252
2005-01-26,77.12357860488297
2005-01-27,77.15191202832341
2005-01-28,77.18024545176384
2005-01-29,77.20857887520428
2005-01-30,77.23691229864473
2005-01-31,77.26524572208517
2005-02-01,77.29357914552561
2005-02-02,77.16810255600366
2005-02-03,77.0426259664817
2005-02-04,76.91714937695973
2005-02-05,76.79167278743778
2005-02-06,76.66619619791582
2005-02-07,76.54071960839386
2005-02-08,76.4152430188719
2005-02-09,76.28976642934995
2005-02-10,76.16428983982799
2005-02-11,76.03881325030603
2005-02-12,75.91333666078408
2005-02-13,75.78786007126213
2005-02-14,75.66238348174016
2005-02-15,75.53690689221821
2005-02-16,75.41143030269626
2005-02-17,75.2859537131743
2005-02-18,75.16047712365233
2005-02-19,75.03500053413038
2005-02-20,74.90952394460842
2005-02-21,74.78404735508646
2005-02-22,74.6585707655645
2005-02-23,74.53309417604255
2005-02-24,74.40761758652059
2005-02-25,74.28214099699863
2005-02-26,74.15666440747668
2005-02-27,74.03118781795473
2005-02-28,73.90571122843276
2005-03-01,73.78023463891081
2005-03-02,73.86523490923213
2005-03-03,73.95023517955346
2005-03-04,74.03523544987479
2005-03-05,74.12023572019612
2005-03-06,74.20523599051744
2005-03-07,74.29023626083875
2005-03-08,74.37523653116008
2005-03-09,74.46023680148141
2005-03-10,74.54523707180275
2005-03-11,74.63023734212406
2005-03-12,74.71523761244539
2005-03-13,74.80023788276671
2005-03-14,74.88523815308805
2005-03-15,74.97023842340937
2005-03-16,75.0552386937307
2005-03-17,75.14023896405202
2005-03-18,75.22523923437335
2005-03-19,75.31023950469466
2005-03-20,75.39523977501601
2005-03-21,75.48024004533733
2005-03-22,75.56524031565866
2005-03-23,75.65024058597997
2005-03-24,75.73524085630129
2005-03-25,75.82024112662263
2005-03-26,75.90524139694395
2005-03-27,75.99024166726528
2005-03-28,76.0752419375866
2005-03-29,76.16024220790793
2005-03-30,76.24524247822926
2005-03-31,76.33024274855059
2005-04-01,76.4152430188719
2005-04-02,76.23957579354116
2005-04-03,76.06390856821042
2005-04-04,75.8882413428797
2005-04-05,75.71257411754895
2005-04-06,75.53690689221821
2005-04-07,75.36123966688747
2005-04-08,75.18557244155673
2005-04-09,75.00990521622599
2005-04-10,74.83423799089525
2005-04-11,74.6585707655645
2005-04-12,74.48290354023376
2005-04-13,74.30723631490302
2005-04-14,74.1315690895723
2005-04-15,73.95590186424155
2005-04-16,73.78023463891081
2005-04-17,73.60456741358007
2005-04-18,73.42890018824933
2005-04-19,73.25323296291859
2005-04-20,73.07756573758785
2005-04-21,72.9018985122571
2005-04-22,72.72623128692636
2005-04-23,72.55056406159562
2005-04-24,72.3748968362649
2005-04-25,72.19922961093415
2005-04-26,72.02356238560341
2005-04-27,71.84789516027267
2005-04-28,71.67222793494192
2005-04-29,71.49656070961119
2005-04-30,71.32089348428045
2005-05-01,71.1452262589497
2005-05-02,71.25855995271147
2005-05-03,71.37189364647325
2005-05-04,71.48522734023501
2005-05-05,71.59856103399677
2005-05-06,71.71189472775855
2005-05-07,71.82522842152032
2005-05-08,71.93856211528208
2005-05-09,72.05189580904384
2005-05-10,72.16522950280562
2005-05-11,72.27856319656739
2005-05-12,72.39189689032915
2005-05-13,72.50523058409092
2005-05-14,72.61856427785268
2005-05-15,72.73189797161446
2005-05-16,72.84523166537622
2005-05-17,72.95856535913799
2005-05-18,73.07189905289975
2005-05-19,73.18523274666153
2005-05-20,73.2985664404233
2005-05-21,73.41190013418506
2005-05-22,73.52523382794682
2005-05-23,73.63856752170861
2005-05-24,73.75190121547037
2005-05-25,73.86523490923213
2005-05-26,73.97856860299389
2005-05-27,74.09190229675568
2005-05-28,74.20523599051744
2005-05-29,74.3185696842792
2005-05-30,74.43190337804097
2005-05-31,74.54523707180275
2005-06-01,74.6585707655645
2005-06-02,74.68784863645297
2005-06-03,74.71712650734142
2005-06-04,74.74640437822987
2005-06-05,74.77568224911835
2005-06-06,74.8049601200068
2005-06-07,74.83423799089525
2005-06-08,74.86351586178371
2005-06-09,74.89279373267216
2005-06-10,74.92207160356061
2005-06-11,74.95134947444907
2005-06-12,74.98062734533752
2005-06-13,75.00990521622599
2005-06-14,75.03918308711445
2005-06-15,75.0684609580029
2005-06-16,75.09773882889135
2005-06-17,75.12701669977982
2005-06-18,75.15629457066827
2005-06-19,75.18557244155673
2005-06-20,75.2148503124452
2005-06-21,75.24412818333364
2005-06-22,75.2734060542221
2005-06-23,75.30268392511056
2005-06-24,75.331961795999
2005-06-25,75.36123966688747
2005-06-26,75.39051753777592
2005-06-27,75.41979540866437
2005-06-28,75.44907327955285
2005-06-29,75.4783511504413
2005-06-30,75.50762902132975
2005-07-01,75.53690689221821
2005-07-02,75.65024058597997
2005-07-03,75.76357427974175
2005-07-04,75.87690797350352
2005-07-05,75.99024166726528
2005-07-06,76.10357536102704
2005-07-07,76.21690905478881
2005-07-08,76.33024274855059
2005-07-09,76.44357644231235
2005-07-10,76.55691013607411
2005-07-11,76.6702438298359
2005-07-12,76.78357752359766
2005-07-13,76.89691121735942
2005-07-14,77.01024491112119
2005-07-15,77.12357860488297
2005-07-16,77.23691229864473
2005-07-17,77.35024599240649
2005-07-18,77.46357968616826
2005-07-19,77.57691337993003
2005-07-20,77.6902470736918
2005-07-21,77.80358076745357
2005-07-22,77.91691446121533
2005-07-23,78.0302481549771
2005-07-24,78.14358184873886
2005-07-25,78.25691554250064
2005-07-26,78.3702492362624
2005-07-27,78.48358293002417
2005-07-28,78.59691662378594
2005-07-29,78.7102503175477
2005-07-30,78.82358401130946
2005-07-31,78.93691770507124
2005-08-01,79.05025139883301
2005-08-02,78.85191743474992
2005-08-03,78.65358347066682
2005-08-04,78.45524950658373
2005-08-05,78.25691554250064
2005-08-06,78.05858157841755
2005-08-07,77.86024761433444
2005-08-08,77.66191365025135
2005-08-09,77.46357968616826
2005-08-10,77.26524572208517
2005-08-11,77.06691175800206
2005-08-12,76.86857779391897
2005-08-13,76.6702438298359
2005-08-14,76.47190986575279
2005-08-15,76.2735759016697
2005-08-16,76.0752419375866
2005-08-17,75.87690797350352
2005-08-18,75.67857400942042
2005-08-19,75.48024004533733
2005-08-20,75.28190608125422
2005-08-21,75.08357211717114
2005-08-22,74.88523815308805
2005-08-23,74.68690418900495
2005-08-24,74.48857022492186
2005-08-25,74.29023626083875
2005-08-26,74.09190229675568
2005-08-27,73.89356833267257
2005-08-28,73.69523436858948
2005-08-29,73.49690040450638
2005-08-30,73.2985664404233
2005-08-31,73.1002324763402
2005-09-01,72.9018985122571
2005-09-02,72.66767554514945
2005-09-03,72.43345257804181
2005-09-04,72.19922961093415
2005-09-05,71.9650066438265
2005-09-06,71.73078367671884
2005-09-07,71.49656070961119
2005-09-08,71.26233774250353
2005-09-09,71.02811477539588
2005-09-10,70.79389180828822
2005-09-11,70.55966884118057
2005-09-12,70.32544587407291
2005-09-13,70.09122290696527
2005-09-14,69.85699993985762
2005-09-15,69.62277697274996
2005-09-16,69.3885540056423
2005-09-17,69.15433103853465
2005-09-18,68.920108071427
2005-09-19,68.68588510431935
2005-09-20,68.4516621372117
2005-09-21,68.21743917010404
2005-09-22,67.98321620299639
2005-09-23,67.74899323588873
2005-09-24,67.51477026878108
2005-09-25,67.28054730167342
2005-09-26,67.04632433456577
2005-09-27,66.81210136745811
2005-09-28,66.57787840035047
2005-09-29,66.34365543324282
2005-09-30,66.10943246613516
2005-10-01,65.8752094990275
2005-10-02,65.81854265214662
2005-10-03,65.76187580526575
2005-10-04,65.70520895838486
2005-10-05,65.64854211150397
2005-10-06,65.59187526462308
2005-10-07,65.5352084177422
2005-10-08,65.47854157086132
2005-10-09,65.42187472398044
2005-10-10,65.36520787709955
2005-10-11,65.30854103021868
2005-10-12,65.25187418333779
2005-10-13,65.19520733645689
2005-10-14,65.13854048957602
2005-10-15,65.08187364269513
2005-10-16,65.02520679581424
2005-10-17,64.96853994893337
2005-10-18,64.91187310205248
2005-10-19,64.8552062551716
2005-10-20,64.79853940829072
2005-10-21,64.74187256140982
2005-10-22,64.68520571452895
2005-10-23,64.62853886764806
2005-10-24,64.57187202076717
2005-10-25,64.5152051738863
2005-10-26,64.45853832700541
2005-10-27,64.40187148012453
2005-10-28,64.34520463324365
2005-10-29,64.28853778636275
2005-10-30,64.23187093948187
2005-10-31,64.17520409260099
2005-11-01,64.1185372457201
2005-11-02,64.05998150394319
2005-11-03,64.00142576216628
2005-11-04,63.942870020389364
2005-11-05,63.88431427861246
2005-11-06,63.825758536835544
2005-11-07,63.76720279505862
2005-11-08,63.70864705328171
2005-11-09,63.6500913115048
2005-11-10,63.59153556972789
2005-11-11,63.53297982795097
2005-11-12,63.47442408617406
2005-11-13,63.41586834439715
2005-11-14,63.35731260262024
2005-11-15,63.29875686084332
2005-11-16,63.240201119066406
2005-11-17,63.1816453772895
2005-11-18,63.12308963551257
2005-11-19,63.064533893735664
2005-11-20,63.00597815195876
2005-11-21,62.947422410181844
2005-11-22,62.88886666840492
2005-11-23,62.83031092662801
2005-11-24,62.7717551848511
2005-11-25,62.71319944307419
2005-11-26,62.65464370129727
2005-11-27,62.59608795952036
2005-11-28,62.53753221774345
2005-11-29,62.47897647596654
2005-11-30,62.42042073418962
2005-12-01,62.361864992412706
2005-12-02,62.73019949713845
2005-12-03,63.0985340018642
2005-12-04,63.46686850658995
2005-12-05,63.835203011315684
2005-12-06,64.20353751604144
2005-12-07,64.57187202076717
2005-12-08,64.94020652549293
2005-12-09,65.30854103021868
2005-12-10,65.67687553494441
2005-12-11,66.04521003967015
2005-12-12,66.4135445443959
2005-12-13,66.78187904912164
2005-12-14,67.1502135538474
2005-12-15,67.51854805857315
2005-12-16,67.88688256329888
2005-12-17,68.25521706802462
2005-12-18,68.62355157275037
2005-12-19,68.99188607747612
2005-12-20,69.36022058220186
2005-12-21,69.72855508692761
2005-12-22,70.09688959165337
2005-12-23,70.46522409637909
2005-12-24,70.83355860110484
2005-12-25,71.20189310583059
2005-12-26,71.57022761055633
2005-12-27,71.93856211528208
2005-12-28,72.30689662000783
2005-12-29,72.67523112473359
2005-12-30,73.04356562945931
2005-12-31,73.41190013418506
2006-01-01,73.78023463891081
2006-01-02,73.58190067482772
2006-01-03,73.38356671074462
2006-01-04,73.18523274666153
2006-01-05,72.98689878257844
2006-01-06,72.78856481849535
2006-01-07,72.59023085441224
2006-01-08,72.39189689032915
2006-01-09,72.19356292624606
2006-01-10,71.99522896216297
2006-01-11,71.79689499807986
2006-01-12,71.59856103399677
2006-01-13,71.40022706991368
2006-01-14,71.20189310583059
2006-01-15,71.0035591417475
2006-01-16,70.8052251776644
2006-01-17,70.6068912135813
2006-01-18,70.40855724949822
2006-01-19,70.21022328541513
2006-01-20,70.01188932133202
2006-01-21,69.81355535724893
2006-01-22,69.61522139316585
2006-01-23,69.41688742908275
2006-01-24,69.21855346499966
2006-01-25,69.02021950091655
2006-01-26,68.82188553683348
2006-01-27,68.62355157275037
2006-01-28,68.42521760866728
2006-01-29,68.22688364458418
2006-01-30,68.0285496805011
2006-01-31,67.830215716418
2006-02-01,67.6318817523349
2006-02-02,67.69462004709588
2006-02-03,67.75735834185686
2006-02-04,67.82009663661783
2006-02-05,67.88283493137882
2006-02-06,67.9455732261398
2006-02-07,68.00831152090078
2006-02-08,68.07104981566175
2006-02-09,68.13378811042273
2006-02-10,68.1965264051837
2006-02-11,68.2592646999447
2006-02-12,68.32200299470567
2006-02-13,68.38474128946666
2006-02-14,68.44747958422764
2006-02-15,68.51021787898861
2006-02-16,68.57295617374959
2006-02-17,68.63569446851056
2006-02-18,68.69843276327154
2006-02-19,68.76117105803253
2006-02-20,68.8239093527935
2006-02-21,68.88664764755448
2006-02-22,68.94938594231546
2006-02-23,69.01212423707643
2006-02-24,69.07486253183741
2006-02-25,69.13760082659839
2006-02-26,69.20033912135938
2006-02-27,69.26307741612035
2006-02-28,69.32581571088133
2006-03-01,69.3885540056423
2006-03-02,69.30355373532099
2006-03-03,69.21855346499966
2006-03-04,69.13355319467833
2006-03-05,69.048552924357
2006-03-06,68.96355265403568
2006-03-07,68.87855238371435
2006-03-08,68.79355211339303
2006-03-09,68.70855184307169
2006-03-10,68.62355157275037
2006-03-11,68.53855130242904
2006-03-12,68.45355103210773
2006-03-13,68.3685507617864
2006-03-14,68.28355049146506
2006-03-15,68.19855022114375
2006-03-16,68.11354995082242
2006-03-17,68.0285496805011
2006-03-18,67.94354941017977
2006-03-19,67.85854913985845
2006-03-20,67.77354886953711
2006-03-21,67.68854859921579
2006-03-22,67.60354832889446
2006-03-23,67.51854805857315
2006-03-24,67.43354778825181
2006-03-25,67.34854751793048
2006-03-26,67.26354724760915
2006-03-27,67.17854697728784
2006-03-28,67.0935467069665
2006-03-29,67.00854643664519
2006-03-30,66.92354616632386
2006-03-31,66.83854589600253
2006-04-01,66.75354562568121
2006-04-02,66.89993498012349
2006-04-03,67.04632433456577
2006-04-04,67.19271368900806
2006-04-05,67.33910304345035
2006-04-06,67.48549239789261
2006-04-07,67.6318817523349
2006-04-08,67.7782711067772
2006-04-09,67.92466046121947
2006-04-10,68.07104981566175
2006-04-11,68.21743917010404
2006-04-12,68.36382852454632
2006-04-13,68.51021787898861
2006-04-14,68.65660723343089
2006-04-15,68.80299658787317
2006-04-16,68.94938594231546
2006-04-17,69.09577529675775
2006-04-18,69.24216465120001
2006-04-19,69.3885540056423
2006-04-20,69.5349433600846
2006-04-21,69.68133271452687
2006-04-22,69.82772206896915
2006-04-23,69.97411142341144
2006-04-24,70.12050077785372
2006-04-25,70.26689013229601
2006-04-26,70.41327948673829
2006-04-27,70.55966884118057
2006-04-28,70.70605819562286
2006-04-29,70.85244755006515
2006-04-30,70.99883690450741
2006-05-01,71.1452262589497
2006-05-02,71.25855995271147
2006-05-03,71.37189364647325
2006-05-04,71.48522734023501
2006-05-05,71.59856103399677
2006-05-06,71.71189472775855
2006-05-07,71.82522842152032
2006-05-08,71.93856211528208
2006-05-09,72.05189580904384
2006-05-10,72.16522950280562
2006-05-11,72.27856319656739
2006-05-12,72.39189689032915
2006-05-13,72.50523058409092
2006-05-14,72.61856427785268
2006-05-15,72.73189797161446
2006-05-16,72.84523166537622
2006-05-17,72.95856535913799
2006-05-18,73.07189905289975
2006-05-19,73.18523274666153
2006-05-20,73.2985664404233
2006-05-21,73.41190013418506
2006-05-22,73.52523382794682
2006-05-23,73.63856752170861
2006-05-24,73.75190121547037
2006-05-25,73.86523490923213
2006-05-26,73.97856860299389
2006-05-27,74.09190229675568
2006-05-28,74.20523599051744
2006-05-29,74.3185696842792
2006-05-30,74.43190337804097
2006-05-31,74.54523707180275
2006-06-01,74.6585707655645
2006-06-02,74.77568224911835
2006-06-03,74.89279373267216
2006-06-04,75.00990521622599
2006-06-05,75.12701669977982
2006-06-06,75.24412818333364
2006-06-07,75.36123966688747
2006-06-08,75.4783511504413
2006-06-09,75.59546263399511
2006-06-10,75.71257411754895
2006-06-11,75.82968560110277
2006-06-12,75.94679708465661
2006-06-13,76.06390856821042
2006-06-14,76.18102005176425
2006-06-15,76.29813153531808
2006-06-16,76.4152430188719
2006-06-17,76.53235450242575
2006-06-18,76.64946598597956
2006-06-19,76.76657746953339
2006-06-20,76.88368895308722
2006-06-21,77.00080043664104
2006-06-22,77.11791192019487
2006-06-23,77.2350234037487
2006-06-24,77.35213488730251
2006-06-25,77.46924637085635
2006-06-26,77.58635785441017
2006-06-27,77.70346933796401
2006-06-28,77.82058082151782
2006-06-29,77.93769230507165
2006-06-30,78.05480378862548
2006-07-01,78.1719152721793
2006-07-02,78.20024869561975
2006-07-03,78.22858211906019
2006-07-04,78.25691554250064
2006-07-05,78.28524896594108
2006-07-06,78.31358238938151
2006-07-07,78.34191581282195
2006-07-08,78.3702492362624
2006-07-09,78.39858265970285
2006-07-10,78.4269160831433
2006-07-11,78.45524950658373
2006-07-12,78.48358293002417
2006-07-13,78.51191635346461
2006-07-14,78.54024977690506
2006-07-15,78.5685832003455
2006-07-16,78.59691662378594
2006-07-17,78.62525004722637
2006-07-18,78.65358347066682
2006-07-19,78.68191689410726
2006-07-20,78.7102503175477
