date,financial planning 
2004-07-05,68.87963162884792
2004-07-06,68.73021811121485
2004-07-07,68.58080459358177
2004-07-08,68.4313910759487
2004-07-09,68.28197755831562
2004-07-10,68.13256404068255
2004-07-11,67.98315052304946
2004-07-12,67.8337370054164
2004-07-13,67.68432348778332
2004-07-14,67.53490997015024
2004-07-15,67.38549645251717
2004-07-16,67.23608293488408
2004-07-17,67.08666941725102
2004-07-18,66.93725589961794
2004-07-19,66.78784238198486
2004-07-20,66.6384288643518
2004-07-21,66.4890153467187
2004-07-22,66.33960182908564
2004-07-23,66.19018831145256
2004-07-24,66.04077479381948
2004-07-25,65.89136127618642
2004-07-26,65.74194775855332
2004-07-27,65.59253424092026
2004-07-28,65.44312072328718
2004-07-29,65.2937072056541
2004-07-30,65.14429368802104
2004-07-31,64.99488017038794
2004-08-01,64.84546665275488
2004-08-02,64.89527115863257
2004-08-03,64.94507566451026
2004-08-04,64.99488017038794
2004-08-05,65.04468467626565
2004-08-06,65.09448918214333
2004-08-07,65.14429368802104
2004-08-08,65.19409819389872
2004-08-09,65.24390269977641
2004-08-10,65.2937072056541
2004-08-11,65.34351171153179
2004-08-12,65.39331621740948
2004-08-13,65.44312072328718
2004-08-14,65.49292522916488
2004-08-15,65.54272973504257
2004-08-16,65.59253424092026
2004-08-17,65.64233874679795
2004-08-18,65.69214325267563
2004-08-19,65.74194775855332
2004-08-20,65.79175226443103
2004-08-21,65.84155677030871
2004-08-22,65.89136127618642
2004-08-23,65.9411657820641
2004-08-24,65.99097028794179
2004-08-25,66.04077479381948
2004-08-26,66.09057929969717
2004-08-27,66.14038380557486
2004-08-28,66.19018831145256
2004-08-29,66.23999281733026
2004-08-30,66.28979732320795
2004-08-31,66.33960182908564
2004-09-01,66.38940633496333
2004-09-02,66.20928003870567
2004-09-03,66.02915374244802
2004-09-04,65.84902744619036
2004-09-05,65.66890114993271
2004-09-06,65.48877485367507
2004-09-07,65.30864855741741
2004-09-08,65.12852226115976
2004-09-09,64.94839596490212
2004-09-10,64.76826966864446
2004-09-11,64.58814337238681
2004-09-12,64.40801707612916
2004-09-13,64.2278907798715
2004-09-14,64.04776448361385
2004-09-15,63.86763818735619
2004-09-16,63.68751189109854
2004-09-17,63.50738559484089
2004-09-18,63.327259298583236
2004-09-19,63.14713300232558
2004-09-20,62.96700670606793
2004-09-21,62.78688040981027
2004-09-22,62.60675411355262
2004-09-23,62.42662781729497
2004-09-24,62.246501521037324
2004-09-25,62.06637522477967
2004-09-26,61.88624892852202
2004-09-27,61.70612263226437
2004-09-28,61.52599633600671
2004-09-29,61.34587003974906
2004-09-30,61.165743743491404
2004-10-01,60.98561744723376
2004-10-02,60.886008435478374
2004-10-03,60.78639942372298
2004-10-04,60.6867904119676
2004-10-05,60.587181400212216
2004-10-06,60.48757238845684
2004-10-07,60.38796337670144
2004-10-08,60.288354364946066
2004-10-09,60.18874535319068
2004-10-10,60.0891363414353
2004-10-11,59.98952732967991
2004-10-12,59.88991831792453
2004-10-13,59.79030930616915
2004-10-14,59.690700294413766
2004-10-15,59.591091282658375
2004-10-16,59.49148227090299
2004-10-17,59.391873259147616
2004-10-18,59.29226424739223
2004-10-19,59.19265523563684
2004-10-20,59.09304622388146
2004-10-21,58.99343721212608
2004-10-22,58.8938282003707
2004-10-23,58.79421918861531
2004-10-24,58.694610176859925
2004-10-25,58.59500116510454
2004-10-26,58.495392153349165
2004-10-27,58.39578314159377
2004-10-28,58.29617412983839
2004-10-29,58.19656511808301
2004-10-30,58.096956106327625
2004-10-31,57.997347094572234
2004-11-01,57.89773808281686
2004-11-02,57.79480877066962
2004-11-03,57.69187945852239
2004-11-04,57.58895014637516
2004-11-05,57.486020834227936
2004-11-06,57.383091522080704
2004-11-07,57.28016220993348
2004-11-08,57.17723289778624
2004-11-09,57.074303585639015
2004-11-10,56.97137427349178
2004-11-11,56.86844496134456
2004-11-12,56.765515649197326
2004-11-13,56.6625863370501
2004-11-14,56.55965702490286
2004-11-15,56.456727712755644
2004-11-16,56.353798400608405
2004-11-17,56.25086908846117
2004-11-18,56.14793977631395
2004-11-19,56.04501046416671
2004-11-20,55.94208115201949
2004-11-21,55.83915183987225
2004-11-22,55.736222527725026
2004-11-23,55.633293215577794
2004-11-24,55.53036390343057
2004-11-25,55.42743459128334
2004-11-26,55.32450527913611
2004-11-27,55.22157596698887
2004-11-28,55.11864665484165
2004-11-29,55.015717342694415
2004-11-30,54.91278803054719
2004-12-01,54.80985871839996
2004-12-02,55.033978994849576
2004-12-03,55.25809927129918
2004-12-04,55.4822195477488
2004-12-05,55.70633982419841
2004-12-06,55.93046010064803
2004-12-07,56.15458037709763
2004-12-08,56.37870065354725
2004-12-09,56.60282092999687
2004-12-10,56.82694120644648
2004-12-11,57.051061482896095
2004-12-12,57.2751817593457
2004-12-13,57.49930203579532
2004-12-14,57.723422312244935
2004-12-15,57.947542588694546
2004-12-16,58.171662865144164
2004-12-17,58.39578314159377
2004-12-18,58.619903418043386
2004-12-19,58.844023694492996
2004-12-20,59.068143970942614
2004-12-21,59.29226424739223
2004-12-22,59.51638452384184
2004-12-23,59.74050480029146
2004-12-24,59.964625076741065
2004-12-25,60.18874535319068
2004-12-26,60.4128656296403
2004-12-27,60.63698590608991
2004-12-28,60.86110618253953
2004-12-29,61.08522645898913
2004-12-30,61.30934673543875
2004-12-31,61.53346701188836
2005-01-01,61.75758728833798
2005-01-02,61.732685035399136
2005-01-03,61.707782782460285
2005-01-04,61.68288052952144
2005-01-05,61.6579782765826
2005-01-06,61.63307602364375
2005-01-07,61.60817377070491
2005-01-08,61.583271517766065
2005-01-09,61.558369264827206
2005-01-10,61.53346701188836
2005-01-11,61.50856475894952
2005-01-12,61.48366250601067
2005-01-13,61.45876025307182
2005-01-14,61.43385800013298
2005-01-15,61.408955747194135
2005-01-16,61.38405349425529
2005-01-17,61.35915124131645
2005-01-18,61.334248988377595
2005-01-19,61.30934673543875
2005-01-20,61.28444448249991
2005-01-21,61.25954222956106
2005-01-22,61.23463997662222
2005-01-23,61.209737723683375
2005-01-24,61.184835470744524
2005-01-25,61.15993321780567
2005-01-26,61.13503096486683
2005-01-27,61.11012871192798
2005-01-28,61.08522645898913
2005-01-29,61.06032420605029
2005-01-30,61.035421953111445
2005-01-31,61.0105197001726
2005-02-01,60.98561744723376
2005-02-02,60.87533604136173
2005-02-03,60.76505463548968
2005-02-04,60.65477322961765
2005-02-05,60.54449182374562
2005-02-06,60.4342104178736
2005-02-07,60.32392901200156
2005-02-08,60.21364760612953
2005-02-09,60.1033662002575
2005-02-10,59.99308479438546
2005-02-11,59.88280338851343
2005-02-12,59.7725219826414
2005-02-13,59.66224057676937
2005-02-14,59.551959170897334
2005-02-15,59.441677765025304
2005-02-16,59.331396359153274
2005-02-17,59.22111495328124
2005-02-18,59.11083354740921
2005-02-19,59.00055214153718
2005-02-20,58.89027073566515
2005-02-21,58.77998932979311
2005-02-22,58.66970792392108
2005-02-23,58.55942651804905
2005-02-24,58.449145112177014
2005-02-25,58.338863706304984
2005-02-26,58.228582300432954
2005-02-27,58.118300894560925
2005-02-28,58.00801948868888
2005-03-01,57.89773808281686
2005-03-02,57.89773808281686
2005-03-03,57.89773808281686
2005-03-04,57.89773808281686
2005-03-05,57.89773808281686
2005-03-06,57.89773808281686
2005-03-07,57.89773808281686
2005-03-08,57.89773808281686
2005-03-09,57.89773808281686
2005-03-10,57.89773808281686
2005-03-11,57.89773808281686
2005-03-12,57.89773808281686
2005-03-13,57.89773808281686
2005-03-14,57.89773808281686
2005-03-15,57.89773808281686
2005-03-16,57.89773808281686
2005-03-17,57.89773808281686
2005-03-18,57.89773808281686
2005-03-19,57.89773808281686
2005-03-20,57.89773808281686
2005-03-21,57.89773808281686
2005-03-22,57.89773808281686
2005-03-23,57.89773808281686
2005-03-24,57.89773808281686
2005-03-25,57.89773808281686
2005-03-26,57.89773808281686
2005-03-27,57.89773808281686
2005-03-28,57.89773808281686
2005-03-29,57.89773808281686
2005-03-30,57.89773808281686
2005-03-31,57.89773808281686
2005-04-01,57.89773808281686
2005-04-02,57.820541098706435
2005-04-03,57.743344114596006
2005-04-04,57.66614713048559
2005-04-05,57.58895014637516
2005-04-06,57.51175316226474
2005-04-07,57.434556178154324
2005-04-08,57.357359194043894
2005-04-09,57.28016220993348
2005-04-10,57.20296522582305
2005-04-11,57.12576824171263
2005-04-12,57.04857125760221
2005-04-13,56.97137427349178
2005-04-14,56.89417728938137
2005-04-15,56.81698030527094
2005-04-16,56.739783321160516
2005-04-17,56.6625863370501
2005-04-18,56.58538935293967
2005-04-19,56.50819236882925
2005-04-20,56.43099538471883
2005-04-21,56.353798400608405
2005-04-22,56.27660141649799
2005-04-23,56.19940443238756
2005-04-24,56.12220744827714
2005-04-25,56.04501046416671
2005-04-26,55.96781348005629
2005-04-27,55.89061649594588
2005-04-28,55.81341951183545
2005-04-29,55.736222527725026
2005-04-30,55.6590255436146
2005-05-01,55.58182855950418
2005-05-02,55.63163306538187
2005-05-03,55.681437571259565
2005-05-04,55.73124207713725
2005-05-05,55.781046583014955
2005-05-06,55.83085108889264
2005-05-07,55.88065559477033
2005-05-08,55.93046010064803
2005-05-09,55.980264606525715
2005-05-10,56.0300691124034
2005-05-11,56.0798736182811
2005-05-12,56.12967812415879
2005-05-13,56.17948263003649
2005-05-14,56.22928713591418
2005-05-15,56.27909164179187
2005-05-16,56.32889614766956
2005-05-17,56.37870065354725
2005-05-18,56.428505159424944
2005-05-19,56.47830966530263
2005-05-20,56.52811417118032
2005-05-21,56.57791867705802
2005-05-22,56.62772318293571
2005-05-23,56.677527688813406
2005-05-24,56.727332194691094
2005-05-25,56.77713670056878
2005-05-26,56.82694120644648
2005-05-27,56.876745712324166
2005-05-28,56.926550218201854
2005-05-29,56.976354724079556
2005-05-30,57.02615922995725
2005-05-31,57.07596373583494
2005-06-01,57.12576824171263
2005-06-02,57.20296522582305
2005-06-03,57.28016220993348
2005-06-04,57.357359194043894
2005-06-05,57.434556178154324
2005-06-06,57.51175316226474
2005-06-07,57.58895014637516
2005-06-08,57.66614713048559
2005-06-09,57.743344114596006
2005-06-10,57.820541098706435
2005-06-11,57.89773808281686
2005-06-12,57.97493506692727
2005-06-13,58.0521320510377
2005-06-14,58.12932903514812
2005-06-15,58.20652601925855
2005-06-16,58.28372300336897
2005-06-17,58.360919987479384
2005-06-18,58.438116971589814
2005-06-19,58.51531395570023
2005-06-20,58.59251093981066
2005-06-21,58.66970792392108
2005-06-22,58.746904908031496
2005-06-23,58.824101892141925
2005-06-24,58.90129887625235
2005-06-25,58.97849586036278
2005-06-26,59.05569284447319
2005-06-27,59.13288982858361
2005-06-28,59.21008681269404
2005-06-29,59.28728379680446
2005-06-30,59.36448078091489
2005-07-01,59.441677765025304
2005-07-02,59.46658001796415
2005-07-03,59.49148227090299
2005-07-04,59.51638452384184
2005-07-05,59.54128677678069
2005-07-06,59.56618902971953
2005-07-07,59.591091282658375
2005-07-08,59.61599353559722
2005-07-09,59.64089578853608
2005-07-10,59.66579804147492
2005-07-11,59.690700294413766
2005-07-12,59.71560254735261
2005-07-13,59.74050480029146
2005-07-14,59.765407053230305
2005-07-15,59.79030930616915
2005-07-16,59.81521155910799
2005-07-17,59.84011381204684
2005-07-18,59.86501606498568
2005-07-19,59.88991831792453
2005-07-20,59.91482057086338
2005-07-21,59.93972282380222
2005-07-22,59.964625076741065
2005-07-23,59.98952732967991
2005-07-24,60.01442958261875
2005-07-25,60.03933183555761
2005-07-26,60.064234088496455
2005-07-27,60.0891363414353
2005-07-28,60.11403859437415
2005-07-29,60.138940847312995
2005-07-30,60.16384310025184
2005-07-31,60.18874535319068
2005-08-01,60.21364760612953
2005-08-02,60.064234088496455
2005-08-03,59.91482057086338
2005-08-04,59.765407053230305
2005-08-05,59.61599353559722
2005-08-06,59.46658001796415
2005-08-07,59.317166500331076
2005-08-08,59.167752982698
2005-08-09,59.018339465064926
2005-08-10,58.868925947431855
2005-08-11,58.71951242979877
2005-08-12,58.5700989121657
2005-08-13,58.42068539453262
2005-08-14,58.27127187689955
2005-08-15,58.121858359266476
2005-08-16,57.97244484163339
2005-08-17,57.82303132400032
2005-08-18,57.67361780636724
2005-08-19,57.52420428873417
2005-08-20,57.3747907711011
2005-08-21,57.22537725346801
2005-08-22,57.07596373583494
2005-08-23,56.926550218201854
2005-08-24,56.77713670056878
2005-08-25,56.62772318293571
2005-08-26,56.47830966530263
2005-08-27,56.32889614766956
2005-08-28,56.17948263003649
2005-08-29,56.0300691124034
2005-08-30,55.88065559477033
2005-08-31,55.73124207713725
2005-09-01,55.58182855950418
2005-09-02,55.53036390343057
2005-09-03,55.47889924735694
2005-09-04,55.42743459128334
2005-09-05,55.375969935209724
2005-09-06,55.32450527913611
2005-09-07,55.273040623062485
2005-09-08,55.22157596698887
2005-09-09,55.17011131091526
2005-09-10,55.11864665484165
2005-09-11,55.06718199876803
2005-09-12,55.015717342694415
2005-09-13,54.9642526866208
2005-09-14,54.91278803054719
2005-09-15,54.86132337447357
2005-09-16,54.80985871839996
2005-09-17,54.758394062326346
2005-09-18,54.70692940625272
2005-09-19,54.65546475017911
2005-09-20,54.604000094105494
2005-09-21,54.55253543803188
2005-09-22,54.50107078195826
2005-09-23,54.44960612588465
2005-09-24,54.39814146981104
2005-09-25,54.346676813737425
2005-09-26,54.295212157663805
2005-09-27,54.24374750159019
2005-09-28,54.19228284551658
2005-09-29,54.14081818944297
2005-09-30,54.08935353336934
2005-10-01,54.03788887729573
2005-10-02,53.98808437141804
2005-10-03,53.93827986554035
2005-10-04,53.88847535966266
2005-10-05,53.83867085378496
2005-10-06,53.788866347907266
2005-10-07,53.73906184202958
2005-10-08,53.68925733615189
2005-10-09,53.639452830274195
2005-10-10,53.58964832439651
2005-10-11,53.53984381851882
2005-10-12,53.49003931264112
2005-10-13,53.44023480676342
2005-10-14,53.39043030088573
2005-10-15,53.340625795008044
2005-10-16,53.29082128913035
2005-10-17,53.24101678325266
2005-10-18,53.19121227737497
2005-10-19,53.14140777149728
2005-10-20,53.09160326561959
2005-10-21,53.04179875974189
2005-10-22,52.9919942538642
2005-10-23,52.942189747986504
2005-10-24,52.892385242108816
2005-10-25,52.84258073623113
2005-10-26,52.79277623035343
2005-10-27,52.742971724475744
2005-10-28,52.693167218598056
2005-10-29,52.643362712720354
2005-10-30,52.593558206842665
2005-10-31,52.54375370096497
2005-11-01,52.49394919508728
2005-11-02,52.23662591471921
2005-11-03,51.97930263435113
2005-11-04,51.72197935398306
2005-11-05,51.46465607361498
2005-11-06,51.207332793246906
2005-11-07,50.95000951287883
2005-11-08,50.69268623251076
2005-11-09,50.435362952142675
2005-11-10,50.178039671774606
2005-11-11,49.920716391406536
2005-11-12,49.66339311103845
2005-11-13,49.40606983067038
2005-11-14,49.148746550302306
2005-11-15,48.891423269934236
2005-11-16,48.63409998956616
2005-11-17,48.37677670919808
2005-11-18,48.11945342883001
2005-11-19,47.86213014846194
2005-11-20,47.60480686809386
2005-11-21,47.34748358772578
2005-11-22,47.090160307357706
2005-11-23,46.83283702698963
2005-11-24,46.57551374662156
2005-11-25,46.31819046625348
2005-11-26,46.06086718588541
2005-11-27,45.80354390551734
2005-11-28,45.54622062514926
2005-11-29,45.288897344781184
2005-11-30,45.031574064413114
2005-12-01,44.77425078404504
2005-12-02,45.17268683106657
2005-12-03,45.571122878088104
2005-12-04,45.96955892510964
2005-12-05,46.36799497213117
2005-12-06,46.76643101915271
2005-12-07,47.164867066174246
2005-12-08,47.56330311319578
2005-12-09,47.96173916021731
2005-12-10,48.36017520723885
2005-12-11,48.75861125426039
2005-12-12,49.15704730128193
2005-12-13,49.555483348303454
2005-12-14,49.95391939532499
2005-12-15,50.35235544234652
2005-12-16,50.75079148936806
2005-12-17,51.149227536389596
2005-12-18,51.54766358341114
2005-12-19,51.94609963043268
2005-12-20,52.34453567745421
2005-12-21,52.742971724475744
2005-12-22,53.14140777149728
2005-12-23,53.53984381851882
2005-12-24,53.93827986554035
2005-12-25,54.336715912561885
2005-12-26,54.73515195958342
2005-12-27,55.13358800660495
2005-12-28,55.53202405362649
2005-12-29,55.93046010064803
2005-12-30,56.32889614766956
2005-12-31,56.727332194691094
2006-01-01,57.12576824171263
2006-01-02,57.12576824171263
2006-01-03,57.12576824171263
2006-01-04,57.12576824171263
2006-01-05,57.12576824171263
2006-01-06,57.12576824171263
2006-01-07,57.12576824171263
2006-01-08,57.12576824171263
2006-01-09,57.12576824171263
2006-01-10,57.12576824171263
2006-01-11,57.12576824171263
2006-01-12,57.12576824171263
2006-01-13,57.12576824171263
2006-01-14,57.12576824171263
2006-01-15,57.12576824171263
2006-01-16,57.12576824171263
2006-01-17,57.12576824171263
2006-01-18,57.12576824171263
2006-01-19,57.12576824171263
2006-01-20,57.12576824171263
2006-01-21,57.12576824171263
2006-01-22,57.12576824171263
2006-01-23,57.12576824171263
2006-01-24,57.12576824171263
2006-01-25,57.12576824171263
2006-01-26,57.12576824171263
2006-01-27,57.12576824171263
2006-01-28,57.12576824171263
2006-01-29,57.12576824171263
2006-01-30,57.12576824171263
2006-01-31,57.12576824171263
2006-02-01,57.12576824171263
2006-02-02,56.87763507850056
2006-02-03,56.629501915288486
2006-02-04,56.38136875207642
2006-02-05,56.13323558886434
2006-02-06,55.88510242565226
2006-02-07,55.636969262440196
2006-02-08,55.38883609922812
2006-02-09,55.140702936016055
2006-02-10,54.89256977280398
2006-02-11,54.644436609591914
2006-02-12,54.39630344637983
2006-02-13,54.14817028316776
2006-02-14,53.90003711995569
2006-02-15,53.65190395674362
2006-02-16,53.40377079353155
2006-02-17,53.155637630319475
2006-02-18,52.90750446710741
2006-02-19,52.65937130389533
2006-02-20,52.41123814068325
2006-02-21,52.163104977471185
2006-02-22,51.91497181425911
2006-02-23,51.666838651047044
2006-02-24,51.41870548783497
2006-02-25,51.1705723246229
2006-02-26,50.92243916141082
2006-02-27,50.67430599819875
2006-02-28,50.42617283498668
2006-03-01,50.178039671774606
2006-03-02,50.178039671774606
2006-03-03,50.178039671774606
2006-03-04,50.178039671774606
2006-03-05,50.178039671774606
2006-03-06,50.178039671774606
2006-03-07,50.178039671774606
2006-03-08,50.178039671774606
2006-03-09,50.178039671774606
2006-03-10,50.178039671774606
2006-03-11,50.178039671774606
2006-03-12,50.178039671774606
2006-03-13,50.178039671774606
2006-03-14,50.178039671774606
2006-03-15,50.178039671774606
2006-03-16,50.178039671774606
2006-03-17,50.178039671774606
2006-03-18,50.178039671774606
2006-03-19,50.178039671774606
2006-03-20,50.178039671774606
2006-03-21,50.178039671774606
2006-03-22,50.178039671774606
2006-03-23,50.178039671774606
2006-03-24,50.178039671774606
2006-03-25,50.178039671774606
2006-03-26,50.178039671774606
2006-03-27,50.178039671774606
2006-03-28,50.178039671774606
2006-03-29,50.178039671774606
2006-03-30,50.178039671774606
2006-03-31,50.178039671774606
2006-04-01,50.178039671774606
2006-04-02,50.203771999811416
2006-04-03,50.22950432784822
2006-04-04,50.25523665588503
2006-04-05,50.280968983921845
2006-04-06,50.30670131195865
2006-04-07,50.33243363999546
2006-04-08,50.35816596803226
2006-04-09,50.38389829606907
2006-04-10,50.40963062410587
2006-04-11,50.435362952142675
2006-04-12,50.461095280179485
2006-04-13,50.4868276082163
2006-04-14,50.512559936253105
2006-04-15,50.538292264289915
2006-04-16,50.56402459232672
2006-04-17,50.58975692036353
2006-04-18,50.61548924840033
2006-04-19,50.64122157643714
2006-04-20,50.66695390447396
2006-04-21,50.69268623251076
2006-04-22,50.71841856054757
2006-04-23,50.74415088858437
2006-04-24,50.76988321662118
2006-04-25,50.795615544657984
2006-04-26,50.821347872694794
2006-04-27,50.8470802007316
2006-04-28,50.872812528768414
2006-04-29,50.89854485680522
2006-04-30,50.924277184842026
2006-05-01,50.95000951287883
2006-05-02,50.925107259939985
2006-05-03,50.90020500700114
2006-05-04,50.8753027540623
2006-05-05,50.85040050112345
2006-05-06,50.82549824818461
2006-05-07,50.80059599524576
2006-05-08,50.77569374230691
2006-05-09,50.75079148936806
2006-05-10,50.72588923642921
2006-05-11,50.70098698349037
2006-05-12,50.67608473055152
2006-05-13,50.65118247761268
2006-05-14,50.626280224673835
2006-05-15,50.60137797173499
2006-05-16,50.57647571879614
2006-05-17,50.551573465857295
2006-05-18,50.52667121291845
2006-05-19,50.50176895997961
2006-05-20,50.47686670704076
2006-05-21,50.45196445410192
2006-05-22,50.42706220116307
2006-05-23,50.402159948224224
2006-05-24,50.37725769528538
2006-05-25,50.35235544234652
2006-05-26,50.32745318940768
2006-05-27,50.30255093646883
2006-05-28,50.27764868352999
2006-05-29,50.252746430591145
2006-05-30,50.2278441776523
2006-05-31,50.20294192471345
2006-06-01,50.178039671774606
2006-06-02,50.178039671774606
2006-06-03,50.178039671774606
2006-06-04,50.178039671774606
2006-06-05,50.178039671774606
2006-06-06,50.178039671774606
2006-06-07,50.178039671774606
2006-06-08,50.178039671774606
2006-06-09,50.178039671774606
2006-06-10,50.178039671774606
2006-06-11,50.178039671774606
2006-06-12,50.178039671774606
2006-06-13,50.178039671774606
2006-06-14,50.178039671774606
2006-06-15,50.178039671774606
2006-06-16,50.178039671774606
2006-06-17,50.178039671774606
2006-06-18,50.178039671774606
2006-06-19,50.178039671774606
2006-06-20,50.178039671774606
2006-06-21,50.178039671774606
2006-06-22,50.178039671774606
2006-06-23,50.178039671774606
2006-06-24,50.178039671774606
2006-06-25,50.178039671774606
2006-06-26,50.178039671774606
2006-06-27,50.178039671774606
2006-06-28,50.178039671774606
2006-06-29,50.178039671774606
2006-06-30,50.178039671774606
2006-07-01,50.178039671774606
2006-07-02,50.20294192471345
2006-07-03,50.2278441776523
2006-07-04,50.252746430591145
2006-07-05,50.27764868352999
2006-07-06,50.30255093646883
2006-07-07,50.32745318940768
2006-07-08,50.35235544234652
2006-07-09,50.37725769528538
2006-07-10,50.402159948224224
2006-07-11,50.42706220116307
2006-07-12,50.45196445410192
2006-07-13,50.47686670704076
2006-07-14,50.50176895997961
2006-07-15,50.52667121291845
2006-07-16,50.551573465857295
2006-07-17,50.57647571879614
2006-07-18,50.60137797173499
2006-07-19,50.626280224673835
2006-07-20,50.65118247761268
