date,auto buyers 
2004-04-02,12.742891467307246
2004-04-03,12.653780338165237
2004-04-04,12.56466920902323
2004-04-05,12.47555807988122
2004-04-06,12.386446950739211
2004-04-07,12.297335821597203
2004-04-08,12.208224692455193
2004-04-09,12.119113563313185
2004-04-10,12.030002434171177
2004-04-11,11.940891305029167
2004-04-12,11.851780175887159
2004-04-13,11.76266904674515
2004-04-14,11.67355791760314
2004-04-15,11.584446788461133
2004-04-16,11.495335659319124
2004-04-17,11.406224530177115
2004-04-18,11.317113401035106
2004-04-19,11.228002271893098
2004-04-20,11.138891142751088
2004-04-21,11.04978001360908
2004-04-22,10.960668884467072
2004-04-23,10.871557755325062
2004-04-24,10.782446626183054
2004-04-25,10.693335497041046
2004-04-26,10.604224367899036
2004-04-27,10.515113238757028
2004-04-28,10.42600210961502
2004-04-29,10.33689098047301
2004-04-30,10.247779851331002
2004-05-01,10.158668722188994
2004-05-02,10.15004506453009
2004-05-03,10.141421406871185
2004-05-04,10.132797749212282
2004-05-05,10.124174091553376
2004-05-06,10.115550433894473
2004-05-07,10.106926776235568
2004-05-08,10.098303118576665
2004-05-09,10.089679460917761
2004-05-10,10.081055803258858
2004-05-11,10.072432145599953
2004-05-12,10.06380848794105
2004-05-13,10.055184830282144
2004-05-14,10.046561172623239
2004-05-15,10.037937514964336
2004-05-16,10.029313857305432
2004-05-17,10.020690199646529
2004-05-18,10.012066541987624
2004-05-19,10.00344288432872
2004-05-20,9.994819226669817
2004-05-21,9.986195569010912
2004-05-22,9.977571911352006
2004-05-23,9.968948253693103
2004-05-24,9.9603245960342
2004-05-25,9.951700938375296
2004-05-26,9.943077280716391
2004-05-27,9.934453623057488
2004-05-28,9.925829965398584
2004-05-29,9.91720630773968
2004-05-30,9.908582650080774
2004-05-31,9.89995899242187
2004-06-01,9.891335334762967
2004-06-02,9.895790891220066
2004-06-03,9.900246447677167
2004-06-04,9.904702004134268
2004-06-05,9.90915756059137
2004-06-06,9.91361311704847
2004-06-07,9.91806867350557
2004-06-08,9.92252422996267
2004-06-09,9.926979786419771
2004-06-10,9.93143534287687
2004-06-11,9.935890899333971
2004-06-12,9.94034645579107
2004-06-13,9.944802012248173
2004-06-14,9.949257568705272
2004-06-15,9.953713125162373
2004-06-16,9.958168681619474
2004-06-17,9.962624238076573
2004-06-18,9.967079794533674
2004-06-19,9.971535350990774
2004-06-20,9.975990907447876
2004-06-21,9.980446463904977
2004-06-22,9.984902020362076
2004-06-23,9.989357576819177
2004-06-24,9.993813133276277
2004-06-25,9.998268689733377
2004-06-26,10.002724246190477
2004-06-27,10.007179802647578
2004-06-28,10.01163535910468
2004-06-29,10.01609091556178
2004-06-30,10.02054647201888
2004-07-01,10.02500202847598
2004-07-02,10.132797749212282
2004-07-03,10.240593469948582
2004-07-04,10.348389190684882
2004-07-05,10.456184911421182
2004-07-06,10.563980632157485
2004-07-07,10.671776352893787
2004-07-08,10.779572073630085
2004-07-09,10.887367794366387
2004-07-10,10.995163515102687
2004-07-11,11.102959235838988
2004-07-12,11.21075495657529
2004-07-13,11.31855067731159
2004-07-14,11.426346398047892
2004-07-15,11.534142118784192
2004-07-16,11.641937839520493
2004-07-17,11.749733560256795
2004-07-18,11.857529280993093
2004-07-19,11.965325001729395
2004-07-20,12.073120722465697
2004-07-21,12.180916443201998
2004-07-22,12.288712163938298
2004-07-23,12.396507884674598
2004-07-24,12.5043036054109
2004-07-25,12.6120993261472
2004-07-26,12.7198950468835
2004-07-27,12.827690767619803
2004-07-28,12.935486488356103
2004-07-29,13.043282209092403
2004-07-30,13.151077929828705
2004-07-31,13.258873650565006
2004-08-01,13.366669371301306
2004-08-02,13.24593816407665
2004-08-03,13.125206956851992
2004-08-04,13.004475749627337
2004-08-05,12.88374454240268
2004-08-06,12.763013335178021
2004-08-07,12.642282127953365
2004-08-08,12.521550920728707
2004-08-09,12.400819713504053
2004-08-10,12.280088506279395
2004-08-11,12.159357299054737
2004-08-12,12.03862609183008
2004-08-13,11.917894884605422
2004-08-14,11.797163677380768
2004-08-15,11.67643247015611
2004-08-16,11.555701262931452
2004-08-17,11.434970055706795
2004-08-18,11.314238848482137
2004-08-19,11.193507641257483
2004-08-20,11.072776434032825
2004-08-21,10.952045226808167
2004-08-22,10.83131401958351
2004-08-23,10.710582812358853
2004-08-24,10.589851605134196
2004-08-25,10.46912039790954
2004-08-26,10.348389190684882
2004-08-27,10.227657983460226
2004-08-28,10.106926776235568
2004-08-29,9.986195569010912
2004-08-30,9.865464361786255
2004-08-31,9.744733154561597
2004-09-01,9.624001947336941
2004-09-02,9.61954639087984
2004-09-03,9.615090834422741
2004-09-04,9.61063527796564
2004-09-05,9.60617972150854
2004-09-06,9.601724165051438
2004-09-07,9.597268608594337
2004-09-08,9.592813052137238
2004-09-09,9.588357495680137
2004-09-10,9.583901939223038
2004-09-11,9.579446382765937
2004-09-12,9.574990826308836
2004-09-13,9.570535269851735
2004-09-14,9.566079713394634
2004-09-15,9.561624156937535
2004-09-16,9.557168600480434
2004-09-17,9.552713044023335
2004-09-18,9.548257487566234
2004-09-19,9.543801931109133
2004-09-20,9.539346374652032
2004-09-21,9.534890818194931
2004-09-22,9.530435261737832
2004-09-23,9.525979705280731
2004-09-24,9.52152414882363
2004-09-25,9.517068592366531
2004-09-26,9.51261303590943
2004-09-27,9.508157479452331
2004-09-28,9.503701922995228
2004-09-29,9.499246366538129
2004-09-30,9.494790810081028
2004-10-01,9.490335253623927
2004-10-02,9.45152879415886
2004-10-03,9.412722334693791
2004-10-04,9.373915875228722
2004-10-05,9.335109415763656
2004-10-06,9.296302956298586
2004-10-07,9.257496496833518
2004-10-08,9.21869003736845
2004-10-09,9.17988357790338
2004-10-10,9.141077118438313
2004-10-11,9.102270658973245
2004-10-12,9.063464199508177
2004-10-13,9.024657740043109
2004-10-14,8.98585128057804
2004-10-15,8.947044821112971
2004-10-16,8.908238361647904
2004-10-17,8.869431902182836
2004-10-18,8.830625442717766
2004-10-19,8.7918189832527
2004-10-20,8.75301252378763
2004-10-21,8.71420606432256
2004-10-22,8.675399604857494
2004-10-23,8.636593145392425
2004-10-24,8.597786685927357
2004-10-25,8.558980226462289
2004-10-26,8.52017376699722
2004-10-27,8.481367307532151
2004-10-28,8.442560848067084
2004-10-29,8.403754388602014
2004-10-30,8.364947929136946
2004-10-31,8.326141469671878
2004-11-01,8.28733501020681
2004-11-02,8.238323889178705
2004-11-03,8.1893127681506
2004-11-04,8.140301647122495
2004-11-05,8.09129052609439
2004-11-06,8.042279405066285
2004-11-07,7.993268284038181
2004-11-08,7.944257163010076
2004-11-09,7.895246041981973
2004-11-10,7.846234920953868
2004-11-11,7.797223799925763
2004-11-12,7.748212678897658
2004-11-13,7.699201557869553
2004-11-14,7.650190436841448
2004-11-15,7.601179315813344
2004-11-16,7.552168194785239
2004-11-17,7.503157073757134
2004-11-18,7.454145952729029
2004-11-19,7.405134831700924
2004-11-20,7.356123710672819
2004-11-21,7.307112589644714
2004-11-22,7.258101468616609
2004-11-23,7.209090347588505
2004-11-24,7.1600792265604
2004-11-25,7.111068105532295
2004-11-26,7.062056984504191
2004-11-27,7.013045863476086
2004-11-28,6.964034742447981
2004-11-29,6.915023621419876
2004-11-30,6.866012500391771
2004-12-01,6.817001379363666
2004-12-02,6.877366982975995
2004-12-03,6.937732586588324
2004-12-04,6.998098190200651
2004-12-05,7.05846379381298
2004-12-06,7.1188293974253085
2004-12-07,7.1791950010376375
2004-12-08,7.2395606046499665
2004-12-09,7.299926208262294
2004-12-10,7.360291811874623
2004-12-11,7.420657415486951
2004-12-12,7.48102301909928
2004-12-13,7.541388622711609
2004-12-14,7.601754226323936
2004-12-15,7.662119829936265
2004-12-16,7.722485433548593
2004-12-17,7.782851037160922
2004-12-18,7.843216640773251
2004-12-19,7.9035822443855785
2004-12-20,7.963947847997908
2004-12-21,8.024313451610237
2004-12-22,8.084679055222564
2004-12-23,8.145044658834893
2004-12-24,8.205410262447222
2004-12-25,8.265775866059549
2004-12-26,8.326141469671878
2004-12-27,8.386507073284207
2004-12-28,8.446872676896536
2004-12-29,8.507238280508865
2004-12-30,8.567603884121192
2004-12-31,8.627969487733521
2005-01-01,8.688335091345849
2005-01-02,8.804754469741054
2005-01-03,8.921173848136258
2005-01-04,9.037593226531463
2005-01-05,9.154012604926669
2005-01-06,9.270431983321874
2005-01-07,9.386851361717078
2005-01-08,9.503270740112283
2005-01-09,9.619690118507489
2005-01-10,9.736109496902694
2005-01-11,9.852528875297898
2005-01-12,9.968948253693103
2005-01-13,10.085367632088309
2005-01-14,10.201787010483514
2005-01-15,10.318206388878718
2005-01-16,10.434625767273923
2005-01-17,10.551045145669129
2005-01-18,10.667464524064334
2005-01-19,10.783883902459538
2005-01-20,10.900303280854743
2005-01-21,11.016722659249949
2005-01-22,11.133142037645154
2005-01-23,11.249561416040358
2005-01-24,11.365980794435563
2005-01-25,11.482400172830769
2005-01-26,11.598819551225974
2005-01-27,11.715238929621178
2005-01-28,11.831658308016383
2005-01-29,11.948077686411589
2005-01-30,12.064497064806794
2005-01-31,12.180916443201998
2005-02-01,12.297335821597203
2005-02-02,12.220954853761196
2005-02-03,12.144573885925189
2005-02-04,12.068192918089181
2005-02-05,11.991811950253172
2005-02-06,11.915430982417165
2005-02-07,11.839050014581158
2005-02-08,11.76266904674515
2005-02-09,11.686288078909143
2005-02-10,11.609907111073136
2005-02-11,11.533526143237129
2005-02-12,11.45714517540112
2005-02-13,11.380764207565113
2005-02-14,11.304383239729106
2005-02-15,11.228002271893098
2005-02-16,11.151621304057091
2005-02-17,11.075240336221084
2005-02-18,10.998859368385077
2005-02-19,10.922478400549068
2005-02-20,10.84609743271306
2005-02-21,10.769716464877053
2005-02-22,10.693335497041046
2005-02-23,10.616954529205039
2005-02-24,10.540573561369031
2005-02-25,10.464192593533024
2005-02-26,10.387811625697015
2005-02-27,10.311430657861008
2005-02-28,10.235049690025
2005-03-01,10.158668722188994
2005-03-02,10.050873001452691
2005-03-03,9.943077280716391
2005-03-04,9.835281559980091
2005-03-05,9.72748583924379
2005-03-06,9.619690118507489
2005-03-07,9.511894397771188
2005-03-08,9.404098677034888
2005-03-09,9.296302956298586
2005-03-10,9.188507235562286
2005-03-11,9.080711514825985
2005-03-12,8.972915794089683
2005-03-13,8.865120073353383
2005-03-14,8.757324352617083
2005-03-15,8.64952863188078
2005-03-16,8.54173291114448
2005-03-17,8.433937190408178
2005-03-18,8.326141469671878
2005-03-19,8.218345748935578
2005-03-20,8.110550028199278
2005-03-21,8.002754307462977
2005-03-22,7.894958586726675
2005-03-23,7.787162865990374
2005-03-24,7.679367145254074
2005-03-25,7.5715714245177725
2005-03-26,7.463775703781472
2005-03-27,7.355979983045171
2005-03-28,7.24818426230887
2005-03-29,7.14038854157257
2005-03-30,7.0325928208362685
2005-03-31,6.924797100099967
2005-04-01,6.817001379363666
2005-04-02,6.879379169763073
2005-04-03,6.941756960162478
2005-04-04,7.004134750561884
2005-04-05,7.066512540961291
2005-04-06,7.128890331360697
2005-04-07,7.191268121760102
2005-04-08,7.253645912159509
2005-04-09,7.316023702558915
2005-04-10,7.3784014929583215
2005-04-11,7.4407792833577275
2005-04-12,7.503157073757134
2005-04-13,7.56553486415654
2005-04-14,7.627912654555947
2005-04-15,7.690290444955352
2005-04-16,7.752668235354758
2005-04-17,7.815046025754165
2005-04-18,7.87742381615357
2005-04-19,7.939801606552976
2005-04-20,8.002179396952382
2005-04-21,8.064557187351788
2005-04-22,8.126934977751194
2005-04-23,8.1893127681506
2005-04-24,8.251690558550006
2005-04-25,8.314068348949414
2005-04-26,8.376446139348818
2005-04-27,8.438823929748224
2005-04-28,8.501201720147632
2005-04-29,8.563579510547036
2005-04-30,8.625957300946443
2005-05-01,8.688335091345849
2005-05-02,8.692646920175301
2005-05-03,8.696958749004754
2005-05-04,8.701270577834205
2005-05-05,8.705582406663657
2005-05-06,8.70989423549311
2005-05-07,8.71420606432256
2005-05-08,8.718517893152013
2005-05-09,8.722829721981467
2005-05-10,8.727141550810918
2005-05-11,8.73145337964037
2005-05-12,8.735765208469822
2005-05-13,8.740077037299274
2005-05-14,8.744388866128727
2005-05-15,8.748700694958178
2005-05-16,8.75301252378763
2005-05-17,8.757324352617083
2005-05-18,8.761636181446534
2005-05-19,8.765948010275986
2005-05-20,8.770259839105437
2005-05-21,8.77457166793489
2005-05-22,8.778883496764342
2005-05-23,8.783195325593793
2005-05-24,8.787507154423245
2005-05-25,8.7918189832527
2005-05-26,8.79613081208215
2005-05-27,8.800442640911603
2005-05-28,8.804754469741054
2005-05-29,8.809066298570507
2005-05-30,8.81337812739996
2005-05-31,8.81768995622941
2005-06-01,8.822001785058863
2005-06-02,8.866557349629867
2005-06-03,8.911112914200872
2005-06-04,8.955668478771875
2005-06-05,9.000224043342879
2005-06-06,9.044779607913885
2005-06-07,9.089335172484889
2005-06-08,9.133890737055893
2005-06-09,9.178446301626899
2005-06-10,9.223001866197901
2005-06-11,9.267557430768905
2005-06-12,9.31211299533991
2005-06-13,9.356668559910915
2005-06-14,9.401224124481919
2005-06-15,9.445779689052925
2005-06-16,9.490335253623927
2005-06-17,9.534890818194931
2005-06-18,9.579446382765937
2005-06-19,9.624001947336941
2005-06-20,9.668557511907945
2005-06-21,9.713113076478951
2005-06-22,9.757668641049953
2005-06-23,9.802224205620957
2005-06-24,9.846779770191963
2005-06-25,9.891335334762967
2005-06-26,9.935890899333971
2005-06-27,9.980446463904977
2005-06-28,10.02500202847598
2005-06-29,10.069557593046984
2005-06-30,10.11411315761799
2005-07-01,10.158668722188994
2005-07-02,10.21472249697187
2005-07-03,10.270776271754746
2005-07-04,10.326830046537623
2005-07-05,10.382883821320497
2005-07-06,10.438937596103376
2005-07-07,10.494991370886252
2005-07-08,10.551045145669129
2005-07-09,10.607098920452005
2005-07-10,10.663152695234881
2005-07-11,10.719206470017756
2005-07-12,10.775260244800634
2005-07-13,10.83131401958351
2005-07-14,10.887367794366387
2005-07-15,10.943421569149264
2005-07-16,10.99947534393214
2005-07-17,11.055529118715016
2005-07-18,11.111582893497893
2005-07-19,11.16763666828077
2005-07-20,11.223690443063646
2005-07-21,11.279744217846522
2005-07-22,11.335797992629399
2005-07-23,11.391851767412275
2005-07-24,11.447905542195151
2005-07-25,11.503959316978028
2005-07-26,11.560013091760904
2005-07-27,11.61606686654378
2005-07-28,11.672120641326657
2005-07-29,11.728174416109535
2005-07-30,11.78422819089241
2005-07-31,11.840281965675286
2005-08-01,11.896335740458163
2005-08-02,11.792851848551313
2005-08-03,11.689367956644466
2005-08-04,11.585884064737616
2005-08-05,11.482400172830769
2005-08-06,11.378916280923919
2005-08-07,11.275432389017071
2005-08-08,11.171948497110222
2005-08-09,11.068464605203372
2005-08-10,10.964980713296523
2005-08-11,10.861496821389675
2005-08-12,10.758012929482826
2005-08-13,10.654529037575976
2005-08-14,10.551045145669129
2005-08-15,10.447561253762279
2005-08-16,10.344077361855431
2005-08-17,10.240593469948582
2005-08-18,10.137109578041734
2005-08-19,10.033625686134885
2005-08-20,9.930141794228037
2005-08-21,9.826657902321186
2005-08-22,9.723174010414338
2005-08-23,9.619690118507489
2005-08-24,9.516206226600639
2005-08-25,9.412722334693791
2005-08-26,9.309238442786942
2005-08-27,9.205754550880094
2005-08-28,9.102270658973245
2005-08-29,8.998786767066397
2005-08-30,8.895302875159548
2005-08-31,8.7918189832527
2005-09-01,8.688335091345849
2005-09-02,8.67496842197455
2005-09-03,8.661601752603246
2005-09-04,8.648235083231945
2005-09-05,8.634868413860643
2005-09-06,8.621501744489343
2005-09-07,8.608135075118042
2005-09-08,8.59476840574674
2005-09-09,8.58140173637544
2005-09-10,8.568035067004137
2005-09-11,8.554668397632836
2005-09-12,8.541301728261535
2005-09-13,8.527935058890233
2005-09-14,8.514568389518933
2005-09-15,8.501201720147632
2005-09-16,8.48783505077633
2005-09-17,8.474468381405028
2005-09-18,8.461101712033727
2005-09-19,8.447735042662426
2005-09-20,8.434368373291125
2005-09-21,8.421001703919824
2005-09-22,8.407635034548521
2005-09-23,8.39426836517722
2005-09-24,8.38090169580592
2005-09-25,8.367535026434618
2005-09-26,8.354168357063317
2005-09-27,8.340801687692016
2005-09-28,8.327435018320713
2005-09-29,8.314068348949414
2005-09-30,8.300701679578111
2005-10-01,8.28733501020681
2005-10-02,8.248528550741742
2005-10-03,8.209722091276674
2005-10-04,8.170915631811607
2005-10-05,8.132109172346537
2005-10-06,8.093302712881469
2005-10-07,8.054496253416401
2005-10-08,8.015689793951331
2005-10-09,7.976883334486264
2005-10-10,7.938076875021196
2005-10-11,7.899270415556127
2005-10-12,7.860463956091059
2005-10-13,7.82165749662599
2005-10-14,7.782851037160922
2005-10-15,7.744044577695854
2005-10-16,7.705238118230786
2005-10-17,7.666431658765717
2005-10-18,7.627625199300649
2005-10-19,7.58881873983558
2005-10-20,7.550012280370512
2005-10-21,7.511205820905444
2005-10-22,7.4723993614403765
2005-10-23,7.433592901975307
2005-10-24,7.394786442510239
2005-10-25,7.355979983045171
2005-10-26,7.317173523580102
2005-10-27,7.278367064115034
2005-10-28,7.2395606046499665
2005-10-29,7.200754145184897
2005-10-30,7.161947685719829
2005-10-31,7.123141226254761
2005-11-01,7.084334766789692
2005-11-02,7.026412532847387
2005-11-03,6.968490298905081
2005-11-04,6.910568064962776
2005-11-05,6.85264583102047
2005-11-06,6.794723597078165
2005-11-07,6.736801363135858
2005-11-08,6.678879129193553
2005-11-09,6.620956895251247
2005-11-10,6.563034661308942
2005-11-11,6.505112427366636
2005-11-12,6.447190193424331
2005-11-13,6.389267959482024
2005-11-14,6.331345725539719
2005-11-15,6.273423491597413
2005-11-16,6.215501257655108
2005-11-17,6.157579023712802
2005-11-18,6.0996567897704965
2005-11-19,6.041734555828191
2005-11-20,5.9838123218858845
2005-11-21,5.925890087943579
2005-11-22,5.867967854001273
2005-11-23,5.810045620058968
2005-11-24,5.752123386116662
2005-11-25,5.694201152174357
2005-11-26,5.63627891823205
2005-11-27,5.578356684289745
2005-11-28,5.520434450347439
2005-11-29,5.462512216405134
2005-11-30,5.404589982462828
2005-12-01,5.346667748520523
2005-12-02,5.432904325109564
2005-12-03,5.519140901698604
2005-12-04,5.605377478287645
2005-12-05,5.691614054876685
2005-12-06,5.777850631465726
2005-12-07,5.864087208054767
2005-12-08,5.950323784643808
2005-12-09,6.036560361232849
2005-12-10,6.122796937821889
2005-12-11,6.20903351441093
2005-12-12,6.29527009099997
2005-12-13,6.381506667589011
2005-12-14,6.4677432441780525
2005-12-15,6.5539798207670925
2005-12-16,6.6402163973561334
2005-12-17,6.7264529739451735
2005-12-18,6.812689550534214
2005-12-19,6.8989261271232545
2005-12-20,6.985162703712295
2005-12-21,7.071399280301337
2005-12-22,7.157635856890377
2005-12-23,7.243872433479418
2005-12-24,7.330109010068458
2005-12-25,7.416345586657499
2005-12-26,7.502582163246539
2005-12-27,7.58881873983558
2005-12-28,7.675055316424622
2005-12-29,7.761291893013662
2005-12-30,7.847528469602703
2005-12-31,7.933765046191743
2006-01-01,8.020001622780784
2006-01-02,8.050184424586948
2006-01-03,8.080367226393113
2006-01-04,8.110550028199278
2006-01-05,8.140732830005442
2006-01-06,8.170915631811607
2006-01-07,8.20109843361777
2006-01-08,8.231281235423934
2006-01-09,8.261464037230098
2006-01-10,8.291646839036263
2006-01-11,8.321829640842427
2006-01-12,8.35201244264859
2006-01-13,8.382195244454755
2006-01-14,8.412378046260919
2006-01-15,8.442560848067084
2006-01-16,8.472743649873248
2006-01-17,8.50292645167941
2006-01-18,8.533109253485575
2006-01-19,8.56329205529174
2006-01-20,8.593474857097906
2006-01-21,8.623657658904069
2006-01-22,8.653840460710231
2006-01-23,8.684023262516398
2006-01-24,8.71420606432256
2006-01-25,8.744388866128727
2006-01-26,8.77457166793489
2006-01-27,8.804754469741054
2006-01-28,8.834937271547219
2006-01-29,8.865120073353383
2006-01-30,8.895302875159548
2006-01-31,8.925485676965712
2006-02-01,8.955668478771875
2006-02-02,8.927025615833374
2006-02-03,8.89838275289487
2006-02-04,8.869739889956367
2006-02-05,8.841097027017863
2006-02-06,8.812454164079362
2006-02-07,8.783811301140858
2006-02-08,8.755168438202356
2006-02-09,8.726525575263855
2006-02-10,8.69788271232535
2006-02-11,8.669239849386848
2006-02-12,8.640596986448344
2006-02-13,8.611954123509843
2006-02-14,8.583311260571339
2006-02-15,8.554668397632836
2006-02-16,8.526025534694334
2006-02-17,8.49738267175583
2006-02-18,8.468739808817327
2006-02-19,8.440096945878826
2006-02-20,8.411454082940322
2006-02-21,8.38281122000182
2006-02-22,8.354168357063317
2006-02-23,8.325525494124815
2006-02-24,8.29688263118631
2006-02-25,8.268239768247808
2006-02-26,8.239596905309305
2006-02-27,8.210954042370803
2006-02-28,8.1823111794323
2006-03-01,8.153668316493798
2006-03-02,8.093302712881469
2006-03-03,8.03293710926914
2006-03-04,7.972571505656812
2006-03-05,7.912205902044484
2006-03-06,7.851840298432155
2006-03-07,7.791474694819826
2006-03-08,7.731109091207498
2006-03-09,7.670743487595169
2006-03-10,7.610377883982841
2006-03-11,7.550012280370512
2006-03-12,7.489646676758183
2006-03-13,7.429281073145855
2006-03-14,7.368915469533527
2006-03-15,7.308549865921199
2006-03-16,7.24818426230887
2006-03-17,7.187818658696542
2006-03-18,7.127453055084213
2006-03-19,7.067087451471885
2006-03-20,7.0067218478595565
2006-03-21,6.9463562442472275
2006-03-22,6.885990640634899
2006-03-23,6.82562503702257
2006-03-24,6.765259433410241
2006-03-25,6.704893829797914
2006-03-26,6.644528226185585
2006-03-27,6.584162622573257
2006-03-28,6.523797018960928
2006-03-29,6.463431415348599
2006-03-30,6.403065811736272
2006-03-31,6.342700208123943
2006-04-01,6.282334604511615
2006-04-02,6.344712394911021
2006-04-03,6.407090185310426
2006-04-04,6.469467975709832
2006-04-05,6.531845766109239
2006-04-06,6.594223556508645
2006-04-07,6.65660134690805
2006-04-08,6.718979137307457
2006-04-09,6.781356927706863
2006-04-10,6.843734718106269
2006-04-11,6.906112508505675
2006-04-12,6.968490298905081
2006-04-13,7.030868089304487
2006-04-14,7.093245879703894
2006-04-15,7.155623670103299
2006-04-16,7.218001460502705
2006-04-17,7.280379250902112
2006-04-18,7.3427570413015175
2006-04-19,7.405134831700924
2006-04-20,7.4675126221003305
2006-04-21,7.529890412499737
2006-04-22,7.592268202899142
2006-04-23,7.654645993298549
2006-04-24,7.717023783697955
2006-04-25,7.779401574097361
2006-04-26,7.841779364496766
2006-04-27,7.904157154896173
2006-04-28,7.966534945295579
2006-04-29,8.028912735694986
2006-04-30,8.09129052609439
2006-05-01,8.153668316493798
2006-05-02,8.175227460641057
2006-05-03,8.196786604788317
2006-05-04,8.218345748935578
2006-05-05,8.239904893082839
2006-05-06,8.261464037230098
2006-05-07,8.283023181377358
2006-05-08,8.304582325524619
2006-05-09,8.326141469671878
2006-05-10,8.34770061381914
2006-05-11,8.369259757966399
2006-05-12,8.39081890211366
2006-05-13,8.412378046260919
2006-05-14,8.433937190408178
2006-05-15,8.45549633455544
2006-05-16,8.4770554787027
2006-05-17,8.49861462284996
2006-05-18,8.52017376699722
2006-05-19,8.54173291114448
2006-05-20,8.56329205529174
2006-05-21,8.584851199438999
2006-05-22,8.606410343586262
2006-05-23,8.627969487733521
2006-05-24,8.64952863188078
2006-05-25,8.671087776028042
2006-05-26,8.692646920175301
2006-05-27,8.71420606432256
2006-05-28,8.735765208469822
2006-05-29,8.757324352617083
2006-05-30,8.778883496764342
2006-05-31,8.800442640911603
2006-06-01,8.822001785058863
2006-06-02,8.79972400277336
2006-06-03,8.777446220487858
2006-06-04,8.755168438202356
2006-06-05,8.732890655916853
2006-06-06,8.710612873631352
2006-06-07,8.688335091345849
2006-06-08,8.666057309060347
2006-06-09,8.643779526774846
2006-06-10,8.621501744489343
2006-06-11,8.59922396220384
2006-06-12,8.57694617991834
2006-06-13,8.554668397632836
2006-06-14,8.532390615347335
2006-06-15,8.510112833061832
2006-06-16,8.48783505077633
2006-06-17,8.465557268490828
2006-06-18,8.443279486205325
2006-06-19,8.421001703919824
2006-06-20,8.398723921634321
2006-06-21,8.376446139348818
2006-06-22,8.354168357063317
2006-06-23,8.331890574777814
2006-06-24,8.309612792492311
2006-06-25,8.28733501020681
2006-06-26,8.265057227921309
2006-06-27,8.242779445635806
2006-06-28,8.220501663350303
2006-06-29,8.198223881064802
2006-06-30,8.1759460987793
2006-07-01,8.153668316493798
2006-07-02,8.17953928947051
2006-07-03,8.205410262447222
2006-07-04,8.231281235423934
2006-07-05,8.257152208400646
2006-07-06,8.283023181377358
2006-07-07,8.308894154354071
2006-07-08,8.334765127330781
2006-07-09,8.360636100307495
2006-07-10,8.386507073284207
2006-07-11,8.412378046260919
2006-07-12,8.438249019237633
2006-07-13,8.464119992214343
2006-07-14,8.489990965191057
2006-07-15,8.515861938167768
2006-07-16,8.54173291114448
2006-07-17,8.567603884121192
2006-07-18,8.593474857097906
