date,software
2004-07-05,88.23446296698452
2004-07-06,88.23446296698452
2004-07-07,88.23446296698452
2004-07-08,88.23446296698452
2004-07-09,88.23446296698452
2004-07-10,88.23446296698452
2004-07-11,88.23446296698452
2004-07-12,88.23446296698452
2004-07-13,88.23446296698452
2004-07-14,88.23446296698452
2004-07-15,88.23446296698452
2004-07-16,88.23446296698452
2004-07-17,88.23446296698452
2004-07-18,88.23446296698452
2004-07-19,88.23446296698452
2004-07-20,88.23446296698452
2004-07-21,88.23446296698452
2004-07-22,88.23446296698452
2004-07-23,88.23446296698452
2004-07-24,88.23446296698452
2004-07-25,88.23446296698452
2004-07-26,88.23446296698452
2004-07-27,88.23446296698452
2004-07-28,88.23446296698452
2004-07-29,88.23446296698452
2004-07-30,88.23446296698452
2004-07-31,88.23446296698452
2004-08-01,88.23446296698452
2004-08-02,88.0381682774028
2004-08-03,87.84187358782107
2004-08-04,87.64557889823935
2004-08-05,87.44928420865763
2004-08-06,87.25298951907591
2004-08-07,87.05669482949419
2004-08-08,86.86040013991246
2004-08-09,86.66410545033074
2004-08-10,86.46781076074902
2004-08-11,86.27151607116728
2004-08-12,86.07522138158558
2004-08-13,85.87892669200384
2004-08-14,85.68263200242212
2004-08-15,85.4863373128404
2004-08-16,85.29004262325867
2004-08-17,85.09374793367695
2004-08-18,84.89745324409522
2004-08-19,84.70115855451351
2004-08-20,84.50486386493179
2004-08-21,84.30856917535006
2004-08-22,84.11227448576834
2004-08-23,83.9159797961866
2004-08-24,83.71968510660489
2004-08-25,83.52339041702318
2004-08-26,83.32709572744145
2004-08-27,83.13080103785973
2004-08-28,82.934506348278
2004-08-29,82.73821165869627
2004-08-30,82.54191696911455
2004-08-31,82.34562227953282
2004-09-01,82.14932758995111
2004-09-02,82.21694020525148
2004-09-03,82.28455282055185
2004-09-04,82.35216543585223
2004-09-05,82.41977805115259
2004-09-06,82.48739066645295
2004-09-07,82.55500328175334
2004-09-08,82.6226158970537
2004-09-09,82.69022851235408
2004-09-10,82.75784112765444
2004-09-11,82.82545374295482
2004-09-12,82.8930663582552
2004-09-13,82.96067897355556
2004-09-14,83.02829158885592
2004-09-15,83.09590420415631
2004-09-16,83.16351681945667
2004-09-17,83.23112943475704
2004-09-18,83.29874205005743
2004-09-19,83.36635466535779
2004-09-20,83.43396728065817
2004-09-21,83.50157989595853
2004-09-22,83.5691925112589
2004-09-23,83.63680512655928
2004-09-24,83.70441774185964
2004-09-25,83.77203035716
2004-09-26,83.8396429724604
2004-09-27,83.90725558776076
2004-09-28,83.97486820306113
2004-09-29,84.0424808183615
2004-09-30,84.11009343366187
2004-10-01,84.17770604896225
2004-10-02,84.01412714097748
2004-10-03,83.85054823299271
2004-10-04,83.68696932500794
2004-10-05,83.52339041702318
2004-10-06,83.3598115090384
2004-10-07,83.19623260105362
2004-10-08,83.03265369306887
2004-10-09,82.86907478508408
2004-10-10,82.70549587709932
2004-10-11,82.54191696911455
2004-10-12,82.37833806112978
2004-10-13,82.21475915314501
2004-10-14,82.05118024516025
2004-10-15,81.88760133717547
2004-10-16,81.72402242919071
2004-10-17,81.56044352120594
2004-10-18,81.39686461322117
2004-10-19,81.2332857052364
2004-10-20,81.06970679725163
2004-10-21,80.90612788926687
2004-10-22,80.74254898128208
2004-10-23,80.57897007329733
2004-10-24,80.41539116531256
2004-10-25,80.25181225732779
2004-10-26,80.08823334934301
2004-10-27,79.92465444135826
2004-10-28,79.76107553337347
2004-10-29,79.59749662538871
2004-10-30,79.43391771740394
2004-10-31,79.27033880941916
2004-11-01,79.1067599014344
2004-11-02,79.1067599014344
2004-11-03,79.1067599014344
2004-11-04,79.1067599014344
2004-11-05,79.1067599014344
2004-11-06,79.1067599014344
2004-11-07,79.1067599014344
2004-11-08,79.1067599014344
2004-11-09,79.1067599014344
2004-11-10,79.1067599014344
2004-11-11,79.1067599014344
2004-11-12,79.1067599014344
2004-11-13,79.1067599014344
2004-11-14,79.1067599014344
2004-11-15,79.1067599014344
2004-11-16,79.1067599014344
2004-11-17,79.1067599014344
2004-11-18,79.1067599014344
2004-11-19,79.1067599014344
2004-11-20,79.1067599014344
2004-11-21,79.1067599014344
2004-11-22,79.1067599014344
2004-11-23,79.1067599014344
2004-11-24,79.1067599014344
2004-11-25,79.1067599014344
2004-11-26,79.1067599014344
2004-11-27,79.1067599014344
2004-11-28,79.1067599014344
2004-11-29,79.1067599014344
2004-11-30,79.1067599014344
2004-12-01,79.1067599014344
2004-12-02,79.20490724622526
2004-12-03,79.30305459101612
2004-12-04,79.401201935807
2004-12-05,79.49934928059785
2004-12-06,79.59749662538871
2004-12-07,79.69564397017956
2004-12-08,79.79379131497042
2004-12-09,79.8919386597613
2004-12-10,79.99008600455215
2004-12-11,80.08823334934301
2004-12-12,80.18638069413387
2004-12-13,80.28452803892473
2004-12-14,80.38267538371561
2004-12-15,80.48082272850647
2004-12-16,80.57897007329733
2004-12-17,80.67711741808819
2004-12-18,80.77526476287905
2004-12-19,80.8734121076699
2004-12-20,80.97155945246077
2004-12-21,81.06970679725163
2004-12-22,81.16785414204249
2004-12-23,81.26600148683335
2004-12-24,81.3641488316242
2004-12-25,81.46229617641508
2004-12-26,81.56044352120594
2004-12-27,81.6585908659968
2004-12-28,81.75673821078766
2004-12-29,81.85488555557852
2004-12-30,81.9530329003694
2004-12-31,82.05118024516025
2005-01-01,82.14932758995111
2005-01-02,82.0838960267572
2005-01-03,82.01846446356329
2005-01-04,81.9530329003694
2005-01-05,81.88760133717547
2005-01-06,81.82216977398156
2005-01-07,81.75673821078766
2005-01-08,81.69130664759375
2005-01-09,81.62587508439985
2005-01-10,81.56044352120594
2005-01-11,81.49501195801203
2005-01-12,81.42958039481813
2005-01-13,81.3641488316242
2005-01-14,81.29871726843031
2005-01-15,81.2332857052364
2005-01-16,81.16785414204249
2005-01-17,81.10242257884859
2005-01-18,81.03699101565468
2005-01-19,80.97155945246077
2005-01-20,80.90612788926687
2005-01-21,80.84069632607294
2005-01-22,80.77526476287905
2005-01-23,80.70983319968514
2005-01-24,80.64440163649122
2005-01-25,80.57897007329733
2005-01-26,80.51353851010342
2005-01-27,80.44810694690952
2005-01-28,80.38267538371561
2005-01-29,80.31724382052168
2005-01-30,80.25181225732779
2005-01-31,80.18638069413387
2005-02-01,80.12094913093996
2005-02-02,80.01228599920722
2005-02-03,79.9036228674745
2005-02-04,79.79495973574176
2005-02-05,79.686296604009
2005-02-06,79.57763347227626
2005-02-07,79.46897034054354
2005-02-08,79.3603072088108
2005-02-09,79.25164407707805
2005-02-10,79.14298094534531
2005-02-11,79.03431781361257
2005-02-12,78.92565468187983
2005-02-13,78.8169915501471
2005-02-14,78.70832841841435
2005-02-15,78.59966528668161
2005-02-16,78.49100215494887
2005-02-17,78.38233902321615
2005-02-18,78.27367589148339
2005-02-19,78.16501275975065
2005-02-20,78.05634962801791
2005-02-21,77.94768649628519
2005-02-22,77.83902336455243
2005-02-23,77.73036023281969
2005-02-24,77.62169710108697
2005-02-25,77.51303396935423
2005-02-26,77.40437083762147
2005-02-27,77.29570770588873
2005-02-28,77.187044574156
2005-03-01,77.07838144242326
2005-03-02,76.94751831603546
2005-03-03,76.81665518964762
2005-03-04,76.68579206325981
2005-03-05,76.554928936872
2005-03-06,76.4240658104842
2005-03-07,76.29320268409636
2005-03-08,76.16233955770855
2005-03-09,76.03147643132074
2005-03-10,75.90061330493293
2005-03-11,75.7697501785451
2005-03-12,75.63888705215729
2005-03-13,75.50802392576948
2005-03-14,75.37716079938167
2005-03-15,75.24629767299383
2005-03-16,75.11543454660602
2005-03-17,74.98457142021822
2005-03-18,74.85370829383041
2005-03-19,74.72284516744259
2005-03-20,74.59198204105476
2005-03-21,74.46111891466695
2005-03-22,74.33025578827915
2005-03-23,74.19939266189132
2005-03-24,74.0685295355035
2005-03-25,73.93766640911569
2005-03-26,73.80680328272788
2005-03-27,73.67594015634006
2005-03-28,73.54507702995224
2005-03-29,73.41421390356443
2005-03-30,73.28335077717662
2005-03-31,73.1524876507888
2005-04-01,73.02162452440098
2005-04-02,72.95401190910061
2005-04-03,72.88639929380024
2005-04-04,72.81878667849986
2005-04-05,72.7511740631995
2005-04-06,72.68356144789914
2005-04-07,72.61594883259875
2005-04-08,72.54833621729838
2005-04-09,72.48072360199802
2005-04-10,72.41311098669765
2005-04-11,72.34549837139727
2005-04-12,72.2778857560969
2005-04-13,72.21027314079653
2005-04-14,72.14266052549617
2005-04-15,72.07504791019578
2005-04-16,72.00743529489542
2005-04-17,71.93982267959505
2005-04-18,71.87221006429466
2005-04-19,71.8045974489943
2005-04-20,71.73698483369392
2005-04-21,71.66937221839356
2005-04-22,71.60175960309319
2005-04-23,71.53414698779281
2005-04-24,71.46653437249245
2005-04-25,71.39892175719208
2005-04-26,71.3313091418917
2005-04-27,71.26369652659133
2005-04-28,71.19608391129096
2005-04-29,71.1284712959906
2005-04-30,71.06085868069022
2005-05-01,70.99324606538984
2005-05-02,70.96053028379289
2005-05-03,70.92781450219594
2005-05-04,70.89509872059898
2005-05-05,70.86238293900203
2005-05-06,70.82966715740508
2005-05-07,70.79695137580813
2005-05-08,70.76423559421117
2005-05-09,70.73151981261421
2005-05-10,70.69880403101726
2005-05-11,70.6660882494203
2005-05-12,70.63337246782335
2005-05-13,70.6006566862264
2005-05-14,70.56794090462944
2005-05-15,70.53522512303249
2005-05-16,70.50250934143554
2005-05-17,70.46979355983858
2005-05-18,70.43707777824163
2005-05-19,70.40436199664468
2005-05-20,70.37164621504773
2005-05-21,70.33893043345077
2005-05-22,70.30621465185382
2005-05-23,70.27349887025687
2005-05-24,70.24078308865991
2005-05-25,70.20806730706295
2005-05-26,70.175351525466
2005-05-27,70.14263574386904
2005-05-28,70.10991996227209
2005-05-29,70.07720418067514
2005-05-30,70.04448839907818
2005-05-31,70.01177261748123
2005-06-01,69.97905683588428
2005-06-02,69.9452505282341
2005-06-03,69.9114442205839
2005-06-04,69.87763791293372
2005-06-05,69.84383160528353
2005-06-06,69.81002529763335
2005-06-07,69.77621898998316
2005-06-08,69.74241268233298
2005-06-09,69.70860637468279
2005-06-10,69.6748000670326
2005-06-11,69.64099375938243
2005-06-12,69.60718745173224
2005-06-13,69.57338114408205
2005-06-14,69.53957483643185
2005-06-15,69.50576852878167
2005-06-16,69.47196222113149
2005-06-17,69.43815591348131
2005-06-18,69.40434960583113
2005-06-19,69.37054329818093
2005-06-20,69.33673699053074
2005-06-21,69.30293068288056
2005-06-22,69.26912437523038
2005-06-23,69.2353180675802
2005-06-24,69.20151175993001
2005-06-25,69.16770545227982
2005-06-26,69.13389914462964
2005-06-27,69.10009283697946
2005-06-28,69.06628652932926
2005-06-29,69.03248022167908
2005-06-30,68.99867391402888
2005-07-01,68.9648676063787
2005-07-02,68.93215182478176
2005-07-03,68.8994360431848
2005-07-04,68.86672026158784
2005-07-05,68.8340044799909
2005-07-06,68.80128869839395
2005-07-07,68.76857291679698
2005-07-08,68.73585713520004
2005-07-09,68.70314135360307
2005-07-10,68.67042557200611
2005-07-11,68.63770979040916
2005-07-12,68.60499400881221
2005-07-13,68.57227822721526
2005-07-14,68.5395624456183
2005-07-15,68.50684666402135
2005-07-16,68.4741308824244
2005-07-17,68.44141510082744
2005-07-18,68.4086993192305
2005-07-19,68.37598353763354
2005-07-20,68.34326775603658
2005-07-21,68.31055197443963
2005-07-22,68.27783619284268
2005-07-23,68.24512041124572
2005-07-24,68.21240462964877
2005-07-25,68.17968884805181
2005-07-26,68.14697306645486
2005-07-27,68.1142572848579
2005-07-28,68.08154150326095
2005-07-29,68.048825721664
2005-07-30,68.01610994006704
2005-07-31,67.98339415847009
2005-08-01,67.95067837687314
2005-08-02,67.95067837687314
2005-08-03,67.95067837687314
2005-08-04,67.95067837687314
2005-08-05,67.95067837687314
2005-08-06,67.95067837687314
2005-08-07,67.95067837687314
2005-08-08,67.95067837687314
2005-08-09,67.95067837687314
2005-08-10,67.95067837687314
2005-08-11,67.95067837687314
2005-08-12,67.95067837687314
2005-08-13,67.95067837687314
2005-08-14,67.95067837687314
2005-08-15,67.95067837687314
2005-08-16,67.95067837687314
2005-08-17,67.95067837687314
2005-08-18,67.95067837687314
2005-08-19,67.95067837687314
2005-08-20,67.95067837687314
2005-08-21,67.95067837687314
2005-08-22,67.95067837687314
2005-08-23,67.95067837687314
2005-08-24,67.95067837687314
2005-08-25,67.95067837687314
2005-08-26,67.95067837687314
2005-08-27,67.95067837687314
2005-08-28,67.95067837687314
2005-08-29,67.95067837687314
2005-08-30,67.95067837687314
2005-08-31,67.95067837687314
2005-09-01,67.95067837687314
2005-09-02,67.91687206922296
2005-09-03,67.88306576157277
2005-09-04,67.84925945392258
2005-09-05,67.81545314627239
2005-09-06,67.78164683862221
2005-09-07,67.74784053097203
2005-09-08,67.71403422332183
2005-09-09,67.68022791567165
2005-09-10,67.64642160802147
2005-09-11,67.61261530037129
2005-09-12,67.57880899272111
2005-09-13,67.5450026850709
2005-09-14,67.51119637742072
2005-09-15,67.47739006977054
2005-09-16,67.44358376212035
2005-09-17,67.40977745447017
2005-09-18,67.37597114681999
2005-09-19,67.3421648391698
2005-09-20,67.3083585315196
2005-09-21,67.27455222386942
2005-09-22,67.24074591621924
2005-09-23,67.20693960856906
2005-09-24,67.17313330091886
2005-09-25,67.13932699326868
2005-09-26,67.1055206856185
2005-09-27,67.07171437796832
2005-09-28,67.03790807031812
2005-09-29,67.00410176266793
2005-09-30,66.97029545501775
2005-10-01,66.93648914736757
2005-10-02,66.8383418025767
2005-10-03,66.74019445778585
2005-10-04,66.64204711299497
2005-10-05,66.54389976820411
2005-10-06,66.44575242341325
2005-10-07,66.34760507862241
2005-10-08,66.24945773383155
2005-10-09,66.15131038904067
2005-10-10,66.05316304424981
2005-10-11,65.95501569945895
2005-10-12,65.8568683546681
2005-10-13,65.75872100987723
2005-10-14,65.66057366508636
2005-10-15,65.5624263202955
2005-10-16,65.46427897550464
2005-10-17,65.36613163071378
2005-10-18,65.26798428592292
2005-10-19,65.16983694113206
2005-10-20,65.0716895963412
2005-10-21,64.97354225155034
2005-10-22,64.87539490675948
2005-10-23,64.77724756196861
2005-10-24,64.67910021717775
2005-10-25,64.58095287238689
2005-10-26,64.48280552759603
2005-10-27,64.38465818280517
2005-10-28,64.28651083801431
2005-10-29,64.18836349322345
2005-10-30,64.09021614843259
2005-10-31,63.99206880364172
2005-11-01,63.89392145885086
2005-11-02,64.02914668945161
2005-11-03,64.16437192005235
2005-11-04,64.29959715065309
2005-11-05,64.43482238125382
2005-11-06,64.57004761185458
2005-11-07,64.70527284245532
2005-11-08,64.84049807305605
2005-11-09,64.97572330365679
2005-11-10,65.11094853425755
2005-11-11,65.24617376485828
2005-11-12,65.38139899545904
2005-11-13,65.51662422605976
2005-11-14,65.65184945666051
2005-11-15,65.78707468726125
2005-11-16,65.922299917862
2005-11-17,66.05752514846274
2005-11-18,66.19275037906348
2005-11-19,66.32797560966424
2005-11-20,66.46320084026497
2005-11-21,66.59842607086571
2005-11-22,66.73365130146645
2005-11-23,66.8688765320672
2005-11-24,67.00410176266793
2005-11-25,67.13932699326868
2005-11-26,67.27455222386942
2005-11-27,67.40977745447017
2005-11-28,67.5450026850709
2005-11-29,67.68022791567165
2005-11-30,67.81545314627239
2005-12-01,67.95067837687314
2005-12-02,67.91796259527618
2005-12-03,67.88524681367923
2005-12-04,67.85253103208228
2005-12-05,67.81981525048532
2005-12-06,67.78709946888837
2005-12-07,67.75438368729142
2005-12-08,67.72166790569447
2005-12-09,67.6889521240975
2005-12-10,67.65623634250055
2005-12-11,67.6235205609036
2005-12-12,67.59080477930664
2005-12-13,67.55808899770969
2005-12-14,67.52537321611274
2005-12-15,67.49265743451578
2005-12-16,67.45994165291883
2005-12-17,67.42722587132188
2005-12-18,67.39451008972492
2005-12-19,67.36179430812797
2005-12-20,67.32907852653102
2005-12-21,67.29636274493407
2005-12-22,67.26364696333711
2005-12-23,67.23093118174016
2005-12-24,67.19821540014321
2005-12-25,67.16549961854624
2005-12-26,67.13278383694929
2005-12-27,67.10006805535234
2005-12-28,67.06735227375538
2005-12-29,67.03463649215843
2005-12-30,67.00192071056148
2005-12-31,66.96920492896452
2006-01-01,66.93648914736757
2006-01-02,66.8383418025767
2006-01-03,66.74019445778585
2006-01-04,66.64204711299497
2006-01-05,66.54389976820411
2006-01-06,66.44575242341325
2006-01-07,66.34760507862241
2006-01-08,66.24945773383155
2006-01-09,66.15131038904067
2006-01-10,66.05316304424981
2006-01-11,65.95501569945895
2006-01-12,65.8568683546681
2006-01-13,65.75872100987723
2006-01-14,65.66057366508636
2006-01-15,65.5624263202955
2006-01-16,65.46427897550464
2006-01-17,65.36613163071378
2006-01-18,65.26798428592292
2006-01-19,65.16983694113206
2006-01-20,65.0716895963412
2006-01-21,64.97354225155034
2006-01-22,64.87539490675948
2006-01-23,64.77724756196861
2006-01-24,64.67910021717775
2006-01-25,64.58095287238689
2006-01-26,64.48280552759603
2006-01-27,64.38465818280517
2006-01-28,64.28651083801431
2006-01-29,64.18836349322345
2006-01-30,64.09021614843259
2006-01-31,63.99206880364172
2006-02-01,63.89392145885086
2006-02-02,63.74903728320721
2006-02-03,63.604153107563555
2006-02-04,63.4592689319199
2006-02-05,63.314384756276255
2006-02-06,63.169500580632594
2006-02-07,63.02461640498895
2006-02-08,62.879732229345294
2006-02-09,62.73484805370163
2006-02-10,62.589963878057986
2006-02-11,62.44507970241433
2006-02-12,62.300195526770686
2006-02-13,62.155311351127025
2006-02-14,62.01042717548338
2006-02-15,61.865542999839725
2006-02-16,61.720658824196065
2006-02-17,61.57577464855242
2006-02-18,61.430890472908764
2006-02-19,61.28600629726511
2006-02-20,61.14112212162146
2006-02-21,60.99623794597781
2006-02-22,60.85135377033416
2006-02-23,60.706469594690496
2006-02-24,60.56158541904685
2006-02-25,60.416701243403196
2006-02-26,60.27181706775954
2006-02-27,60.12693289211589
2006-02-28,59.98204871647224
2006-03-01,59.83716454082858
2006-03-02,59.77173297763468
2006-03-03,59.706301414440766
2006-03-04,59.64086985124686
2006-03-05,59.57543828805295
2006-03-06,59.510006724859046
2006-03-07,59.444575161665135
2006-03-08,59.37914359847123
2006-03-09,59.31371203527733
2006-03-10,59.248280472083415
2006-03-11,59.182848908889504
2006-03-12,59.1174173456956
2006-03-13,59.051985782501696
2006-03-14,58.986554219307784
2006-03-15,58.92112265611387
2006-03-16,58.85569109291997
2006-03-17,58.790259529726065
2006-03-18,58.72482796653215
2006-03-19,58.65939640333824
2006-03-20,58.59396484014434
2006-03-21,58.528533276950434
2006-03-22,58.46310171375652
2006-03-23,58.39767015056261
2006-03-24,58.33223858736871
2006-03-25,58.2668070241748
2006-03-26,58.2013754609809
2006-03-27,58.13594389778698
2006-03-28,58.070512334593076
2006-03-29,58.00508077139917
2006-03-30,57.93964920820527
2006-03-31,57.87421764501135
2006-04-01,57.808786081817445
2006-04-02,57.74117346651707
2006-04-03,57.673560851216706
2006-04-04,57.60594823591633
2006-04-05,57.53833562061596
2006-04-06,57.470723005315584
2006-04-07,57.40311039001522
2006-04-08,57.335497774714845
2006-04-09,57.267885159414476
2006-04-10,57.2002725441141
2006-04-11,57.13265992881374
2006-04-12,57.06504731351336
2006-04-13,56.99743469821299
2006-04-14,56.929822082912615
2006-04-15,56.86220946761225
2006-04-16,56.79459685231188
2006-04-17,56.7269842370115
2006-04-18,56.65937162171114
2006-04-19,56.59175900641076
2006-04-20,56.52414639111039
2006-04-21,56.456533775810016
2006-04-22,56.38892116050965
2006-04-23,56.32130854520928
2006-04-24,56.25369592990891
2006-04-25,56.18608331460853
2006-04-26,56.11847069930817
2006-04-27,56.05085808400779
2006-04-28,55.98324546870742
2006-04-29,55.91563285340705
2006-04-30,55.848020238106685
2006-05-01,55.78040762280631
2006-05-02,55.81312340440326
2006-05-03,55.84583918600021
2006-05-04,55.87855496759717
2006-05-05,55.911270749194124
2006-05-06,55.94398653079108
2006-05-07,55.976702312388035
2006-05-08,56.00941809398498
2006-05-09,56.04213387558194
2006-05-10,56.07484965717889
2006-05-11,56.10756543877584
2006-05-12,56.1402812203728
2006-05-13,56.172997001969755
2006-05-14,56.20571278356671
2006-05-15,56.238428565163666
2006-05-16,56.271144346760614
2006-05-17,56.30386012835757
2006-05-18,56.33657590995452
2006-05-19,56.369291691551474
2006-05-20,56.40200747314843
2006-05-21,56.434723254745386
2006-05-22,56.46743903634234
2006-05-23,56.50015481793929
2006-05-24,56.532870599536245
2006-05-25,56.5655863811332
2006-05-26,56.59830216273015
2006-05-27,56.631017944327105
2006-05-28,56.66373372592406
2006-05-29,56.69644950752102
2006-05-30,56.72916528911797
2006-05-31,56.76188107071492
2006-06-01,56.79459685231188
2006-06-02,56.7269842370115
2006-06-03,56.65937162171114
2006-06-04,56.59175900641076
2006-06-05,56.52414639111039
2006-06-06,56.456533775810016
2006-06-07,56.38892116050965
2006-06-08,56.32130854520928
2006-06-09,56.25369592990891
2006-06-10,56.18608331460853
2006-06-11,56.11847069930817
2006-06-12,56.05085808400779
2006-06-13,55.98324546870742
2006-06-14,55.91563285340705
2006-06-15,55.848020238106685
2006-06-16,55.78040762280631
2006-06-17,55.71279500750593
2006-06-18,55.64518239220556
2006-06-19,55.57756977690519
2006-06-20,55.509957161604824
2006-06-21,55.44234454630445
2006-06-22,55.37473193100408
2006-06-23,55.30711931570371
2006-06-24,55.23950670040334
2006-06-25,55.17189408510296
2006-06-26,55.104281469802594
2006-06-27,55.036668854502224
2006-06-28,54.969056239201855
2006-06-29,54.90144362390148
2006-06-30,54.83383100860111
2006-07-01,54.76621839330074
2006-07-02,54.8643657380916
2006-07-03,54.96251308288246
2006-07-04,55.06066042767332
2006-07-05,55.158807772464186
2006-07-06,55.256955117255046
2006-07-07,55.355102462045906
2006-07-08,55.45324980683677
2006-07-09,55.55139715162763
2006-07-10,55.649544496418486
2006-07-11,55.74769184120935
2006-07-12,55.84583918600021
2006-07-13,55.94398653079108
2006-07-14,56.04213387558194
2006-07-15,56.1402812203728
2006-07-16,56.238428565163666
2006-07-17,56.33657590995452
2006-07-18,56.434723254745386
2006-07-19,56.532870599536245
2006-07-20,56.631017944327105
2006-07-21,56.72916528911797
