date,air travel 
2004-07-05,81.45116542689445
2004-07-06,81.19916800893569
2004-07-07,80.94717059097692
2004-07-08,80.69517317301815
2004-07-09,80.44317575505939
2004-07-10,80.19117833710062
2004-07-11,79.93918091914185
2004-07-12,79.6871835011831
2004-07-13,79.43518608322432
2004-07-14,79.18318866526555
2004-07-15,78.9311912473068
2004-07-16,78.67919382934802
2004-07-17,78.42719641138926
2004-07-18,78.1751989934305
2004-07-19,77.92320157547174
2004-07-20,77.67120415751296
2004-07-21,77.41920673955418
2004-07-22,77.16720932159544
2004-07-23,76.91521190363666
2004-07-24,76.6632144856779
2004-07-25,76.41121706771914
2004-07-26,76.15921964976036
2004-07-27,75.9072222318016
2004-07-28,75.65522481384284
2004-07-29,75.40322739588407
2004-07-30,75.1512299779253
2004-07-31,74.89923255996653
2004-08-01,74.64723514200777
2004-08-02,74.45123715026207
2004-08-03,74.25523915851636
2004-08-04,74.05924116677066
2004-08-05,73.86324317502495
2004-08-06,73.66724518327923
2004-08-07,73.47124719153352
2004-08-08,73.27524919978782
2004-08-09,73.07925120804211
2004-08-10,72.88325321629641
2004-08-11,72.6872552245507
2004-08-12,72.491257232805
2004-08-13,72.2952592410593
2004-08-14,72.09926124931359
2004-08-15,71.90326325756789
2004-08-16,71.70726526582216
2004-08-17,71.51126727407646
2004-08-18,71.31526928233075
2004-08-19,71.11927129058505
2004-08-20,70.92327329883933
2004-08-21,70.72727530709363
2004-08-22,70.53127731534794
2004-08-23,70.33527932360222
2004-08-24,70.13928133185652
2004-08-25,69.94328334011081
2004-08-26,69.7472853483651
2004-08-27,69.55128735661938
2004-08-28,69.35528936487368
2004-08-29,69.15929137312797
2004-08-30,68.96329338138227
2004-08-31,68.76729538963656
2004-09-01,68.57129739789086
2004-09-02,68.51343132413737
2004-09-03,68.45556525038387
2004-09-04,68.39769917663037
2004-09-05,68.33983310287688
2004-09-06,68.2819670291234
2004-09-07,68.22410095536989
2004-09-08,68.16623488161639
2004-09-09,68.1083688078629
2004-09-10,68.05050273410941
2004-09-11,67.99263666035591
2004-09-12,67.93477058660243
2004-09-13,67.87690451284892
2004-09-14,67.81903843909544
2004-09-15,67.76117236534193
2004-09-16,67.70330629158845
2004-09-17,67.64544021783495
2004-09-18,67.58757414408144
2004-09-19,67.52970807032796
2004-09-20,67.47184199657447
2004-09-21,67.41397592282098
2004-09-22,67.35610984906747
2004-09-23,67.29824377531398
2004-09-24,67.24037770156049
2004-09-25,67.182511627807
2004-09-26,67.1246455540535
2004-09-27,67.0667794803
2004-09-28,67.00891340654651
2004-09-29,66.95104733279302
2004-09-30,66.89318125903952
2004-10-01,66.83531518528602
2004-10-02,66.89131461149908
2004-10-03,66.94731403771215
2004-10-04,67.0033134639252
2004-10-05,67.05931289013827
2004-10-06,67.11531231635132
2004-10-07,67.17131174256438
2004-10-08,67.22731116877745
2004-10-09,67.2833105949905
2004-10-10,67.33931002120356
2004-10-11,67.39530944741661
2004-10-12,67.45130887362967
2004-10-13,67.50730829984275
2004-10-14,67.5633077260558
2004-10-15,67.61930715226886
2004-10-16,67.67530657848191
2004-10-17,67.73130600469497
2004-10-18,67.78730543090803
2004-10-19,67.84330485712108
2004-10-20,67.89930428333415
2004-10-21,67.95530370954721
2004-10-22,68.01130313576027
2004-10-23,68.06730256197334
2004-10-24,68.12330198818638
2004-10-25,68.17930141439945
2004-10-26,68.2353008406125
2004-10-27,68.29130026682556
2004-10-28,68.34729969303862
2004-10-29,68.40329911925168
2004-10-30,68.45929854546475
2004-10-31,68.5152979716778
2004-11-01,68.57129739789086
2004-11-02,68.60023043476761
2004-11-03,68.62916347164435
2004-11-04,68.6580965085211
2004-11-05,68.68702954539785
2004-11-06,68.7159625822746
2004-11-07,68.74489561915135
2004-11-08,68.77382865602809
2004-11-09,68.80276169290484
2004-11-10,68.83169472978157
2004-11-11,68.86062776665833
2004-11-12,68.88956080353508
2004-11-13,68.91849384041183
2004-11-14,68.94742687728858
2004-11-15,68.97635991416531
2004-11-16,69.00529295104207
2004-11-17,69.03422598791882
2004-11-18,69.06315902479555
2004-11-19,69.0920920616723
2004-11-20,69.12102509854905
2004-11-21,69.1499581354258
2004-11-22,69.17889117230256
2004-11-23,69.2078242091793
2004-11-24,69.23675724605604
2004-11-25,69.2656902829328
2004-11-26,69.29462331980953
2004-11-27,69.32355635668628
2004-11-28,69.35248939356303
2004-11-29,69.38142243043978
2004-11-30,69.41035546731653
2004-12-01,69.43928850419327
2004-12-02,69.7472853483651
2004-12-03,70.05528219253692
2004-12-04,70.36327903670875
2004-12-05,70.67127588088057
2004-12-06,70.97927272505241
2004-12-07,71.28726956922422
2004-12-08,71.59526641339605
2004-12-09,71.90326325756789
2004-12-10,72.2112601017397
2004-12-11,72.51925694591152
2004-12-12,72.82725379008335
2004-12-13,73.13525063425519
2004-12-14,73.443247478427
2004-12-15,73.75124432259882
2004-12-16,74.05924116677066
2004-12-17,74.36723801094247
2004-12-18,74.6752348551143
2004-12-19,74.98323169928612
2004-12-20,75.29122854345796
2004-12-21,75.59922538762977
2004-12-22,75.9072222318016
2004-12-23,76.21521907597344
2004-12-24,76.52321592014525
2004-12-25,76.83121276431707
2004-12-26,77.1392096084889
2004-12-27,77.44720645266072
2004-12-28,77.75520329683255
2004-12-29,78.06320014100437
2004-12-30,78.37119698517621
2004-12-31,78.67919382934802
2005-01-01,78.98719067351985
2005-01-02,78.76319296866761
2005-01-03,78.53919526381537
2005-01-04,78.31519755896313
2005-01-05,78.09119985411091
2005-01-06,77.86720214925866
2005-01-07,77.64320444440644
2005-01-08,77.41920673955418
2005-01-09,77.19520903470196
2005-01-10,76.97121132984972
2005-01-11,76.74721362499749
2005-01-12,76.52321592014525
2005-01-13,76.29921821529301
2005-01-14,76.07522051044077
2005-01-15,75.85122280558855
2005-01-16,75.6272251007363
2005-01-17,75.40322739588407
2005-01-18,75.17922969103184
2005-01-19,74.9552319861796
2005-01-20,74.73123428132736
2005-01-21,74.50723657647512
2005-01-22,74.28323887162288
2005-01-23,74.05924116677066
2005-01-24,73.83524346191841
2005-01-25,73.61124575706619
2005-01-26,73.38724805221393
2005-01-27,73.16325034736171
2005-01-28,72.93925264250947
2005-01-29,72.71525493765724
2005-01-30,72.491257232805
2005-01-31,72.26725952795276
2005-02-01,72.04326182310052
2005-02-02,72.01226214073257
2005-02-03,71.98126245836464
2005-02-04,71.95026277599669
2005-02-05,71.91926309362876
2005-02-06,71.88826341126081
2005-02-07,71.85726372889287
2005-02-08,71.82626404652491
2005-02-09,71.79526436415696
2005-02-10,71.76426468178903
2005-02-11,71.73326499942108
2005-02-12,71.70226531705315
2005-02-13,71.6712656346852
2005-02-14,71.64026595231726
2005-02-15,71.60926626994932
2005-02-16,71.57826658758137
2005-02-17,71.54726690521343
2005-02-18,71.51626722284549
2005-02-19,71.48526754047755
2005-02-20,71.4542678581096
2005-02-21,71.42326817574165
2005-02-22,71.3922684933737
2005-02-23,71.36126881100576
2005-02-24,71.33026912863782
2005-02-25,71.29926944626988
2005-02-26,71.26826976390194
2005-02-27,71.23727008153399
2005-02-28,71.20627039916606
2005-03-01,71.17527071679811
2005-03-02,70.97927272505241
2005-03-03,70.7832747333067
2005-03-04,70.58727674156098
2005-03-05,70.39127874981527
2005-03-06,70.19528075806957
2005-03-07,69.99928276632386
2005-03-08,69.80328477457816
2005-03-09,69.60728678283245
2005-03-10,69.41128879108675
2005-03-11,69.21529079934103
2005-03-12,69.01929280759533
2005-03-13,68.82329481584964
2005-03-14,68.62729682410392
2005-03-15,68.43129883235821
2005-03-16,68.2353008406125
2005-03-17,68.0393028488668
2005-03-18,67.84330485712108
2005-03-19,67.64730686537538
2005-03-20,67.45130887362967
2005-03-21,67.25531088188397
2005-03-22,67.05931289013827
2005-03-23,66.86331489839256
2005-03-24,66.66731690664686
2005-03-25,66.47131891490115
2005-03-26,66.27532092315543
2005-03-27,66.07932293140972
2005-03-28,65.88332493966402
2005-03-29,65.68732694791831
2005-03-30,65.49132895617261
2005-03-31,65.2953309644269
2005-04-01,65.0993329726812
2005-04-02,65.35973030457191
2005-04-03,65.62012763646264
2005-04-04,65.88052496835337
2005-04-05,66.1409223002441
2005-04-06,66.40131963213481
2005-04-07,66.66171696402554
2005-04-08,66.92211429591626
2005-04-09,67.182511627807
2005-04-10,67.44290895969772
2005-04-11,67.70330629158845
2005-04-12,67.96370362347916
2005-04-13,68.22410095536989
2005-04-14,68.48449828726062
2005-04-15,68.74489561915135
2005-04-16,69.00529295104207
2005-04-17,69.2656902829328
2005-04-18,69.52608761482351
2005-04-19,69.78648494671425
2005-04-20,70.04688227860497
2005-04-21,70.3072796104957
2005-04-22,70.56767694238641
2005-04-23,70.82807427427714
2005-04-24,71.08847160616787
2005-04-25,71.34886893805859
2005-04-26,71.60926626994932
2005-04-27,71.86966360184003
2005-04-28,72.13006093373076
2005-04-29,72.39045826562149
2005-04-30,72.65085559751222
2005-05-01,72.91125292940293
2005-05-02,72.85525350318989
2005-05-03,72.79925407697682
2005-05-04,72.74325465076376
2005-05-05,72.6872552245507
2005-05-06,72.63125579833763
2005-05-07,72.57525637212458
2005-05-08,72.51925694591152
2005-05-09,72.46325751969847
2005-05-10,72.40725809348541
2005-05-11,72.35125866727235
2005-05-12,72.2952592410593
2005-05-13,72.23925981484622
2005-05-14,72.18326038863317
2005-05-15,72.12726096242011
2005-05-16,72.07126153620705
2005-05-17,72.015262109994
2005-05-18,71.95926268378093
2005-05-19,71.90326325756789
2005-05-20,71.84726383135482
2005-05-21,71.79126440514175
2005-05-22,71.7352649789287
2005-05-23,71.67926555271563
2005-05-24,71.62326612650259
2005-05-25,71.56726670028952
2005-05-26,71.51126727407646
2005-05-27,71.45526784786341
2005-05-28,71.39926842165035
2005-05-29,71.34326899543728
2005-05-30,71.28726956922422
2005-05-31,71.23127014301116
2005-06-01,71.17527071679811
2005-06-02,71.17527071679811
2005-06-03,71.17527071679811
2005-06-04,71.17527071679811
2005-06-05,71.17527071679811
2005-06-06,71.17527071679811
2005-06-07,71.17527071679811
2005-06-08,71.17527071679811
2005-06-09,71.17527071679811
2005-06-10,71.17527071679811
2005-06-11,71.17527071679811
2005-06-12,71.17527071679811
2005-06-13,71.17527071679811
2005-06-14,71.17527071679811
2005-06-15,71.17527071679811
2005-06-16,71.17527071679811
2005-06-17,71.17527071679811
2005-06-18,71.17527071679811
2005-06-19,71.17527071679811
2005-06-20,71.17527071679811
2005-06-21,71.17527071679811
2005-06-22,71.17527071679811
2005-06-23,71.17527071679811
2005-06-24,71.17527071679811
2005-06-25,71.17527071679811
2005-06-26,71.17527071679811
2005-06-27,71.17527071679811
2005-06-28,71.17527071679811
2005-06-29,71.17527071679811
2005-06-30,71.17527071679811
2005-07-01,71.17527071679811
2005-07-02,71.03527215126546
2005-07-03,70.89527358573281
2005-07-04,70.75527502020016
2005-07-05,70.61527645466752
2005-07-06,70.47527788913486
2005-07-07,70.33527932360222
2005-07-08,70.19528075806957
2005-07-09,70.05528219253692
2005-07-10,69.91528362700427
2005-07-11,69.77528506147164
2005-07-12,69.63528649593897
2005-07-13,69.49528793040633
2005-07-14,69.35528936487368
2005-07-15,69.21529079934103
2005-07-16,69.07529223380838
2005-07-17,68.93529366827575
2005-07-18,68.7952951027431
2005-07-19,68.65529653721045
2005-07-20,68.5152979716778
2005-07-21,68.37529940614516
2005-07-22,68.2353008406125
2005-07-23,68.09530227507986
2005-07-24,67.95530370954721
2005-07-25,67.81530514401456
2005-07-26,67.67530657848191
2005-07-27,67.53530801294927
2005-07-28,67.39530944741661
2005-07-29,67.25531088188397
2005-07-30,67.11531231635132
2005-07-31,66.97531375081867
2005-08-01,66.83531518528602
2005-08-02,66.49931862800767
2005-08-03,66.16332207072931
2005-08-04,65.82732551345097
2005-08-05,65.49132895617261
2005-08-06,65.15533239889426
2005-08-07,64.8193358416159
2005-08-08,64.48333928433755
2005-08-09,64.1473427270592
2005-08-10,63.81134616978083
2005-08-11,63.47534961250248
2005-08-12,63.13935305522412
2005-08-13,62.80335649794578
2005-08-14,62.46735994066742
2005-08-15,62.131363383389065
2005-08-16,61.7953668261107
2005-08-17,61.45937026883236
2005-08-18,61.123373711554
2005-08-19,60.787377154275646
2005-08-20,60.45138059699729
2005-08-21,60.11538403971894
2005-08-22,59.77938748244058
2005-08-23,59.44339092516223
2005-08-24,59.10739436788387
2005-08-25,58.771397810605514
2005-08-26,58.435401253327164
2005-08-27,58.09940469604881
2005-08-28,57.76340813877045
2005-08-29,57.427411581492095
2005-08-30,57.09141502421375
2005-08-31,56.755418466935396
2005-09-01,56.41942190965704
2005-09-02,56.30368976215004
2005-09-03,56.18795761464306
2005-09-04,56.072225467136064
2005-09-05,55.95649331962908
2005-09-06,55.840761172122086
2005-09-07,55.725029024615104
2005-09-08,55.609296877108115
2005-09-09,55.493564729601125
2005-09-10,55.377832582094136
2005-09-11,55.26210043458715
2005-09-12,55.14636828708016
2005-09-13,55.03063613957317
2005-09-14,54.91490399206618
2005-09-15,54.79917184455919
2005-09-16,54.6834396970522
2005-09-17,54.56770754954522
2005-09-18,54.45197540203823
2005-09-19,54.33624325453124
2005-09-20,54.22051110702425
2005-09-21,54.10477895951726
2005-09-22,53.98904681201027
2005-09-23,53.87331466450328
2005-09-24,53.757582516996294
2005-09-25,53.641850369489305
2005-09-26,53.526118221982316
2005-09-27,53.410386074475326
2005-09-28,53.29465392696834
2005-09-29,53.17892177946135
2005-09-30,53.06318963195436
2005-10-01,52.94745748444737
2005-10-02,52.9754571975539
2005-10-03,53.00345691066043
2005-10-04,53.03145662376696
2005-10-05,53.059456336873495
2005-10-06,53.08745604998002
2005-10-07,53.11545576308655
2005-10-08,53.14345547619308
2005-10-09,53.17145518929961
2005-10-10,53.19945490240614
2005-10-11,53.22745461551266
2005-10-12,53.255454328619194
2005-10-13,53.28345404172573
2005-10-14,53.31145375483226
2005-10-15,53.33945346793879
2005-10-16,53.36745318104531
2005-10-17,53.395452894151845
2005-10-18,53.423452607258376
2005-10-19,53.4514523203649
2005-10-20,53.47945203347143
2005-10-21,53.50745174657796
2005-10-22,53.535451459684495
2005-10-23,53.56345117279103
2005-10-24,53.59145088589755
2005-10-25,53.61945059900408
2005-10-26,53.64745031211061
2005-10-27,53.67545002521714
2005-10-28,53.70344973832367
2005-10-29,53.7314494514302
2005-10-30,53.75944916453673
2005-10-31,53.78744887764326
2005-11-01,53.81544859074979
2005-11-02,53.72864948011954
2005-11-03,53.641850369489305
2005-11-04,53.555051258859066
2005-11-05,53.46825214822882
2005-11-06,53.38145303759858
2005-11-07,53.29465392696834
2005-11-08,53.20785481633809
2005-11-09,53.12105570570786
2005-11-10,53.034256595077615
2005-11-11,52.94745748444737
2005-11-12,52.86065837381713
2005-11-13,52.773859263186885
2005-11-14,52.68706015255665
2005-11-15,52.60026104192641
2005-11-16,52.51346193129616
2005-11-17,52.426662820665925
2005-11-18,52.33986371003568
2005-11-19,52.25306459940544
2005-11-20,52.1662654887752
2005-11-21,52.07946637814496
2005-11-22,51.99266726751471
2005-11-23,51.90586815688447
2005-11-24,51.819069046254235
2005-11-25,51.73226993562399
2005-11-26,51.64547082499375
2005-11-27,51.558671714363506
2005-11-28,51.47187260373326
2005-11-29,51.38507349310303
2005-11-30,51.29827438247278
2005-12-01,51.21147527184254
2005-12-02,51.799469247079664
2005-12-03,52.38746322231678
2005-12-04,52.9754571975539
2005-12-05,53.56345117279103
2005-12-06,54.151445148028145
2005-12-07,54.739439123265264
2005-12-08,55.32743309850238
2005-12-09,55.91542707373951
2005-12-10,56.50342104897662
2005-12-11,57.09141502421375
2005-12-12,57.679408999450864
2005-12-13,58.26740297468798
2005-12-14,58.85539694992511
2005-12-15,59.44339092516223
2005-12-16,60.031384900399345
2005-12-17,60.61937887563647
2005-12-18,61.20737285087359
2005-12-19,61.7953668261107
2005-12-20,62.383360801347834
2005-12-21,62.971354776584946
2005-12-22,63.559348751822064
2005-12-23,64.1473427270592
2005-12-24,64.73533670229631
2005-12-25,65.32333067753342
2005-12-26,65.91132465277056
2005-12-27,66.49931862800767
2005-12-28,67.08731260324478
2005-12-29,67.67530657848191
2005-12-30,68.26330055371903
2005-12-31,68.85129452895616
2006-01-01,69.43928850419327
2006-01-02,69.10329194691492
2006-01-03,68.76729538963656
2006-01-04,68.43129883235821
2006-01-05,68.09530227507986
2006-01-06,67.7593057178015
2006-01-07,67.42330916052315
2006-01-08,67.0873126032448
2006-01-09,66.75131604596645
2006-01-10,66.41531948868808
2006-01-11,66.07932293140972
2006-01-12,65.74332637413137
2006-01-13,65.40732981685302
2006-01-14,65.07133325957467
2006-01-15,64.73533670229631
2006-01-16,64.39934014501796
2006-01-17,64.06334358773961
2006-01-18,63.72734703046125
2006-01-19,63.39135047318289
2006-01-20,63.05535391590453
2006-01-21,62.71935735862619
2006-01-22,62.383360801347834
2006-01-23,62.04736424406948
2006-01-24,61.71136768679112
2006-01-25,61.37537112951276
2006-01-26,61.039374572234415
2006-01-27,60.70337801495606
2006-01-28,60.3673814576777
2006-01-29,60.031384900399345
2006-01-30,59.695388343120996
2006-01-31,59.35939178584264
2006-02-01,59.02339522856428
2006-02-02,59.178393640404
2006-02-03,59.333392052243724
2006-02-04,59.48839046408344
2006-02-05,59.643388875923144
2006-02-06,59.798387287762864
2006-02-07,59.953385699602585
2006-02-08,60.108384111442305
2006-02-09,60.263382523282026
2006-02-10,60.41838093512174
2006-02-11,60.57337934696146
2006-02-12,60.728377758801166
2006-02-13,60.88337617064089
2006-02-14,61.03837458248061
2006-02-15,61.19337299432032
2006-02-16,61.34837140616004
2006-02-17,61.50336981799976
2006-02-18,61.65836822983948
2006-02-19,61.81336664167919
2006-02-20,61.96836505351891
2006-02-21,62.12336346535862
2006-02-22,62.27836187719834
2006-02-23,62.43336028903806
2006-02-24,62.588358700877784
2006-02-25,62.7433571127175
2006-02-26,62.8983555245572
2006-02-27,63.053353936396924
2006-02-28,63.208352348236645
2006-03-01,63.363350760076365
2006-03-02,63.27935162075678
2006-03-03,63.19535248143719
2006-03-04,63.111353342117596
2006-03-05,63.02735420279801
2006-03-06,62.94335506347842
2006-03-07,62.859355924158834
2006-03-08,62.775356784839246
2006-03-09,62.69135764551965
2006-03-10,62.607358506200065
2006-03-11,62.52335936688048
2006-03-12,62.43936022756089
2006-03-13,62.3553610882413
2006-03-14,62.27136194892171
2006-03-15,62.18736280960212
2006-03-16,62.10336367028253
2006-03-17,62.019364530962946
2006-03-18,61.93536539164336
2006-03-19,61.85136625232377
2006-03-20,61.76736711300418
2006-03-21,61.68336797368459
2006-03-22,61.599368834365
2006-03-23,61.515369695045415
2006-03-24,61.43137055572583
2006-03-25,61.34737141640623
2006-03-26,61.263372277086646
2006-03-27,61.17937313776706
2006-03-28,61.09537399844747
2006-03-29,61.01137485912788
2006-03-30,60.92737571980829
2006-03-31,60.8433765804887
2006-04-01,60.759377441169114
2006-04-02,60.78831047804586
2006-04-03,60.81724351492261
2006-04-04,60.84617655179935
2006-04-05,60.87510958867611
2006-04-06,60.904042625552854
2006-04-07,60.9329756624296
2006-04-08,60.96190869930635
2006-04-09,60.99084173618309
2006-04-10,61.01977477305984
2006-04-11,61.04870780993658
2006-04-12,61.07764084681333
2006-04-13,61.10657388369009
2006-04-14,61.13550692056683
2006-04-15,61.16443995744358
2006-04-16,61.19337299432032
2006-04-17,61.22230603119707
2006-04-18,61.251239068073815
2006-04-19,61.28017210495056
2006-04-20,61.30910514182732
2006-04-21,61.33803817870406
2006-04-22,61.36697121558081
2006-04-23,61.395904252457555
2006-04-24,61.4248372893343
2006-04-25,61.45377032621104
2006-04-26,61.48270336308779
2006-04-27,61.51163639996454
2006-04-28,61.540569436841295
2006-04-29,61.56950247371804
2006-04-30,61.59843551059478
2006-05-01,61.627368547471534
2006-05-02,61.627368547471534
2006-05-03,61.627368547471534
2006-05-04,61.627368547471534
2006-05-05,61.627368547471534
2006-05-06,61.627368547471534
2006-05-07,61.627368547471534
2006-05-08,61.627368547471534
2006-05-09,61.627368547471534
2006-05-10,61.627368547471534
2006-05-11,61.627368547471534
2006-05-12,61.627368547471534
2006-05-13,61.627368547471534
2006-05-14,61.627368547471534
2006-05-15,61.627368547471534
2006-05-16,61.627368547471534
2006-05-17,61.627368547471534
2006-05-18,61.627368547471534
2006-05-19,61.627368547471534
2006-05-20,61.627368547471534
2006-05-21,61.627368547471534
2006-05-22,61.627368547471534
2006-05-23,61.627368547471534
2006-05-24,61.627368547471534
2006-05-25,61.627368547471534
2006-05-26,61.627368547471534
2006-05-27,61.627368547471534
2006-05-28,61.627368547471534
2006-05-29,61.627368547471534
2006-05-30,61.627368547471534
2006-05-31,61.627368547471534
2006-06-01,61.627368547471534
2006-06-02,61.80096676873202
2006-06-03,61.9745649899925
2006-06-04,62.14816321125298
2006-06-05,62.32176143251346
2006-06-06,62.495359653773946
2006-06-07,62.66895787503444
2006-06-08,62.84255609629492
2006-06-09,63.01615431755539
2006-06-10,63.18975253881588
2006-06-11,63.363350760076365
2006-06-12,63.53694898133685
2006-06-13,63.71054720259733
2006-06-14,63.88414542385781
2006-06-15,64.0577436451183
2006-06-16,64.23134186637878
2006-06-17,64.40494008763926
2006-06-18,64.57853830889975
2006-06-19,64.75213653016023
2006-06-20,64.9257347514207
2006-06-21,65.0993329726812
2006-06-22,65.27293119394169
2006-06-23,65.44652941520216
2006-06-24,65.62012763646264
2006-06-25,65.79372585772313
2006-06-26,65.96732407898361
2006-06-27,66.1409223002441
2006-06-28,66.31452052150458
2006-06-29,66.48811874276505
2006-06-30,66.66171696402554
2006-07-01,66.83531518528602
2006-07-02,66.94731403771215
2006-07-03,67.05931289013827
2006-07-04,67.17131174256438
2006-07-05,67.2833105949905
2006-07-06,67.39530944741661
2006-07-07,67.50730829984275
2006-07-08,67.61930715226886
2006-07-09,67.73130600469497
2006-07-10,67.84330485712108
2006-07-11,67.95530370954721
2006-07-12,68.06730256197334
2006-07-13,68.17930141439945
2006-07-14,68.29130026682556
2006-07-15,68.40329911925168
2006-07-16,68.5152979716778
2006-07-17,68.62729682410392
2006-07-18,68.73929567653003
2006-07-19,68.85129452895616
2006-07-20,68.96329338138227
2006-07-21,69.07529223380838
