date,advertising & marketing 
2004-07-05,24.163524610989544
2004-07-06,24.3877122132698
2004-07-07,24.61189981555006
2004-07-08,24.836087417830317
2004-07-09,25.060275020110577
2004-07-10,25.284462622390834
2004-07-11,25.508650224671094
2004-07-12,25.73283782695135
2004-07-13,25.95702542923161
2004-07-14,26.181213031511867
2004-07-15,26.405400633792127
2004-07-16,26.62958823607238
2004-07-17,26.85377583835264
2004-07-18,27.077963440632896
2004-07-19,27.302151042913156
2004-07-20,27.526338645193412
2004-07-21,27.750526247473672
2004-07-22,27.97471384975393
2004-07-23,28.19890145203419
2004-07-24,28.423089054314445
2004-07-25,28.647276656594705
2004-07-26,28.871464258874962
2004-07-27,29.095651861155222
2004-07-28,29.31983946343548
2004-07-29,29.54402706571574
2004-07-30,29.768214667995995
2004-07-31,29.992402270276255
2004-08-01,30.21658987255651
2004-08-02,30.01189684438758
2004-08-03,29.807203816218646
2004-08-04,29.602510788049717
2004-08-05,29.397817759880787
2004-08-06,29.19312473171185
2004-08-07,28.988431703542922
2004-08-08,28.783738675373993
2004-08-09,28.57904564720506
2004-08-10,28.37435261903613
2004-08-11,28.169659590867195
2004-08-12,27.964966562698265
2004-08-13,27.760273534529336
2004-08-14,27.555580506360403
2004-08-15,27.350887478191474
2004-08-16,27.14619445002254
2004-08-17,26.94150142185361
2004-08-18,26.73680839368468
2004-08-19,26.53211536551575
2004-08-20,26.327422337346817
2004-08-21,26.122729309177885
2004-08-22,25.918036281008956
2004-08-23,25.713343252840023
2004-08-24,25.508650224671094
2004-08-25,25.303957196502164
2004-08-26,25.099264168333228
2004-08-27,24.8945711401643
2004-08-28,24.68987811199537
2004-08-29,24.485185083826437
2004-08-30,24.280492055657508
2004-08-31,24.07579902748857
2004-09-01,23.871105999319642
2004-09-02,23.599156690466632
2004-09-03,23.327207381613626
2004-09-04,23.055258072760616
2004-09-05,22.78330876390761
2004-09-06,22.5113594550546
2004-09-07,22.23941014620159
2004-09-08,21.967460837348582
2004-09-09,21.695511528495572
2004-09-10,21.423562219642566
2004-09-11,21.151612910789556
2004-09-12,20.879663601936546
2004-09-13,20.60771429308354
2004-09-14,20.33576498423053
2004-09-15,20.063815675377523
2004-09-16,19.791866366524513
2004-09-17,19.519917057671503
2004-09-18,19.247967748818496
2004-09-19,18.976018439965486
2004-09-20,18.70406913111248
2004-09-21,18.43211982225947
2004-09-22,18.160170513406463
2004-09-23,17.888221204553453
2004-09-24,17.616271895700443
2004-09-25,17.344322586847436
2004-09-26,17.072373277994426
2004-09-27,16.80042396914142
2004-09-28,16.528474660288413
2004-09-29,16.2565253514354
2004-09-30,15.984576042582393
2004-10-01,15.712626733729385
2004-10-02,15.702879446673721
2004-10-03,15.69313215961806
2004-10-04,15.683384872562396
2004-10-05,15.67363758550673
2004-10-06,15.663890298451067
2004-10-07,15.654143011395405
2004-10-08,15.644395724339741
2004-10-09,15.634648437284078
2004-10-10,15.624901150228414
2004-10-11,15.615153863172752
2004-10-12,15.605406576117089
2004-10-13,15.595659289061423
2004-10-14,15.58591200200576
2004-10-15,15.576164714950098
2004-10-16,15.566417427894434
2004-10-17,15.55667014083877
2004-10-18,15.546922853783109
2004-10-19,15.537175566727445
2004-10-20,15.527428279671781
2004-10-21,15.517680992616116
2004-10-22,15.507933705560454
2004-10-23,15.49818641850479
2004-10-24,15.488439131449127
2004-10-25,15.478691844393463
2004-10-26,15.468944557337801
2004-10-27,15.459197270282138
2004-10-28,15.449449983226474
2004-10-29,15.439702696170809
2004-10-30,15.429955409115147
2004-10-31,15.420208122059483
2004-11-01,15.41046083500382
2004-11-02,15.480966211373119
2004-11-03,15.551471587742418
2004-11-04,15.621976964111717
2004-11-05,15.692482340481012
2004-11-06,15.762987716850311
2004-11-07,15.83349309321961
2004-11-08,15.90399846958891
2004-11-09,15.974503845958209
2004-11-10,16.045009222327508
2004-11-11,16.115514598696805
2004-11-12,16.186019975066106
2004-11-13,16.2565253514354
2004-11-14,16.3270307278047
2004-11-15,16.397536104173998
2004-11-16,16.4680414805433
2004-11-17,16.538546856912596
2004-11-18,16.609052233281897
2004-11-19,16.679557609651194
2004-11-20,16.75006298602049
2004-11-21,16.82056836238979
2004-11-22,16.89107373875909
2004-11-23,16.961579115128387
2004-11-24,17.032084491497685
2004-11-25,17.102589867866985
2004-11-26,17.173095244236283
2004-11-27,17.243600620605584
2004-11-28,17.314105996974877
2004-11-29,17.38461137334418
2004-11-30,17.455116749713476
2004-12-01,17.525622126082776
2004-12-02,17.749809728363033
2004-12-03,17.973997330643293
2004-12-04,18.19818493292355
2004-12-05,18.42237253520381
2004-12-06,18.646560137484066
2004-12-07,18.870747739764322
2004-12-08,19.094935342044582
2004-12-09,19.31912294432484
2004-12-10,19.543310546605095
2004-12-11,19.767498148885355
2004-12-12,19.991685751165612
2004-12-13,20.215873353445872
2004-12-14,20.44006095572613
2004-12-15,20.66424855800639
2004-12-16,20.888436160286645
2004-12-17,21.112623762566905
2004-12-18,21.33681136484716
2004-12-19,21.56099896712742
2004-12-20,21.785186569407678
2004-12-21,22.009374171687938
2004-12-22,22.23356177396819
2004-12-23,22.45774937624845
2004-12-24,22.681936978528707
2004-12-25,22.906124580808967
2004-12-26,23.130312183089224
2004-12-27,23.354499785369484
2004-12-28,23.57868738764974
2004-12-29,23.80287498993
2004-12-30,24.027062592210257
2004-12-31,24.251250194490517
2005-01-01,24.475437796770773
2005-01-02,24.34872306504715
2005-01-03,24.222008333323522
2005-01-04,24.0952936015999
2005-01-05,23.96857886987628
2005-01-06,23.841864138152655
2005-01-07,23.715149406429028
2005-01-08,23.588434674705404
2005-01-09,23.46171994298178
2005-01-10,23.335005211258153
2005-01-11,23.208290479534533
2005-01-12,23.08157574781091
2005-01-13,22.954861016087285
2005-01-14,22.82814628436366
2005-01-15,22.701431552640035
2005-01-16,22.57471682091641
2005-01-17,22.44800208919279
2005-01-18,22.321287357469163
2005-01-19,22.19457262574554
2005-01-20,22.067857894021916
2005-01-21,21.94114316229829
2005-01-22,21.814428430574665
2005-01-23,21.687713698851045
2005-01-24,21.56099896712742
2005-01-25,21.434284235403794
2005-01-26,21.30756950368017
2005-01-27,21.180854771956547
2005-01-28,21.054140040232923
2005-01-29,20.927425308509296
2005-01-30,20.800710576785676
2005-01-31,20.673995845062052
2005-02-01,20.54728111333843
2005-02-02,20.34223996777465
2005-02-03,20.137198822210873
2005-02-04,19.932157676647094
2005-02-05,19.727116531083322
2005-02-06,19.522075385519546
2005-02-07,19.31703423995577
2005-02-08,19.11199309439199
2005-02-09,18.906951948828215
2005-02-10,18.70191080326444
2005-02-11,18.496869657700664
2005-02-12,18.291828512136888
2005-02-13,18.08678736657311
2005-02-14,17.881746221009337
2005-02-15,17.676705075445557
2005-02-16,17.47166392988178
2005-02-17,17.266622784318006
2005-02-18,17.06158163875423
2005-02-19,16.85654049319045
2005-02-20,16.651499347626675
2005-02-21,16.4464582020629
2005-02-22,16.241417056499124
2005-02-23,16.036375910935348
2005-02-24,15.83133476537157
2005-02-25,15.626293619807795
2005-02-26,15.42125247424402
2005-02-27,15.216211328680242
2005-02-28,15.011170183116466
2005-03-01,14.80612903755269
2005-03-02,14.942591056331977
2005-03-03,15.079053075111265
2005-03-04,15.21551509389055
2005-03-05,15.35197711266984
2005-03-06,15.488439131449127
2005-03-07,15.624901150228414
2005-03-08,15.761363169007703
2005-03-09,15.897825187786989
2005-03-10,16.034287206566276
2005-03-11,16.170749225345563
2005-03-12,16.30721124412485
2005-03-13,16.44367326290414
2005-03-14,16.580135281683425
2005-03-15,16.716597300462713
2005-03-16,16.853059319242
2005-03-17,16.98952133802129
2005-03-18,17.125983356800578
2005-03-19,17.262445375579862
2005-03-20,17.39890739435915
2005-03-21,17.53536941313844
2005-03-22,17.671831431917727
2005-03-23,17.808293450697015
2005-03-24,17.944755469476302
2005-03-25,18.08121748825559
2005-03-26,18.217679507034877
2005-03-27,18.354141525814164
2005-03-28,18.49060354459345
2005-03-29,18.62706556337274
2005-03-30,18.763527582152026
2005-03-31,18.899989600931313
2005-04-01,19.0364516197106
2005-04-02,19.046523816334787
2005-04-03,19.056596012958973
2005-04-04,19.06666820958316
2005-04-05,19.076740406207342
2005-04-06,19.08681260283153
2005-04-07,19.096884799455715
2005-04-08,19.1069569960799
2005-04-09,19.117029192704084
2005-04-10,19.12710138932827
2005-04-11,19.137173585952457
2005-04-12,19.147245782576643
2005-04-13,19.157317979200826
2005-04-14,19.167390175825012
2005-04-15,19.1774623724492
2005-04-16,19.187534569073385
2005-04-17,19.197606765697568
2005-04-18,19.207678962321754
2005-04-19,19.21775115894594
2005-04-20,19.227823355570127
2005-04-21,19.23789555219431
2005-04-22,19.247967748818496
2005-04-23,19.258039945442682
2005-04-24,19.26811214206687
2005-04-25,19.27818433869105
2005-04-26,19.288256535315238
2005-04-27,19.298328731939424
2005-04-28,19.30840092856361
2005-04-29,19.318473125187793
2005-04-30,19.32854532181198
2005-05-01,19.338617518436166
2005-05-02,19.289881083157848
2005-05-03,19.241144647879533
2005-05-04,19.192408212601215
2005-05-05,19.143671777322897
2005-05-06,19.094935342044582
2005-05-07,19.046198906766264
2005-05-08,18.997462471487946
2005-05-09,18.94872603620963
2005-05-10,18.899989600931313
2005-05-11,18.851253165653
2005-05-12,18.80251673037468
2005-05-13,18.753780295096362
2005-05-14,18.705043859818048
2005-05-15,18.65630742453973
2005-05-16,18.60757098926141
2005-05-17,18.558834553983097
2005-05-18,18.51009811870478
2005-05-19,18.46136168342646
2005-05-20,18.412625248148146
2005-05-21,18.363888812869828
2005-05-22,18.31515237759151
2005-05-23,18.266415942313195
2005-05-24,18.217679507034877
2005-05-25,18.168943071756562
2005-05-26,18.120206636478244
2005-05-27,18.071470201199926
2005-05-28,18.02273376592161
2005-05-29,17.973997330643293
2005-05-30,17.925260895364975
2005-05-31,17.876524460086657
2005-06-01,17.827788024808342
2005-06-02,17.817715828184156
2005-06-03,17.80764363155997
2005-06-04,17.797571434935783
2005-06-05,17.7874992383116
2005-06-06,17.777427041687414
2005-06-07,17.767354845063227
2005-06-08,17.75728264843904
2005-06-09,17.74721045181486
2005-06-10,17.737138255190672
2005-06-11,17.727066058566486
2005-06-12,17.7169938619423
2005-06-13,17.706921665318117
2005-06-14,17.69684946869393
2005-06-15,17.686777272069744
2005-06-16,17.676705075445557
2005-06-17,17.666632878821375
2005-06-18,17.656560682197185
2005-06-19,17.646488485573002
2005-06-20,17.636416288948816
2005-06-21,17.626344092324633
2005-06-22,17.616271895700443
2005-06-23,17.60619969907626
2005-06-24,17.596127502452074
2005-06-25,17.58605530582789
2005-06-26,17.5759831092037
2005-06-27,17.56591091257952
2005-06-28,17.555838715955332
2005-06-29,17.54576651933115
2005-06-30,17.53569432270696
2005-07-01,17.525622126082776
2005-07-02,17.749809728363033
2005-07-03,17.973997330643293
2005-07-04,18.19818493292355
2005-07-05,18.42237253520381
2005-07-06,18.646560137484066
2005-07-07,18.870747739764322
2005-07-08,19.094935342044582
2005-07-09,19.31912294432484
2005-07-10,19.543310546605095
2005-07-11,19.767498148885355
2005-07-12,19.991685751165612
2005-07-13,20.215873353445872
2005-07-14,20.44006095572613
2005-07-15,20.66424855800639
2005-07-16,20.888436160286645
2005-07-17,21.112623762566905
2005-07-18,21.33681136484716
2005-07-19,21.56099896712742
2005-07-20,21.785186569407678
2005-07-21,22.009374171687938
2005-07-22,22.23356177396819
2005-07-23,22.45774937624845
2005-07-24,22.681936978528707
2005-07-25,22.906124580808967
2005-07-26,23.130312183089224
2005-07-27,23.354499785369484
2005-07-28,23.57868738764974
2005-07-29,23.80287498993
2005-07-30,24.027062592210257
2005-07-31,24.251250194490517
2005-08-01,24.475437796770773
2005-08-02,24.124535462766893
2005-08-03,23.773633128763006
2005-08-04,23.422730794759126
2005-08-05,23.071828460755246
2005-08-06,22.720926126751362
2005-08-07,22.37002379274748
2005-08-08,22.019121458743598
2005-08-09,21.668219124739714
2005-08-10,21.317316790735834
2005-08-11,20.966414456731954
2005-08-12,20.615512122728067
2005-08-13,20.264609788724187
2005-08-14,19.913707454720306
2005-08-15,19.562805120716423
2005-08-16,19.211902786712542
2005-08-17,18.861000452708662
2005-08-18,18.51009811870478
2005-08-19,18.159195784700895
2005-08-20,17.808293450697015
2005-08-21,17.45739111669313
2005-08-22,17.106488782689247
2005-08-23,16.755586448685367
2005-08-24,16.404684114681487
2005-08-25,16.053781780677603
2005-08-26,15.702879446673721
2005-08-27,15.35197711266984
2005-08-28,15.001074778665956
2005-08-29,14.650172444662076
2005-08-30,14.299270110658194
2005-08-31,13.94836777665431
2005-09-01,13.59746544265043
2005-09-02,13.667970819019729
2005-09-03,13.738476195389026
2005-09-04,13.808981571758325
2005-09-05,13.879486948127623
2005-09-06,13.949992324496922
2005-09-07,14.02049770086622
2005-09-08,14.091003077235518
2005-09-09,14.161508453604817
2005-09-10,14.232013829974116
2005-09-11,14.302519206343415
2005-09-12,14.373024582712715
2005-09-13,14.44352995908201
2005-09-14,14.51403533545131
2005-09-15,14.584540711820608
2005-09-16,14.655046088189907
2005-09-17,14.725551464559206
2005-09-18,14.796056840928506
2005-09-19,14.866562217297803
2005-09-20,14.9370675936671
2005-09-21,15.0075729700364
2005-09-22,15.078078346405698
2005-09-23,15.148583722774998
2005-09-24,15.219089099144295
2005-09-25,15.289594475513594
2005-09-26,15.360099851882893
2005-09-27,15.430605228252192
2005-09-28,15.501110604621488
2005-09-29,15.571615980990787
2005-09-30,15.642121357360086
2005-10-01,15.712626733729385
2005-10-02,15.663890298451067
2005-10-03,15.615153863172752
2005-10-04,15.566417427894434
2005-10-05,15.517680992616116
2005-10-06,15.468944557337801
2005-10-07,15.420208122059483
2005-10-08,15.371471686781165
2005-10-09,15.32273525150285
2005-10-10,15.273998816224532
2005-10-11,15.225262380946216
2005-10-12,15.1765259456679
2005-10-13,15.127789510389581
2005-10-14,15.079053075111265
2005-10-15,15.030316639832948
2005-10-16,14.98158020455463
2005-10-17,14.932843769276314
2005-10-18,14.884107333997997
2005-10-19,14.83537089871968
2005-10-20,14.786634463441363
2005-10-21,14.737898028163047
2005-10-22,14.689161592884728
2005-10-23,14.640425157606412
2005-10-24,14.591688722328096
2005-10-25,14.54295228704978
2005-10-26,14.494215851771461
2005-10-27,14.445479416493145
2005-10-28,14.396742981214828
2005-10-29,14.34800654593651
2005-10-30,14.299270110658194
2005-10-31,14.250533675379877
2005-11-01,14.201797240101559
2005-11-02,14.13129186373226
2005-11-03,14.060786487362963
2005-11-04,13.990281110993664
2005-11-05,13.919775734624366
2005-11-06,13.849270358255067
2005-11-07,13.778764981885768
2005-11-08,13.70825960551647
2005-11-09,13.637754229147172
2005-11-10,13.567248852777873
2005-11-11,13.496743476408573
2005-11-12,13.426238100039274
2005-11-13,13.355732723669979
2005-11-14,13.28522734730068
2005-11-15,13.21472197093138
2005-11-16,13.144216594562081
2005-11-17,13.073711218192782
2005-11-18,13.003205841823483
2005-11-19,12.932700465454186
2005-11-20,12.862195089084889
2005-11-21,12.79168971271559
2005-11-22,12.72118433634629
2005-11-23,12.650678959976991
2005-11-24,12.580173583607694
2005-11-25,12.509668207238395
2005-11-26,12.439162830869096
2005-11-27,12.368657454499797
2005-11-28,12.298152078130501
2005-11-29,12.227646701761202
2005-11-30,12.157141325391903
2005-12-01,12.086635949022604
2005-12-02,12.349812699525515
2005-12-03,12.612989450028428
2005-12-04,12.876166200531337
2005-12-05,13.13934295103425
2005-12-06,13.40251970153716
2005-12-07,13.665696452040073
2005-12-08,13.928873202542984
2005-12-09,14.192049953045897
2005-12-10,14.455226703548806
2005-12-11,14.71840345405172
2005-12-12,14.98158020455463
2005-12-13,15.244756955057543
2005-12-14,15.507933705560454
2005-12-15,15.771110456063365
2005-12-16,16.034287206566276
2005-12-17,16.29746395706919
2005-12-18,16.560640707572098
2005-12-19,16.823817458075013
2005-12-20,17.086994208577924
2005-12-21,17.350170959080835
2005-12-22,17.613347709583746
2005-12-23,17.876524460086657
2005-12-24,18.139701210589568
2005-12-25,18.402877961092482
2005-12-26,18.666054711595393
2005-12-27,18.929231462098304
2005-12-28,19.192408212601215
2005-12-29,19.455584963104126
2005-12-30,19.71876171360704
2005-12-31,19.98193846410995
2006-01-01,20.245115214612863
2006-01-02,20.147642344056226
2006-01-03,20.050169473499594
2006-01-04,19.95269660294296
2006-01-05,19.855223732386325
2006-01-06,19.75775086182969
2006-01-07,19.66027799127306
2006-01-08,19.562805120716423
2006-01-09,19.46533225015979
2006-01-10,19.367859379603157
2006-01-11,19.27038650904652
2006-01-12,19.172913638489888
2006-01-13,19.075440767933255
2006-01-14,18.97796789737662
2006-01-15,18.880495026819986
2006-01-16,18.783022156263353
2006-01-17,18.685549285706717
2006-01-18,18.588076415150084
2006-01-19,18.49060354459345
2006-01-20,18.39313067403682
2006-01-21,18.295657803480182
2006-01-22,18.19818493292355
2006-01-23,18.100712062366917
2006-01-24,18.00323919181028
2006-01-25,17.905766321253648
2006-01-26,17.808293450697015
2006-01-27,17.71082058014038
2006-01-28,17.613347709583746
2006-01-29,17.515874839027113
2006-01-30,17.41840196847048
2006-01-31,17.320929097913844
2006-02-01,17.22345622735721
2006-02-02,17.180289670396416
2006-02-03,17.13712311343562
2006-02-04,17.093956556474826
2006-02-05,17.05078999951403
2006-02-06,17.007623442553236
2006-02-07,16.96445688559244
2006-02-08,16.921290328631645
2006-02-09,16.87812377167085
2006-02-10,16.834957214710055
2006-02-11,16.79179065774926
2006-02-12,16.748624100788465
2006-02-13,16.70545754382767
2006-02-14,16.662290986866875
2006-02-15,16.61912442990608
2006-02-16,16.575957872945285
2006-02-17,16.53279131598449
2006-02-18,16.489624759023695
2006-02-19,16.4464582020629
2006-02-20,16.403291645102104
2006-02-21,16.36012508814131
2006-02-22,16.316958531180514
2006-02-23,16.27379197421972
2006-02-24,16.230625417258924
2006-02-25,16.18745886029813
2006-02-26,16.144292303337334
2006-02-27,16.10112574637654
2006-02-28,16.057959189415747
2006-03-01,16.01479263245495
2006-03-02,16.063529067733267
2006-03-03,16.112265503011585
2006-03-04,16.1610019382899
2006-03-05,16.209738373568218
2006-03-06,16.258474808846536
2006-03-07,16.30721124412485
2006-03-08,16.35594767940317
2006-03-09,16.404684114681487
2006-03-10,16.4534205499598
2006-03-11,16.50215698523812
2006-03-12,16.550893420516438
2006-03-13,16.599629855794753
2006-03-14,16.64836629107307
2006-03-15,16.69710272635139
2006-03-16,16.745839161629704
2006-03-17,16.79457559690802
2006-03-18,16.84331203218634
2006-03-19,16.892048467464654
2006-03-20,16.940784902742973
2006-03-21,16.98952133802129
2006-03-22,17.038257773299605
2006-03-23,17.086994208577924
2006-03-24,17.135730643856242
2006-03-25,17.184467079134556
2006-03-26,17.233203514412875
2006-03-27,17.281939949691193
2006-03-28,17.330676384969507
2006-03-29,17.379412820247826
2006-03-30,17.428149255526144
2006-03-31,17.47688569080446
2006-04-01,17.525622126082776
2006-04-02,17.42490015984092
2006-04-03,17.324178193599067
2006-04-04,17.22345622735721
2006-04-05,17.122734261115355
2006-04-06,17.0220122948735
2006-04-07,16.921290328631645
2006-04-08,16.82056836238979
2006-04-09,16.719846396147936
2006-04-10,16.61912442990608
2006-04-11,16.518402463664223
2006-04-12,16.41768049742237
2006-04-13,16.316958531180514
2006-04-14,16.216236564938658
2006-04-15,16.115514598696805
2006-04-16,16.01479263245495
2006-04-17,15.914070666213094
2006-04-18,15.813348699971241
2006-04-19,15.712626733729385
2006-04-20,15.611904767487529
2006-04-21,15.511182801245676
2006-04-22,15.41046083500382
2006-04-23,15.309738868761965
2006-04-24,15.20901690252011
2006-04-25,15.108294936278256
2006-04-26,15.0075729700364
2006-04-27,14.906851003794545
2006-04-28,14.80612903755269
2006-04-29,14.705407071310834
2006-04-30,14.604685105068981
2006-05-01,14.503963138827125
2006-05-02,14.445479416493145
2006-05-03,14.386995694159163
2006-05-04,14.328511971825185
2006-05-05,14.270028249491203
2006-05-06,14.211544527157223
2006-05-07,14.153060804823243
2006-05-08,14.094577082489263
2006-05-09,14.036093360155283
2006-05-10,13.9776096378213
2006-05-11,13.91912591548732
2006-05-12,13.860642193153339
2006-05-13,13.80215847081936
2006-05-14,13.74367474848538
2006-05-15,13.685191026151399
2006-05-16,13.626707303817419
2006-05-17,13.56822358148344
2006-05-18,13.509739859149459
2006-05-19,13.451256136815479
2006-05-20,13.392772414481497
2006-05-21,13.334288692147519
2006-05-22,13.275804969813539
2006-05-23,13.217321247479557
2006-05-24,13.158837525145577
2006-05-25,13.100353802811595
2006-05-26,13.041870080477617
2006-05-27,12.983386358143637
2006-05-28,12.924902635809655
2006-05-29,12.866418913475675
2006-05-30,12.807935191141695
2006-05-31,12.749451468807715
2006-06-01,12.690967746473735
2006-06-02,12.660751156601178
2006-06-03,12.63053456672862
2006-06-04,12.600317976856065
2006-06-05,12.570101386983508
2006-06-06,12.539884797110952
2006-06-07,12.509668207238395
2006-06-08,12.479451617365838
2006-06-09,12.449235027493282
2006-06-10,12.419018437620727
2006-06-11,12.38880184774817
2006-06-12,12.358585257875612
2006-06-13,12.328368668003055
2006-06-14,12.298152078130501
2006-06-15,12.267935488257944
2006-06-16,12.237718898385387
2006-06-17,12.20750230851283
2006-06-18,12.177285718640272
2006-06-19,12.147069128767718
2006-06-20,12.116852538895161
2006-06-21,12.086635949022604
2006-06-22,12.056419359150047
2006-06-23,12.02620276927749
2006-06-24,11.995986179404936
2006-06-25,11.965769589532378
2006-06-26,11.935552999659821
2006-06-27,11.905336409787264
2006-06-28,11.875119819914707
2006-06-29,11.844903230042153
2006-06-30,11.814686640169596
2006-07-01,11.784470050297038
2006-07-02,11.87219563379801
2006-07-03,11.959921217298978
2006-07-04,12.04764680079995
2006-07-05,12.135372384300922
2006-07-06,12.223097967801891
2006-07-07,12.310823551302862
2006-07-08,12.398549134803831
2006-07-09,12.486274718304802
2006-07-10,12.574000301805773
2006-07-11,12.661725885306744
2006-07-12,12.749451468807715
2006-07-13,12.837177052308686
2006-07-14,12.924902635809655
2006-07-15,13.012628219310626
2006-07-16,13.100353802811595
2006-07-17,13.188079386312568
2006-07-18,13.275804969813539
2006-07-19,13.363530553314508
