date,real estate 
2004-07-05,94.72903142647355
2004-07-06,94.72903142647355
2004-07-07,94.72903142647355
2004-07-08,94.72903142647355
2004-07-09,94.72903142647355
2004-07-10,94.72903142647355
2004-07-11,94.72903142647355
2004-07-12,94.72903142647355
2004-07-13,94.72903142647355
2004-07-14,94.72903142647355
2004-07-15,94.72903142647355
2004-07-16,94.72903142647355
2004-07-17,94.72903142647355
2004-07-18,94.72903142647355
2004-07-19,94.72903142647355
2004-07-20,94.72903142647355
2004-07-21,94.72903142647355
2004-07-22,94.72903142647355
2004-07-23,94.72903142647355
2004-07-24,94.72903142647355
2004-07-25,94.72903142647355
2004-07-26,94.72903142647355
2004-07-27,94.72903142647355
2004-07-28,94.72903142647355
2004-07-29,94.72903142647355
2004-07-30,94.72903142647355
2004-07-31,94.72903142647355
2004-08-01,94.72903142647355
2004-08-02,94.235168766707
2004-08-03,93.74130610694044
2004-08-04,93.24744344717388
2004-08-05,92.75358078740732
2004-08-06,92.25971812764075
2004-08-07,91.76585546787419
2004-08-08,91.27199280810763
2004-08-09,90.77813014834108
2004-08-10,90.28426748857451
2004-08-11,89.79040482880795
2004-08-12,89.29654216904139
2004-08-13,88.80267950927482
2004-08-14,88.30881684950826
2004-08-15,87.81495418974171
2004-08-16,87.32109152997515
2004-08-17,86.82722887020859
2004-08-18,86.33336621044201
2004-08-19,85.83950355067545
2004-08-20,85.34564089090888
2004-08-21,84.85177823114233
2004-08-22,84.35791557137577
2004-08-23,83.8640529116092
2004-08-24,83.37019025184264
2004-08-25,82.87632759207608
2004-08-26,82.38246493230952
2004-08-27,81.88860227254295
2004-08-28,81.3947396127764
2004-08-29,80.90087695300984
2004-08-30,80.40701429324328
2004-08-31,79.91315163347672
2004-09-01,79.41928897371015
2004-09-02,79.2917077866038
2004-09-03,79.16412659949744
2004-09-04,79.03654541239106
2004-09-05,78.9089642252847
2004-09-06,78.78138303817835
2004-09-07,78.65380185107199
2004-09-08,78.52622066396562
2004-09-09,78.39863947685927
2004-09-10,78.2710582897529
2004-09-11,78.14347710264654
2004-09-12,78.01589591554017
2004-09-13,77.88831472843383
2004-09-14,77.76073354132745
2004-09-15,77.6331523542211
2004-09-16,77.50557116711474
2004-09-17,77.37798998000837
2004-09-18,77.25040879290201
2004-09-19,77.12282760579564
2004-09-20,76.99524641868929
2004-09-21,76.86766523158292
2004-09-22,76.74008404447656
2004-09-23,76.61250285737019
2004-09-24,76.48492167026384
2004-09-25,76.35734048315747
2004-09-26,76.22975929605111
2004-09-27,76.10217810894476
2004-09-28,75.9745969218384
2004-09-29,75.84701573473203
2004-09-30,75.71943454762567
2004-10-01,75.59185336051931
2004-10-02,75.43752127934226
2004-10-03,75.2831891981652
2004-10-04,75.12885711698816
2004-10-05,74.97452503581111
2004-10-06,74.82019295463405
2004-10-07,74.665860873457
2004-10-08,74.51152879227996
2004-10-09,74.3571967111029
2004-10-10,74.20286462992586
2004-10-11,74.04853254874881
2004-10-12,73.89420046757175
2004-10-13,73.7398683863947
2004-10-14,73.58553630521766
2004-10-15,73.4312042240406
2004-10-16,73.27687214286355
2004-10-17,73.12254006168651
2004-10-18,72.96820798050945
2004-10-19,72.8138758993324
2004-10-20,72.65954381815534
2004-10-21,72.5052117369783
2004-10-22,72.35087965580124
2004-10-23,72.19654757462419
2004-10-24,72.04221549344715
2004-10-25,71.88788341227009
2004-10-26,71.73355133109304
2004-10-27,71.579219249916
2004-10-28,71.42488716873893
2004-10-29,71.27055508756189
2004-10-30,71.11622300638484
2004-10-31,70.96189092520778
2004-11-01,70.80755884403074
2004-11-02,70.77566354725415
2004-11-03,70.74376825047756
2004-11-04,70.71187295370098
2004-11-05,70.67997765692438
2004-11-06,70.64808236014778
2004-11-07,70.6161870633712
2004-11-08,70.5842917665946
2004-11-09,70.55239646981802
2004-11-10,70.52050117304142
2004-11-11,70.48860587626484
2004-11-12,70.45671057948826
2004-11-13,70.42481528271165
2004-11-14,70.39291998593507
2004-11-15,70.36102468915847
2004-11-16,70.32912939238189
2004-11-17,70.29723409560529
2004-11-18,70.26533879882871
2004-11-19,70.23344350205213
2004-11-20,70.20154820527551
2004-11-21,70.16965290849893
2004-11-22,70.13775761172234
2004-11-23,70.10586231494575
2004-11-24,70.07396701816916
2004-11-25,70.04207172139257
2004-11-26,70.01017642461599
2004-11-27,69.9782811278394
2004-11-28,69.9463858310628
2004-11-29,69.9144905342862
2004-11-30,69.88259523750962
2004-12-01,69.85069994073302
2004-12-02,70.43716184920582
2004-12-03,71.0236237576786
2004-12-04,71.6100856661514
2004-12-05,72.19654757462419
2004-12-06,72.78300948309699
2004-12-07,73.36947139156977
2004-12-08,73.95593330004257
2004-12-09,74.54239520851536
2004-12-10,75.12885711698816
2004-12-11,75.71531902546094
2004-12-12,76.30178093393373
2004-12-13,76.88824284240653
2004-12-14,77.47470475087933
2004-12-15,78.06116665935211
2004-12-16,78.6476285678249
2004-12-17,79.2340904762977
2004-12-18,79.8205523847705
2004-12-19,80.40701429324328
2004-12-20,80.99347620171606
2004-12-21,81.57993811018886
2004-12-22,82.16640001866166
2004-12-23,82.75286192713445
2004-12-24,83.33932383560723
2004-12-25,83.92578574408002
2004-12-26,84.51224765255283
2004-12-27,85.09870956102561
2004-12-28,85.6851714694984
2004-12-29,86.27163337797118
2004-12-30,86.858095286444
2004-12-31,87.44455719491678
2005-01-01,88.03101910338957
2005-01-02,88.03101910338957
2005-01-03,88.03101910338957
2005-01-04,88.03101910338957
2005-01-05,88.03101910338957
2005-01-06,88.03101910338957
2005-01-07,88.03101910338957
2005-01-08,88.03101910338957
2005-01-09,88.03101910338957
2005-01-10,88.03101910338957
2005-01-11,88.03101910338957
2005-01-12,88.03101910338957
2005-01-13,88.03101910338957
2005-01-14,88.03101910338957
2005-01-15,88.03101910338957
2005-01-16,88.03101910338957
2005-01-17,88.03101910338957
2005-01-18,88.03101910338957
2005-01-19,88.03101910338957
2005-01-20,88.03101910338957
2005-01-21,88.03101910338957
2005-01-22,88.03101910338957
2005-01-23,88.03101910338957
2005-01-24,88.03101910338957
2005-01-25,88.03101910338957
2005-01-26,88.03101910338957
2005-01-27,88.03101910338957
2005-01-28,88.03101910338957
2005-01-29,88.03101910338957
2005-01-30,88.03101910338957
2005-01-31,88.03101910338957
2005-02-01,88.03101910338957
2005-02-02,88.03101910338957
2005-02-03,88.03101910338957
2005-02-04,88.03101910338957
2005-02-05,88.03101910338957
2005-02-06,88.03101910338957
2005-02-07,88.03101910338957
2005-02-08,88.03101910338957
2005-02-09,88.03101910338957
2005-02-10,88.03101910338957
2005-02-11,88.03101910338957
2005-02-12,88.03101910338957
2005-02-13,88.03101910338957
2005-02-14,88.03101910338957
2005-02-15,88.03101910338957
2005-02-16,88.03101910338957
2005-02-17,88.03101910338957
2005-02-18,88.03101910338957
2005-02-19,88.03101910338957
2005-02-20,88.03101910338957
2005-02-21,88.03101910338957
2005-02-22,88.03101910338957
2005-02-23,88.03101910338957
2005-02-24,88.03101910338957
2005-02-25,88.03101910338957
2005-02-26,88.03101910338957
2005-02-27,88.03101910338957
2005-02-28,88.03101910338957
2005-03-01,88.03101910338957
2005-03-02,88.00015268715416
2005-03-03,87.96928627091876
2005-03-04,87.93841985468335
2005-03-05,87.90755343844793
2005-03-06,87.87668702221252
2005-03-07,87.84582060597711
2005-03-08,87.81495418974171
2005-03-09,87.78408777350629
2005-03-10,87.75322135727087
2005-03-11,87.72235494103546
2005-03-12,87.69148852480005
2005-03-13,87.66062210856465
2005-03-14,87.62975569232924
2005-03-15,87.59888927609383
2005-03-16,87.56802285985842
2005-03-17,87.537156443623
2005-03-18,87.5062900273876
2005-03-19,87.4754236111522
2005-03-20,87.44455719491678
2005-03-21,87.41369077868137
2005-03-22,87.38282436244596
2005-03-23,87.35195794621056
2005-03-24,87.32109152997515
2005-03-25,87.29022511373972
2005-03-26,87.25935869750431
2005-03-27,87.2284922812689
2005-03-28,87.1976258650335
2005-03-29,87.16675944879809
2005-03-30,87.13589303256268
2005-03-31,87.10502661632727
2005-04-01,87.07416020009185
2005-04-02,87.01036960653867
2005-04-03,86.9465790129855
2005-04-04,86.88278841943232
2005-04-05,86.81899782587914
2005-04-06,86.75520723232596
2005-04-07,86.69141663877276
2005-04-08,86.62762604521959
2005-04-09,86.5638354516664
2005-04-10,86.50004485811324
2005-04-11,86.43625426456005
2005-04-12,86.37246367100687
2005-04-13,86.30867307745369
2005-04-14,86.24488248390051
2005-04-15,86.18109189034732
2005-04-16,86.11730129679414
2005-04-17,86.05351070324097
2005-04-18,85.98972010968778
2005-04-19,85.9259295161346
2005-04-20,85.86213892258142
2005-04-21,85.79834832902824
2005-04-22,85.73455773547505
2005-04-23,85.67076714192187
2005-04-24,85.6069765483687
2005-04-25,85.54318595481553
2005-04-26,85.47939536126233
2005-04-27,85.41560476770915
2005-04-28,85.35181417415598
2005-04-29,85.2880235806028
2005-04-30,85.2242329870496
2005-05-01,85.16044239349644
2005-05-02,85.22217522596725
2005-05-03,85.28390805843807
2005-05-04,85.34564089090888
2005-05-05,85.40737372337972
2005-05-06,85.46910655585054
2005-05-07,85.53083938832135
2005-05-08,85.59257222079218
2005-05-09,85.65430505326299
2005-05-10,85.71603788573381
2005-05-11,85.77777071820464
2005-05-12,85.83950355067545
2005-05-13,85.90123638314628
2005-05-14,85.9629692156171
2005-05-15,86.02470204808792
2005-05-16,86.08643488055874
2005-05-17,86.14816771302955
2005-05-18,86.20990054550037
2005-05-19,86.27163337797118
2005-05-20,86.33336621044201
2005-05-21,86.39509904291285
2005-05-22,86.45683187538366
2005-05-23,86.51856470785448
2005-05-24,86.58029754032529
2005-05-25,86.64203037279611
2005-05-26,86.70376320526694
2005-05-27,86.76549603773775
2005-05-28,86.82722887020857
2005-05-29,86.88896170267941
2005-05-30,86.95069453515022
2005-05-31,87.01242736762104
2005-06-01,87.07416020009185
2005-06-02,87.29742727752799
2005-06-03,87.52069435496412
2005-06-04,87.74396143240025
2005-06-05,87.96722850983639
2005-06-06,88.19049558727252
2005-06-07,88.41376266470866
2005-06-08,88.63702974214479
2005-06-09,88.86029681958091
2005-06-10,89.08356389701704
2005-06-11,89.30683097445318
2005-06-12,89.53009805188931
2005-06-13,89.75336512932545
2005-06-14,89.97663220676158
2005-06-15,90.19989928419771
2005-06-16,90.42316636163385
2005-06-17,90.64643343906998
2005-06-18,90.86970051650611
2005-06-19,91.09296759394225
2005-06-20,91.31623467137838
2005-06-21,91.53950174881452
2005-06-22,91.76276882625065
2005-06-23,91.98603590368678
2005-06-24,92.2093029811229
2005-06-25,92.43257005855904
2005-06-26,92.65583713599518
2005-06-27,92.87910421343132
2005-06-28,93.10237129086745
2005-06-29,93.32563836830359
2005-06-30,93.54890544573972
2005-07-01,93.77217252317585
2005-07-02,93.6178404419988
2005-07-03,93.46350836082175
2005-07-04,93.30917627964469
2005-07-05,93.15484419846764
2005-07-06,93.00051211729058
2005-07-07,92.84618003611354
2005-07-08,92.69184795493649
2005-07-09,92.53751587375943
2005-07-10,92.38318379258239
2005-07-11,92.22885171140534
2005-07-12,92.07451963022828
2005-07-13,91.92018754905124
2005-07-14,91.76585546787419
2005-07-15,91.61152338669713
2005-07-16,91.45719130552008
2005-07-17,91.30285922434304
2005-07-18,91.14852714316599
2005-07-19,90.99419506198893
2005-07-20,90.83986298081189
2005-07-21,90.68553089963484
2005-07-22,90.53119881845778
2005-07-23,90.37686673728074
2005-07-24,90.22253465610369
2005-07-25,90.06820257492663
2005-07-26,89.91387049374958
2005-07-27,89.75953841257254
2005-07-28,89.60520633139548
2005-07-29,89.45087425021843
2005-07-30,89.29654216904139
2005-07-31,89.14221008786433
2005-08-01,88.98787800668728
2005-08-02,88.58661459562695
2005-08-03,88.18535118456661
2005-08-04,87.78408777350629
2005-08-05,87.38282436244596
2005-08-06,86.98156095138563
2005-08-07,86.58029754032529
2005-08-08,86.17903412926496
2005-08-09,85.77777071820464
2005-08-10,85.3765073071443
2005-08-11,84.97524389608398
2005-08-12,84.57398048502364
2005-08-13,84.17271707396331
2005-08-14,83.77145366290297
2005-08-15,83.37019025184264
2005-08-16,82.96892684078232
2005-08-17,82.56766342972199
2005-08-18,82.16640001866166
2005-08-19,81.76513660760132
2005-08-20,81.363873196541
2005-08-21,80.96260978548065
2005-08-22,80.56134637442032
2005-08-23,80.16008296336001
2005-08-24,79.75881955229967
2005-08-25,79.35755614123934
2005-08-26,78.956292730179
2005-08-27,78.55502931911867
2005-08-28,78.15376590805833
2005-08-29,77.752502496998
2005-08-30,77.35123908593768
2005-08-31,76.94997567487735
2005-09-01,76.54871226381702
2005-09-02,76.32544518638089
2005-09-03,76.10217810894476
2005-09-04,75.87891103150862
2005-09-05,75.65564395407249
2005-09-06,75.43237687663635
2005-09-07,75.20910979920022
2005-09-08,74.98584272176409
2005-09-09,74.76257564432797
2005-09-10,74.53930856689183
2005-09-11,74.3160414894557
2005-09-12,74.09277441201957
2005-09-13,73.86950733458343
2005-09-14,73.6462402571473
2005-09-15,73.42297317971116
2005-09-16,73.19970610227503
2005-09-17,72.9764390248389
2005-09-18,72.75317194740276
2005-09-19,72.52990486996663
2005-09-20,72.3066377925305
2005-09-21,72.08337071509436
2005-09-22,71.86010363765823
2005-09-23,71.6368365602221
2005-09-24,71.41356948278596
2005-09-25,71.19030240534983
2005-09-26,70.96703532791369
2005-09-27,70.74376825047756
2005-09-28,70.52050117304142
2005-09-29,70.29723409560529
2005-09-30,70.07396701816916
2005-10-01,69.85069994073302
2005-10-02,69.7581006920268
2005-10-03,69.66550144332058
2005-10-04,69.57290219461433
2005-10-05,69.48030294590811
2005-10-06,69.38770369720187
2005-10-07,69.29510444849565
2005-10-08,69.20250519978943
2005-10-09,69.10990595108318
2005-10-10,69.01730670237696
2005-10-11,68.92470745367072
2005-10-12,68.8321082049645
2005-10-13,68.73950895625828
2005-10-14,68.64690970755203
2005-10-15,68.5543104588458
2005-10-16,68.46171121013957
2005-10-17,68.36911196143335
2005-10-18,68.27651271272711
2005-10-19,68.18391346402089
2005-10-20,68.09131421531465
2005-10-21,67.99871496660842
2005-10-22,67.9061157179022
2005-10-23,67.81351646919596
2005-10-24,67.72091722048974
2005-10-25,67.6283179717835
2005-10-26,67.53571872307727
2005-10-27,67.44311947437104
2005-10-28,67.35052022566481
2005-10-29,67.25792097695859
2005-10-30,67.16532172825235
2005-10-31,67.07272247954612
2005-11-01,66.9801232308399
2005-11-02,66.78875145018034
2005-11-03,66.5973796695208
2005-11-04,66.40600788886127
2005-11-05,66.21463610820172
2005-11-06,66.02326432754218
2005-11-07,65.83189254688263
2005-11-08,65.64052076622309
2005-11-09,65.44914898556355
2005-11-10,65.25777720490402
2005-11-11,65.06640542424446
2005-11-12,64.87503364358491
2005-11-13,64.68366186292538
2005-11-14,64.49229008226584
2005-11-15,64.3009183016063
2005-11-16,64.10954652094675
2005-11-17,63.918174740287206
2005-11-18,63.72680295962766
2005-11-19,63.53543117896813
2005-11-20,63.34405939830859
2005-11-21,63.15268761764904
2005-11-22,62.96131583698949
2005-11-23,62.76994405632995
2005-11-24,62.57857227567042
2005-11-25,62.38720049501087
2005-11-26,62.19582871435133
2005-11-27,62.004456933691785
2005-11-28,61.81308515303223
2005-11-29,61.6217133723727
2005-11-30,61.43034159171316
2005-12-01,61.238969811053614
2005-12-02,61.88716455199722
2005-12-03,62.53535929294084
2005-12-04,63.18355403388445
2005-12-05,63.83174877482806
2005-12-06,64.47994351577168
2005-12-07,65.12813825671529
2005-12-08,65.7763329976589
2005-12-09,66.4245277386025
2005-12-10,67.07272247954612
2005-12-11,67.72091722048974
2005-12-12,68.36911196143335
2005-12-13,69.01730670237696
2005-12-14,69.66550144332058
2005-12-15,70.31369618426417
2005-12-16,70.96189092520778
2005-12-17,71.6100856661514
2005-12-18,72.25828040709501
2005-12-19,72.90647514803862
2005-12-20,73.55466988898225
2005-12-21,74.20286462992586
2005-12-22,74.85105937086945
2005-12-23,75.49925411181307
2005-12-24,76.14744885275668
2005-12-25,76.79564359370029
2005-12-26,77.44383833464391
2005-12-27,78.09203307558752
2005-12-28,78.74022781653113
2005-12-29,79.38842255747474
2005-12-30,80.03661729841835
2005-12-31,80.68481203936197
2006-01-01,81.33300678030558
2006-01-02,81.17867469912854
2006-01-03,81.02434261795148
2006-01-04,80.87001053677443
2006-01-05,80.71567845559738
2006-01-06,80.56134637442032
2006-01-07,80.40701429324328
2006-01-08,80.25268221206623
2006-01-09,80.09835013088917
2006-01-10,79.94401804971213
2006-01-11,79.78968596853508
2006-01-12,79.63535388735802
2006-01-13,79.48102180618098
2006-01-14,79.32668972500393
2006-01-15,79.17235764382687
2006-01-16,79.01802556264983
2006-01-17,78.86369348147278
2006-01-18,78.70936140029573
2006-01-19,78.55502931911867
2006-01-20,78.40069723794163
2006-01-21,78.24636515676458
2006-01-22,78.09203307558752
2006-01-23,77.93770099441048
2006-01-24,77.78336891323343
2006-01-25,77.62903683205637
2006-01-26,77.47470475087933
2006-01-27,77.32037266970228
2006-01-28,77.16604058852522
2006-01-29,77.01170850734817
2006-01-30,76.85737642617113
2006-01-31,76.70304434499407
2006-02-01,76.54871226381702
2006-02-02,76.61705932833829
2006-02-03,76.68540639285955
2006-02-04,76.75375345738081
2006-02-05,76.82210052190209
2006-02-06,76.89044758642335
2006-02-07,76.95879465094461
2006-02-08,77.02714171546587
2006-02-09,77.09548877998714
2006-02-10,77.1638358445084
2006-02-11,77.23218290902966
2006-02-12,77.30052997355094
2006-02-13,77.3688770380722
2006-02-14,77.43722410259346
2006-02-15,77.50557116711474
2006-02-16,77.573918231636
2006-02-17,77.64226529615726
2006-02-18,77.71061236067852
2006-02-19,77.7789594251998
2006-02-20,77.84730648972106
2006-02-21,77.91565355424233
2006-02-22,77.98400061876359
2006-02-23,78.05234768328485
2006-02-24,78.12069474780611
2006-02-25,78.18904181232737
2006-02-26,78.25738887684865
2006-02-27,78.32573594136991
2006-02-28,78.39408300589118
2006-03-01,78.46243007041244
2006-03-02,78.36983082170622
2006-03-03,78.277231573
2006-03-04,78.18463232429374
2006-03-05,78.09203307558752
2006-03-06,77.99943382688129
2006-03-07,77.90683457817507
2006-03-08,77.81423532946884
2006-03-09,77.7216360807626
2006-03-10,77.62903683205637
2006-03-11,77.53643758335014
2006-03-12,77.44383833464391
2006-03-13,77.35123908593768
2006-03-14,77.25863983723144
2006-03-15,77.16604058852522
2006-03-16,77.07344133981898
2006-03-17,76.98084209111276
2006-03-18,76.88824284240653
2006-03-19,76.7956435937003
2006-03-20,76.70304434499407
2006-03-21,76.61044509628783
2006-03-22,76.51784584758161
2006-03-23,76.42524659887538
2006-03-24,76.33264735016915
2006-03-25,76.24004810146292
2006-03-26,76.14744885275668
2006-03-27,76.05484960405046
2006-03-28,75.96225035534422
2006-03-29,75.869651106638
2006-03-30,75.77705185793177
2006-03-31,75.68445260922553
2006-04-01,75.59185336051931
2006-04-02,75.55995806374271
2006-04-03,75.52806276696613
2006-04-04,75.49616747018953
2006-04-05,75.46427217341294
2006-04-06,75.43237687663635
2006-04-07,75.40048157985976
2006-04-08,75.36858628308318
2006-04-09,75.33669098630658
2006-04-10,75.30479568953
2006-04-11,75.2729003927534
2006-04-12,75.24100509597682
2006-04-13,75.20910979920022
2006-04-14,75.17721450242362
2006-04-15,75.14531920564704
2006-04-16,75.11342390887044
2006-04-17,75.08152861209386
2006-04-18,75.04963331531727
2006-04-19,75.01773801854068
2006-04-20,74.98584272176409
2006-04-21,74.95394742498749
2006-04-22,74.92205212821091
2006-04-23,74.89015683143431
2006-04-24,74.85826153465773
2006-04-25,74.82636623788113
2006-04-26,74.79447094110455
2006-04-27,74.76257564432797
2006-04-28,74.73068034755136
2006-04-29,74.69878505077477
2006-04-30,74.66688975399818
2006-05-01,74.6349944572216
2006-05-02,74.6967272896924
2006-05-03,74.75846012216323
2006-05-04,74.82019295463405
2006-05-05,74.88192578710488
2006-05-06,74.9436586195757
2006-05-07,75.00539145204651
2006-05-08,75.06712428451733
2006-05-09,75.12885711698816
2006-05-10,75.19058994945897
2006-05-11,75.25232278192979
2006-05-12,75.31405561440062
2006-05-13,75.37578844687144
2006-05-14,75.43752127934226
2006-05-15,75.49925411181307
2006-05-16,75.5609869442839
2006-05-17,75.62271977675472
2006-05-18,75.68445260922553
2006-05-19,75.74618544169635
2006-05-20,75.80791827416716
2006-05-21,75.869651106638
2006-05-22,75.93138393910883
2006-05-23,75.99311677157964
2006-05-24,76.05484960405046
2006-05-25,76.11658243652127
2006-05-26,76.1783152689921
2006-05-27,76.24004810146292
2006-05-28,76.30178093393373
2006-05-29,76.36351376640457
2006-05-30,76.42524659887538
2006-05-31,76.4869794313462
2006-06-01,76.54871226381702
2006-06-02,76.77197934125316
2006-06-03,76.99524641868929
2006-06-04,77.21851349612542
2006-06-05,77.44178057356156
2006-06-06,77.66504765099769
2006-06-07,77.88831472843383
2006-06-08,78.11158180586996
2006-06-09,78.33484888330608
2006-06-10,78.55811596074221
2006-06-11,78.78138303817835
2006-06-12,79.00465011561448
2006-06-13,79.22791719305062
2006-06-14,79.45118427048675
2006-06-15,79.67445134792288
2006-06-16,79.89771842535902
2006-06-17,80.12098550279515
2006-06-18,80.34425258023128
2006-06-19,80.56751965766742
2006-06-20,80.79078673510355
2006-06-21,81.01405381253969
2006-06-22,81.23732088997582
2006-06-23,81.46058796741195
2006-06-24,81.68385504484807
2006-06-25,81.9071221222842
2006-06-26,82.13038919972034
2006-06-27,82.35365627715647
2006-06-28,82.57692335459261
2006-06-29,82.80019043202874
2006-06-30,83.02345750946488
2006-07-01,83.24672458690101
2006-07-02,83.15412533819477
2006-07-03,83.06152608948855
2006-07-04,82.96892684078232
2006-07-05,82.87632759207608
2006-07-06,82.78372834336986
2006-07-07,82.69112909466362
2006-07-08,82.5985298459574
2006-07-09,82.50593059725117
2006-07-10,82.41333134854493
2006-07-11,82.32073209983871
2006-07-12,82.22813285113247
2006-07-13,82.13553360242625
2006-07-14,82.04293435372001
2006-07-15,81.95033510501378
2006-07-16,81.85773585630756
2006-07-17,81.76513660760132
2006-07-18,81.6725373588951
2006-07-19,81.57993811018886
2006-07-20,81.48733886148263
2006-07-21,81.3947396127764
